id,author,filename,dateexecuted,orderexecuted,exectype,md5sum,description,comments,tag,liquibase,contexts,labels,deployment_id
1.63-025-idx-person-element-assignment-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.321496,573,EXECUTED,9:e2860208231f1ac1bc8a1a1c8044f304,"createIndex indexName=idx_person_element_assignment_fk, tableName=person_element","Create index on person_element.person_assignment_element_pe_0 foreign key.
        Improves JOIN performance with person_assignment_element table.",,5.0.1,,,9264743943
1414872417007-181,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.74548,181,EXECUTED,9:54660e233cda4814c9a51132ed672342,"addForeignKeyConstraint baseTableName=committee_proposal_component_0, constraintName=fk_k78eqmx2m3ja0267xhthfeio4, referencedTableName=committee_document_data","",,5.0.1,,,8446037746
1414872417007-244,pether,db-changelog-1.2.xml,2026-01-15 04:00:41.30291,244,EXECUTED,9:475ac35a820437f1e15c480211d60234,createView viewName=view_riksdagen_vote_data_ballot_summary_daily,"",,5.0.1,,,8446037746
1414872417007-193,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.849998,193,EXECUTED,9:0ec91f1010fa7e1204a8124d5d8f5144,"addForeignKeyConstraint baseTableName=sweden_county_data, constraintName=fk_pndlg3q6ly10qbs8e3s9wikyu, referencedTableName=sweden_county_data_container","",,5.0.1,,,8446037746
1414872417007-23,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.312647,23,EXECUTED,9:91ca8c9ef2f1a0d4038a8f00ee9cfe48,createTable tableName=document_activity_data,"",,5.0.1,,,8446037746
2414872417007-324,party_trends,db-changelog-1.24.xml,2026-01-15 04:00:42.275915,315,EXECUTED,9:9aad9d408015cdda50e8624d708db21f,dropView viewName=view_riksdagen_party_ballot_support_annual_summary; createView viewName=view_riksdagen_party_ballot_support_annual_summary,"",,5.0.1,,,8446037746
1414872417007-267,pether,db-changelog-1.6.xml,2026-01-15 04:00:41.686355,267,EXECUTED,9:9fc625a3d56571e98a8d7eea06980e65,dropView viewName=view_worldbank_indicator_data_country_summary; sql,"",,5.0.1,,,8446037746
1414872417007-135,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.328278,135,EXECUTED,9:d61ad75b5a17205bd28e961c19f9bdc4,"addPrimaryKey constraintName=sweden_municipality_data_pkey, tableName=sweden_municipality_data","",,5.0.1,,,8446037746
1.63-006-idx-doc-status-detail-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.246748,554,EXECUTED,9:bda3dbf6989d85130b1a1569bc54c868,"createIndex indexName=idx_doc_status_detail_fk, tableName=document_status_container","Create index on document_status_container.document_detail_container_do_0 foreign key.
        Improves JOIN performance with document_detail_container table.",,5.0.1,,,9264743943
1.69-005-01-index-election_temporal_cycle,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.546634,629,EXECUTED,9:d8ddbe5cbdcddee1da41935c0b1796a3,"createIndex indexName=idx_election_temporal_cycle, tableName=view_election_cycle_temporal_trends",Create index idx_election_temporal_cycle on view_election_cycle_temporal_trends for query optimization,,5.0.1,,,9264743943
1414872417007-108,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.095412,108,EXECUTED,9:9517d4a16d854bb77a5a8364e456c6fa,"addPrimaryKey constraintName=document_reference_data_pkey, tableName=document_reference_data","",,5.0.1,,,8446037746
1414872417007-205,pether,db-changelog-1.1.xml,2026-01-15 04:00:40.945223,205,EXECUTED,9:cce5264c458c91c73e66133abbaca793,createView viewName=view_riksdagen_goverment,"",,5.0.1,,,8446037746
fix-swedish-status-crisis-resilience-1.47-002,intelligence-operative,db-changelog-1.47.xml,2026-01-15 04:00:43.915801,447,EXECUTED,9:3568262c4405a3fe56b1d47695f1ae7a,sql; createView viewName=view_riksdagen_crisis_resilience_indicators,"Fix view_riksdagen_crisis_resilience_indicators to use Swedish status values
        
        Root Cause: View filtered on status IN ('active', 'Active', 'ACTIVE') 
        but actual data uses Swedish values
        
        Solution: Filter on S...",,5.0.1,,,8446037746
1.66-summary,performance-engineer,db-changelog-1.66.xml,2026-01-24 15:25:45.418567,598,EXECUTED,9:d41d8cd98f00b204e9800998ecf8427e,empty,"Database Changelog v1.66 - Network Analysis Performance Summary
        
        Indexes Created: 2 on vote_data table (available for testing)
        Indexes Awaiting: 2 on materialized views (requires population via Issue #8282)
        
       ...",,5.0.1,,,9264743943
1.60-document-election-year-vs-midterm-view,intelligence-operative,db-changelog-1.60.xml,2026-01-21 00:44:39.638887,520,EXECUTED,9:13b795f8584e48425531e9fa4abe0007,sql,Add documentation for view_riksdagen_election_year_vs_midterm,,5.0.1,,,8952677820
fix-ministry-risk-evolution-matview-1.42-003,intelligence-operative,db-changelog-1.42.xml,2026-01-15 04:00:43.789461,435,EXECUTED,9:cbb86defc0af14dbb2c2613c7a4eecb3,dropView viewName=view_ministry_risk_evolution; createView viewName=view_ministry_risk_evolution,"Fix view_ministry_risk_evolution by removing materialized view dependency
        
        Root Cause: The view uses LEFT JOIN on view_riksdagen_politician_document
        (materialized view). Even with LEFT JOIN, PostgreSQL cannot execute the
  ...",,5.0.1,,,8446037746
20241226-improve-politician-view,pethers,db-changelog-1.25.xml,2026-01-15 04:00:42.647877,338,EXECUTED,9:f13bf14c659e3df9d2ba71facc1e144a,createView viewName=view_riksdagen_politician,Enhance politician view with comprehensive metrics and committee effectiveness,,5.0.1,,,8446037746
1414872417007-5,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.120763,5,EXECUTED,9:3fe4740c8b6b63adf7e6cd409d028222,createTable tableName=aggregated_bug_data,"",,5.0.1,,,8446037746
1414872417007-233,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.176634,233,EXECUTED,9:e615358ab9818929ffe7a8d502e4bb85,dropView viewName=view_riksdagen_party_summary; dropView viewName=view_riksdagen_politician; createView viewName=view_riksdagen_politician; createView viewName=view_riksdagen_party_summary,"",,5.0.1,,,8446037746
1414872417007-41,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.477476,41,EXECUTED,9:ad01e46b6ba2c604286127713ac8dbbd,createTable tableName=language_data,"",,5.0.1,,,8446037746
1.63-001-idx-person-assignment-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.227004,549,EXECUTED,9:7fe5ab674ab49647ed90faca8f3af3e1,"createIndex indexName=idx_person_data_assignment_fk, tableName=person_data","Create index on person_data.person_assignment_data_perso_0 foreign key column.
        Improves JOIN performance with person_assignment_data table.",,5.0.1,,,9264743943
1414872417007-289,quartz.generated,db-changelog-1.9.xml,2026-01-24 15:25:45.155522,534,EXECUTED,9:f018d19e4b6045fcbc2e6672c7ba873d,"createIndex indexName=IDX_QRTZ_T_J, tableName=QRTZ_TRIGGERS; createIndex indexName=IDX_QRTZ_T_JG, tableName=QRTZ_TRIGGERS; createIndex indexName=IDX_QRTZ_T_C, tableName=QRTZ_TRIGGERS; createIndex indexName=IDX_QRTZ_T_G, tableName=QRTZ_TRIGGERS; cr...","",,5.0.1,,,9264743943
1.51-election-cycle-temporal-001,intelligence-operative,db-changelog-1.51.xml,2026-01-15 04:00:44.024826,458,EXECUTED,9:bb78984050438e4350cb56e23b08177f,createView viewName=view_election_cycle_temporal_trends,"REVISED: Enhanced with view_decision_temporal_trends and view_committee_productivity
        
        Framework: Temporal Analysis (35 supporting views, 20+ risk rules)
        
        Source Views (COMPREHENSIVE META level):
        - view_polit...",,5.0.1,,,8446037746
1.52-temporal,intelligence-operative-analytics,db-changelog-1.52.xml,2026-01-15 04:00:44.096732,467,EXECUTED,9:9074e222aa474749163a3b258ff0074d,createView viewName=view_election_cycle_temporal_trends,"",,5.0.1,,,8446037746
1414872417007-171,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.653348,171,EXECUTED,9:4e6aea0b15d2a2ed7264ed313d9547be,"addForeignKeyConstraint baseTableName=detail_data, constraintName=fk_diexjlb9hdrfv7g5y06cj6nu5, referencedTableName=person_detail_data","",,5.0.1,,,8446037746
1414872417007-93,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.969134,93,EXECUTED,9:100740b8d9c1ea7e9ff9e242ab5f091f,"addPrimaryKey constraintName=detail_data_pkey, tableName=detail_data","",,5.0.1,,,8446037746
20241227-enhance-party-document-summary,pethers,db-changelog-1.25.xml,2026-01-15 04:00:42.659755,339,EXECUTED,9:ccc25367d2b7d5b9ffcbe5465066e6b0,createView viewName=view_riksdagen_party_document_summary,Enhance party document summary with comprehensive metrics while preserving existing functionality,,5.0.1,,,8446037746
1.52-predictive,intelligence-operative-analytics,db-changelog-1.52.xml,2026-01-15 04:00:44.147641,473,EXECUTED,9:f2067de3346b752674c7e01acec65784,createView viewName=view_election_cycle_predictive_intelligence,"",,5.0.1,,,8446037746
1414872417007-300,createextenions-only-works-if-superuser-so-create-before,db-changelog-1.16.xml,2026-01-24 15:25:45.160375,535,EXECUTED,9:3e937406a4d82aec00fddeafc4c55380,sql; sql; sql,"",,5.0.1,,,9264743943
1.63-intro,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.223303,548,EXECUTED,9:bb38d76f267d4111557bc2958aa8d751,sql,"Database Changelog v1.63 - Priority 1 Foreign Key Indexes (28 Critical Indexes)
        
        CRITICAL PERFORMANCE FIX: Creates 28 missing foreign key indexes that are the
        #1 performance bottleneck causing 5-300 second query times.
    ...",,5.0.1,,,9264743943
1414872417007-204,pether,db-changelog-1.1.xml,2026-01-15 04:00:40.937922,204,EXECUTED,9:dad3fd6230b1f6b09a7ea190314f3e75,createView viewName=view_riksdagen_committee,"",,5.0.1,,,8446037746
1414872417007-219,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.050929,219,EXECUTED,9:40844e607d59d90e5e0cceea37549f78,dropView viewName=view_riksdagen_committee; createView viewName=view_riksdagen_committee; createView viewName=view_riksdagen_committee_parliament_member_proposal,"",,5.0.1,,,8446037746
document-ministry-fix-1.39-005,intelligence-operative,db-changelog-1.39.xml,2026-01-15 04:00:43.716544,427,EXECUTED,9:830bb959528e4365f577fc21b94da2a8,sql,"Documentation for v1.39 ministry views fix
        
        Summary:
        - Root cause: Incorrect filter on org_code LIKE '%departement%'
        - Actual data: org_code has short codes like 'KN', 'N', not full names
        - Solution: Remove ...",,5.0.1,,,8446037746
1.34-postflight,database-architect,db-changelog-1.34.xml,2026-01-15 04:00:43.444663,392,EXECUTED,9:24f59e1f777d8317d7fb94354be07200,sql,Post-flight: Verify all 12 views and check row counts,,5.0.1,,,8446037746
2024122623-extend-party-view,pethers,db-changelog-1.25.xml,2026-01-15 04:00:42.636351,337,EXECUTED,9:c0383a8d45978f6163e0ff64924f5ddc,dropView viewName=view_riksdagen_party; dropView viewName=view_riksdagen_party_summary; dropView viewName=view_riksdagen_party_document_summary; dropView viewName=view_riksdagen_politician; dropView viewName=view_riksdagen_party_member; createView...,Extend party view with additional political analysis metrics using existing data,,5.0.1,,,8446037746
fix-swedish-status-risk-evolution-1.47-005,intelligence-operative,db-changelog-1.47.xml,2026-01-15 04:00:43.946921,450,EXECUTED,9:0f80c8ee6622ee192f99865e293d2da2,sql; createView viewName=view_risk_score_evolution,"Fix view_risk_score_evolution to use Swedish status values
        
        Root Cause: View filtered on status IN ('active', 'Active', 'ACTIVE')
        but actual data uses Swedish values
        
        Solution: Filter on Swedish status value...",,5.0.1,,,8446037746
1414872417007-32,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.39437,32,EXECUTED,9:2de9b22e4860ecb9a912012f0cd0e429,createTable tableName=document_person_reference_co_0,"",,5.0.1,,,8446037746
1414872417007-188,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.805605,188,EXECUTED,9:09fb71b57990439cfb427066fe1efddc,"addForeignKeyConstraint baseTableName=document_element, constraintName=fk_o24n54auwa2xyflis6nkrajpd, referencedTableName=document_container_element","",,5.0.1,,,8446037746
1.52-decision,intelligence-operative-analytics,db-changelog-1.52.xml,2026-01-15 04:00:44.17917,477,EXECUTED,9:085fba297cc8a8d3dfa640203a9c0c07,createView viewName=view_election_cycle_decision_intelligence,"",,5.0.1,,,8446037746
1.66-intro,performance-engineer,db-changelog-1.66.xml,2026-01-24 15:25:45.399049,593,EXECUTED,9:d41d8cd98f00b204e9800998ecf8427e,empty,"Database Changelog v1.66 - Network Analysis Framework Performance Indexes
        
        Creates 4 performance indexes for Network Analysis framework to support
        future data growth and enable testing with sample data.
        
        Cur...",,5.0.1,,,9264743943
1414872417007-60,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.663517,60,EXECUTED,9:3bba4dd4cd8837bef66ccbad72ba7e48,createTable tableName=sweden_election_type,"",,5.0.1,,,8446037746
1414872417007-128,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.267048,128,EXECUTED,9:62edab145f5744b7ceb49858dc83eddd,"addPrimaryKey constraintName=sweden_county_data_pkey, tableName=sweden_county_data","",,5.0.1,,,8446037746
1414872417007-125,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.241535,125,EXECUTED,9:0d5aa0b601f6823fdeeb80895c8f0d28,"addPrimaryKey constraintName=portal_pkey, tableName=portal","",,5.0.1,,,8446037746
fix-ministry-productivity-matrix-matview-1.42-001,intelligence-operative,db-changelog-1.42.xml,2026-01-15 04:00:43.769393,433,EXECUTED,9:d412e3784f5066b454b4444785c9b190,dropView viewName=view_ministry_productivity_matrix; createView viewName=view_ministry_productivity_matrix,"Fix view_ministry_productivity_matrix by removing materialized view dependency
        
        Root Cause: The view uses LEFT JOIN on view_riksdagen_politician_document
        (materialized view). Even with LEFT JOIN, PostgreSQL cannot execute t...",,5.0.1,,,8446037746
1.62-create-electoral-trends,stack-specialist,db-changelog-1.62.xml,2026-01-24 15:25:45.215444,546,EXECUTED,9:33118cbd088237b6ccead322126a57d2,createView viewName=view_riksdagen_party_electoral_trends,"Recreate view_riksdagen_party_electoral_trends (originally from v1.53, recreated in v1.61)
        
        JPA Entity: ViewRiksdagenPartyElectoralTrends
        Primary Key: Composite (party, election_cycle_id, semester)
        Columns: 49 total...",,5.0.1,,,9264743943
1414872417007-138,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.355715,138,EXECUTED,9:17e8429424a5fc7b90273685a0fee7a8,"addPrimaryKey constraintName=sweden_parliament_electoral__1_pkey, tableName=sweden_parliament_electoral__1","",,5.0.1,,,8446037746
1.67-idx-document-data-temporal,performance-engineer,db-changelog-1.67.xml,2026-01-24 15:25:45.442729,604,EXECUTED,9:41f74267310fd96f2ba2683bbbbb79b4,"createIndex indexName=idx_document_data_temporal, tableName=document_data","Temporal index for document activity trends and scenario analysis.
        
        Supports: Scenario analysis views (3 views), policy impact forecasting
        Query Optimization: Time-series document activity and policy trends
        Expected...",,5.0.1,,,9264743943
1.51-election-cycle-predictive-004,intelligence-operative,db-changelog-1.51.xml,2026-01-15 04:00:44.051001,461,EXECUTED,9:9ce83ab4f38694a6a8179c735d193676,createView viewName=view_election_cycle_predictive_intelligence,"REVISED: Enhanced with view_ministry_risk_evolution and view_party_effectiveness_trends
        
        Framework: Predictive Intelligence (14 supporting views, 8/8 risk rules)
        
        Source Views (COMPREHENSIVE):
        - view_risk_sc...",,5.0.1,,,8446037746
1414872417007-51,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.568953,51,EXECUTED,9:ad721b60c177dedbbc3fdf5ccbefa90c,createTable tableName=person_element,"",,5.0.1,,,8446037746
1.35-politician-decision-pattern-postflight,intelligence-operative,db-changelog-1.35.xml,2026-01-15 04:00:43.505012,402,EXECUTED,9:d2d93d66a90ac420fd94af497ef5f333,sql,Post-flight: Verify politician decision pattern view creation,,5.0.1,,,8446037746
1.69-005-materialize-election_cycle_temporal_trends,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.542658,628,EXECUTED,9:b1ca003e63f34d50d8560276d716a849,sql,"Convert view_election_cycle_temporal_trends to MATERIALIZED VIEW for 70% performance improvement.
        
        Issue: 6 CTEs with 5 JOINs, complex temporal aggregation
        Current: 5-10 seconds
        Target: <3 seconds
        Refresh: P...",,5.0.1,,,9264743943
1414872417007-4,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.111253,4,EXECUTED,9:02e3a0b58935a93e8e22b859d6e244ff,createTable tableName=agency,"",,5.0.1,,,8446037746
1.63-026-idx-person-element-detail-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.325287,574,EXECUTED,9:329818f46d70cb091ff761e8d9f3c80f,"createIndex indexName=idx_person_element_detail_fk, tableName=person_element","Create index on person_element.person_detail_element_person_0 foreign key.
        Improves JOIN performance with person_detail_element table.",,5.0.1,,,9264743943
1414872417007-276,pether,db-changelog-1.6.xml,2026-01-15 04:00:41.755902,276,EXECUTED,9:765d8cd0cdacd034d8a0674eaa880023,createTable tableName=application_configuration,"",,5.0.1,,,8446037746
1.69-003-materialize-party_effectiveness_trends,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.51543,622,EXECUTED,9:16f5143b4a3cb77e458cebae563a7af6,sql,"Convert view_party_effectiveness_trends to MATERIALIZED VIEW for 50% performance improvement.
        
        Issue: Multi-source aggregation (voting + documents + violations) with 5 windows
        Current: 800ms-1.5s
        Target: <800ms
    ...",,5.0.1,,,9264743943
1414872417007-170,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.643955,170,EXECUTED,9:2d5e1c62af16eec4c4539ddfb9100fec,"addForeignKeyConstraint baseTableName=document_reference_data, constraintName=fk_c4uqb4d6xqa5d7afwen8sny67, referencedTableName=document_reference_container","",,5.0.1,,,8446037746
1.66-idx-vote-data-covoting,performance-engineer,db-changelog-1.66.xml,2026-01-24 15:25:45.402985,594,EXECUTED,9:3949f1f6078cc3a82fd22aec24be3064,"createIndex indexName=idx_vote_data_covoting, tableName=vote_data","Composite index for co-voting analysis in view_riksdagen_politician_influence_metrics.
        
        Supports: Politician influence network analysis, co-voting pair detection
        Expected Impact: 10-20% improvement with larger datasets
    ...",,5.0.1,,,9264743943
intops-2025111105-crisis-resilience,intelligence-ops,db-changelog-1.29.xml,2026-01-15 04:00:42.956133,356,EXECUTED,9:542aa60a4bce5eabfd5a50260a0bdf69,createView viewName=view_riksdagen_crisis_resilience_indicators,"Political Crisis Resilience Indicators
        
        Intelligence Purpose:
        - Assess politician performance during high-pressure periods
        - Identify crisis-tested leaders
        - Measure consistency under stress
        - Evalua...",,5.0.1,,,8446037746
1736000000000-2,import-error-fix,db-changelog-1.36.xml,2026-01-15 04:00:43.561979,410,EXECUTED,9:c3780abe8ec3d2fe6ef55ee2d25541de,"modifyDataType columnName=note_title, tableName=document_element",Increase document_element.note_title from VARCHAR(8192) to VARCHAR(16384) for consistency and future-proofing,,5.0.1,,,8446037746
1414872417007-19,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.275532,19,EXECUTED,9:687a141851b84ed8986487e2f3f8e4e7,createTable tableName=data_source_content,"",,5.0.1,,,8446037746
1414872417007-222,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.077146,222,EXECUTED,9:a03f84a49600f94a9947b1b8d5831149,createView viewName=view_riksdagen_party_member,"",,5.0.1,,,8446037746
1414872417007-151,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.474431,151,EXECUTED,9:6590b1db53965caf6f41491e5d14069c,"addForeignKeyConstraint baseTableName=person_element, constraintName=fk_3o85sqp9yss0nler1yl1umfl1, referencedTableName=person_container_element","",,5.0.1,,,8446037746
osint-2025111503-risk-score-evolution,intelligence-operative,db-changelog-1.30.xml,2026-01-15 04:00:43.162786,365,EXECUTED,9:ec6554f6fd6a4de381f8a97d46bd5663,createView viewName=view_risk_score_evolution,"Risk Score Evolution View
        
        Intelligence Purpose:
        - Track historical changes in politician risk scores
        - Monitor severity transitions (escalation/de-escalation)
        - Identify risk patterns and triggers
        -...",,5.0.1,,,8446037746
new_changeset_id_1,pether,db-changelog-1.24.xml,2026-01-15 04:00:42.375313,324,EXECUTED,9:3111b7723aeefc1cbe0f17bb0fd23c0c,dropView viewName=view_application_action_event_page_annual_summary; createView viewName=view_application_action_event_page_annual_summary,"",,5.0.1,,,8446037746
1414872417007-117,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.173534,117,EXECUTED,9:04a2103790734cfce99dff36d2609ef1,"addPrimaryKey constraintName=person_assignment_data_pkey, tableName=person_assignment_data","",,5.0.1,,,8446037746
fix-risk-score-evolution-1.41-001,intelligence-operative,db-changelog-1.41.xml,2026-01-15 04:00:43.754522,431,EXECUTED,9:37f6b5ea6bb65b3a4437a01391adc4a6,dropView viewName=view_risk_score_evolution; createView viewName=view_risk_score_evolution,"Fix view_risk_score_evolution to return data with correct rebel rate calculation
        
        Root Cause: The v1.38 fix used incorrect logic comparing vote type to party name:
        `vd.vote != vd.party` (e.g., 'Ja' != 'S') which is always t...",,5.0.1,,,8446037746
1414872417007-250,pether,db-changelog-1.2.xml,2026-01-15 04:00:41.37546,250,EXECUTED,9:91e3908e9e189208b9758c3cc6c44c71,createView viewName=view_riksdagen_vote_data_ballot_politician_summary_daily; createView viewName=view_riksdagen_vote_data_ballot_politician_summary_weekly; createView viewName=view_riksdagen_vote_data_ballot_politician_summary_monthly; createView...,"",,5.0.1,,,8446037746
1.34-committee-proposals-004,intelligence-analyst,db-changelog-1.34.xml,2026-01-15 04:00:43.421422,389,EXECUTED,9:acfb00d23673ba2bfbcf78bc83c33bd7,dropView viewName=view_riksdagen_committee_parliament_member_proposal; createView viewName=view_riksdagen_committee_parliament_member_proposal,"Fix view_riksdagen_committee_parliament_member_proposal
        Same broader filter as member proposals",,5.0.1,,,8446037746
1414872417007-190,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.825421,190,EXECUTED,9:8c38ea04b2f59bf71cf23a9896e12862,"addForeignKeyConstraint baseTableName=sweden_election_type, constraintName=fk_ob50ibby6jamvitbxknoucifg, referencedTableName=sweden_election_region","",,5.0.1,,,8446037746
1414872417007-277,pether,db-changelog-1.6.xml,2026-01-15 04:00:41.768038,277,EXECUTED,9:c60c41cdca28d541fd3a2b605b711d18,dropView viewName=view_riksdagen_party_summary; dropView viewName=view_riksdagen_politician; createView viewName=view_riksdagen_politician; createView viewName=view_riksdagen_party_summary,"",,5.0.1,,,8446037746
1414872417007-218,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.039295,218,EXECUTED,9:bf01ae3c4a683f06ebfb04fb51534659,createView viewName=view_riksdagen_committee_roles,"",,5.0.1,,,8446037746
1414872417007-7,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.145558,7,EXECUTED,9:54b3e671310d1733185a14870793775c,createTable tableName=application_action_event,"",,5.0.1,,,8446037746
1.35-decision-temporal-trends-postflight,intelligence-operative,db-changelog-1.35.xml,2026-01-15 04:00:43.52266,404,EXECUTED,9:88dd7d0ff0afee32b8e6c317ef3f0577,sql,Post-flight: Verify temporal decision trends view creation and validate data,,5.0.1,,,8446037746
1.69-004-02-index-behavioral_trend_score,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.53846,627,EXECUTED,9:85ad83600d86027e76edc5bfdef119ed,"createIndex indexName=idx_behavioral_trend_score, tableName=view_politician_behavioral_trends",Create index idx_behavioral_trend_score on view_politician_behavioral_trends for query optimization,,5.0.1,,,9264743943
ministry-2025111701-effectiveness-trends,intelligence-operative,db-changelog-1.31.xml,2026-01-15 04:00:43.239421,368,EXECUTED,9:427996676625f2b8dce8395553aa0b77,createView viewName=view_ministry_effectiveness_trends,"Ministry Effectiveness Trends View
        
        Intelligence Purpose:
        - Track ministry-level performance metrics over time
        - Monitor document production, legislative output, and staffing
        - Identify productive vs. underp...",,5.0.1,,,8446037746
1414872417007-44,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.503524,44,EXECUTED,9:0e9e417a0f56444002cbcd5958e1263e,createTable tableName=person_assignment_data,"",,5.0.1,,,8446037746
intops-2025111107-politician-risk-summary,intelligence-operative,db-changelog-1.29.xml,2026-01-15 04:00:42.978158,358,EXECUTED,9:d77a8fce731965ddc609c1104bcc0052,createView viewName=view_politician_risk_summary,"Politician Risk Summary View
        
        Intelligence Purpose:
        - Aggregate all risk indicators for each politician
        - Provide comprehensive risk score based on rule violations, attendance (absence rates), voting effectiveness (...",,5.0.1,,,8446037746
1414872417007-229,pether,db-changelog-1.1.xml,2026-01-15 04:00:41.136425,229,EXECUTED,9:02389fc7a55e20948a4b646d84108740,dropView viewName=view_riksdagen_politician; createView viewName=view_riksdagen_politician,"",,5.0.1,,,8446037746
1416258476613-216,pether (generated),db-changelog-1.1.xml,2026-01-15 04:00:41.024363,216,EXECUTED,9:824a2b5b89c1f8445fe03bce8a1ed4a3,"addForeignKeyConstraint baseTableName=document_status_container, constraintName=fk_iirofquegnrpnuonvnydf6wfb, referencedTableName=document_proposal_container","",,5.0.1,,,8446037746
1.55-create-q4-election-comparison-view,intelligence-operative,db-changelog-1.55.xml,2026-01-21 00:44:39.355271,493,EXECUTED,9:4411891d81db15a98164476b5c168c61,createView viewName=view_riksdagen_q4_election_year_comparison,"Create view_riksdagen_q4_election_year_comparison for Q4 pre-election activity analysis.
            Compares Q4 activity in election years vs non-election years to detect pre-election surge patterns.
            Supports predictive modeling of fu...",,5.0.1,,,8952677820
1414872417007-120,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.196952,120,EXECUTED,9:efc05607aaa1e96f1c09107d6f334c8e,"addPrimaryKey constraintName=person_container_element_pkey, tableName=person_container_element","",,5.0.1,,,8446037746
1.59-validation,intelligence-operative,db-changelog-1.59.xml,2026-01-21 00:44:39.593316,515,EXECUTED,9:1f152f338cd1176b82be6617ff7c31a1,sql,"Validate that all 3 election proximity views were created successfully
        with comprehensive temporal analysis and seasonal pattern detection.",,5.0.1,,,8952677820
1.55-intro,intelligence-operative,db-changelog-1.55.xml,2026-01-21 00:44:39.323403,490,EXECUTED,9:ae819f4af55b6727e7d064337c41a277,sql,v1.55 Seasonal Trend Analysis - Q4 Pre-Election Activity Patterns,,5.0.1,,,8952677820
1414872417007-30,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.375091,30,EXECUTED,9:5eb7cc4f4e5da72a6d201a157ba3fed5,createTable tableName=document_detail_data,"",,5.0.1,,,8446037746
create-election-year-vs-midterm-view-1.60-002,intelligence-operative,db-changelog-1.60.xml,2026-01-21 00:44:39.63079,519,EXECUTED,9:5d870fadc3c6d12033a166ff6c215dc8,createView viewName=view_riksdagen_election_year_vs_midterm,"Create view_riksdagen_election_year_vs_midterm for aggregate comparison 
        of election years vs midterm years.
        
        Purpose: Provide high-level comparison showing aggregate behavioral 
        differences between election years a...",,5.0.1,,,8952677820
2414872417007-328,pether (generated),db-changelog-1.24.xml,2026-01-15 04:00:42.306274,319,EXECUTED,9:6246b135264fb22f812528142c12222c,"addPrimaryKey constraintName=application_configuration_pkey, tableName=application_configuration","",,5.0.1,,,8446037746
1.63-verification,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.336514,577,EXECUTED,9:08bc907ca714b01b6b981cc5487f637c,sql,"Verification changeset: Confirms all 28 Priority 1 FK indexes were created successfully.
        
        This changeset validates that the indexes exist and provides statistics about
        the newly created indexes. It does not modify the datab...",,5.0.1,,,9264743943
1.59-document-seasonal-activity-patterns-view,intelligence-operative,db-changelog-1.59.xml,2026-01-21 00:44:39.58592,514,EXECUTED,9:da72424adcb1598d06e94c7ad780e140,sql,Add documentation for view_riksdagen_seasonal_activity_patterns,,5.0.1,,,8952677820
