person_id,first_name,last_name,party,status,born_year,career_start_date,career_end_date,first_activity_year,last_activity_year,total_career_days,total_career_years,age_at_career_start,age_at_career_end,election_cycles_active,total_votes_cast,total_assignments,is_currently_active,avg_votes_per_year,avg_assignments_per_year,career_continuity_score,longevity_category,activity_level,continuity_pattern,career_life_stage,retention_risk
065701062615,Runar,Filper,SD,Tjänstgörande riksdagsledamot,1964,2014-09-29,2026-09-28,2014,2026,4382,12.0,50,62,4,5119,29,t,426.7,2.42,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0503986647505,Aina,Westin,S,Tidigare riksdagsledamot,1927,1982-10-04,1991-09-30,1982,1991,3283,9.0,55,64,0,0,5,f,0.0,0.56,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0191486414825,Khashayar,Farmanbar,S,Tidigare statsråd,1976,2021-11-30,2022-10-18,2021,2022,322,0.9,45,46,0,0,2,f,0.0,2.27,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0887345842319,Gunilla,Tjernberg,KD,Tidigare riksdagsledamot,1950,1998-10-05,2010-10-04,1998,2010,4382,12.0,48,60,3,3143,13,f,262.0,1.08,75.0,ESTABLISHED_10_15,ACTIVE,MOSTLY_CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0154189076919,Tina,Ehn,MP,Tidigare riksdagsledamot,1960,2006-10-02,2014-09-29,2006,2014,2919,8.0,46,54,3,3059,8,f,382.8,1.00,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
037781229619,Staffan,Eklöf,SD,Tjänstgörande riksdagsledamot,1965,2018-09-24,2026-10-31,2018,2026,2959,8.1,53,61,3,3373,32,t,416.4,3.95,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0252067342313,Åsa,Lindestam,S,Tidigare riksdagsledamot,1956,2002-09-30,2022-09-26,2002,2022,7301,20.0,46,66,6,8743,77,f,437.4,3.85,100.0,VETERAN_20_PLUS,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
078822921217,Nalin,Pekgul,S,Tidigare riksdagsledamot,1967,1994-10-03,2002-09-30,1994,2002,2919,8.0,27,35,0,0,8,f,0.0,1.00,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0137849446315,Anna,Ekström,S,Tidigare utbildningsminister,1959,2016-09-13,2022-10-18,2016,2022,2226,6.1,57,63,0,0,10,f,0.0,1.64,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0296832736219,Reza,Khelili Dylami,M,Tidigare riksdagsledamot,1967,2006-10-06,2010-10-04,2006,2010,1459,4.0,39,43,2,1284,5,f,321.4,1.25,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0828672375390,Karl,Boo,C,Tidigare riksdagsledamot,1918,1976-10-04,1988-10-03,1976,1988,4382,12.0,58,70,0,0,4,f,0.0,0.33,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0701022001100,Torgny,Johansson,S,Tidigare ersättare,1943,2009-09-30,2009-11-27,2009,2009,58,0.2,66,66,1,37,2,f,233.0,12.59,100.0,NEWCOMER_UNDER_2,ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0472349361027,Kalle,Olsson,S,Tjänstgörande riksdagsledamot,1984,2014-09-29,2026-09-28,2014,2026,4382,12.0,30,42,4,4715,49,t,393.0,4.08,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0828001951212,Ingemar,Kihlström,KD,Tjänstgörande riksdagsledamot,1966,2018-09-24,2026-09-21,2018,2026,2919,8.0,52,60,3,3373,28,t,422.1,3.50,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0365696629917,Inge,Ståhlgren,S,Tidigare ersättare,1952,2020-10-02,2021-09-08,2020,2021,341,0.9,68,69,1,554,13,f,593.4,13.92,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0936723349517,Christer,Engelhardt,S,Tidigare riksdagsledamot,1969,2002-09-30,2015-03-25,2002,2015,4559,12.5,33,46,4,4803,16,f,384.8,1.28,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0751995030915,Olle,Schmidt,FP,Tidigare riksdagsledamot,1949,1991-09-30,2014-07-01,1991,2014,8310,22.8,42,65,0,0,8,f,0.0,0.35,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0227205756208,Lennart,Blom,M,Tidigare riksdagsledamot,1925,1979-10-01,1988-10-03,1979,1988,3290,9.0,54,63,0,0,9,f,0.0,1.00,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0209004049600,Kenneth,Attefors,NYD,Tidigare riksdagsledamot,1948,1991-09-30,1994-10-03,1991,1994,1099,3.0,43,46,0,0,2,f,0.0,0.66,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0456305921813,Hans,Olsson,S,Tidigare riksdagsledamot,1951,2006-10-02,2014-09-29,2006,2014,2919,8.0,55,63,3,3059,5,f,382.8,0.63,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0117613859601,Erling,Bager,FP,Tidigare riksdagsledamot,1946,1985-09-30,2006-10-02,1985,2006,7672,21.0,39,60,2,1859,15,f,88.5,0.71,33.3,VETERAN_20_PLUS,LOW_ACTIVITY,SPORADIC,RETIRED_MATURE,NOT_ACTIVE
0288808902002,Ivar,Nordberg,S,Tidigare riksdagsledamot,1933,1976-10-04,1990-06-30,1976,1990,5017,13.7,43,57,0,0,8,f,0.0,0.58,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0671571847522,Mattias,Eriksson Falk,SD,Tjänstgörande riksdagsledamot,1990,2022-09-26,2026-12-31,2022,2026,1557,4.3,32,36,2,1294,10,t,303.6,2.35,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0698785853314,Agneta,Ringman,S,Tidigare riksdagsledamot,1949,1994-10-03,2006-10-02,1994,2006,4382,12.0,45,57,2,1859,12,f,155.0,1.00,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
043972220518,Jasenko,Omanovic,S,Tidigare riksdagsledamot,1967,2006-10-02,2022-09-26,2006,2022,5838,16.0,39,55,5,6884,33,f,430.7,2.06,100.0,LONG_SERVICE_15_20,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0861389870904,Inga,Davidsson,"",Tidigare ersättare,1934,1983-03-01,1983-04-09,1983,1983,39,0.1,49,49,0,0,1,f,0.0,9.37,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0464639640213,Ola,Karlsson,M,Tidigare riksdagsledamot,1961,1993-10-06,2002-09-30,1993,2002,3281,9.0,32,41,0,0,13,f,0.0,1.45,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0526748040023,Ludvig,Aspling,SD,Tjänstgörande riksdagsledamot,1983,2018-09-24,2026-09-21,2018,2026,2919,8.0,35,43,3,3322,28,t,415.7,3.50,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0231363411995,Vivi,Niva,V,Tidigare ersättare,1919,1988-02-01,1991-09-29,1988,1991,1336,3.7,69,72,0,0,5,f,0.0,1.37,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0506541436524,Sanne,Lennström,S,Tjänstgörande riksdagsledamot,1988,2014-10-03,2027-03-23,2014,2027,4554,12.5,26,39,4,4526,31,t,363.0,2.49,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0880018341619,Thomas,Morell,SD,Tjänstgörande riksdagsledamot,1957,2018-09-24,2026-09-21,2018,2026,2919,8.0,61,69,3,3373,20,t,422.1,2.50,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,SENIOR_ACTIVE,LOW_RISK
0781357446917,Sven-Erik,Bucht,S,Tidigare riksdagsledamot,1954,2010-10-04,2019-01-30,2010,2019,3040,8.3,56,65,2,1775,15,f,213.3,1.80,66.7,MID_CAREER_5_10,ACTIVE,INTERMITTENT,RETIRED_SENIOR,NOT_ACTIVE
0639398547124,Bassem,Nasr,MP,Tidigare ersättare,1981,2022-11-07,2023-04-09,2022,2023,153,0.4,41,42,1,130,5,f,310.3,11.94,100.0,NEWCOMER_UNDER_2,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0538494048717,Jonas,Andersson,SD,Tidigare riksdagsledamot,1972,2018-09-24,2022-09-26,2018,2022,1463,4.0,46,50,2,2079,17,f,519.0,4.24,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0196024739401,Margareta B,Kjellin,M,Avliden  2017-02-14,1948,2006-10-02,2017-02-14,2006,2017,3788,10.4,58,69,3,3873,15,f,373.4,1.45,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
039102787629,Oliver,Rosengren,M,Tjänstgörande riksdagsledamot,1992,2022-09-26,2026-09-28,2022,2026,1463,4.0,30,34,2,1294,8,t,323.1,2.00,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EARLY_CAREER_ACTIVE,LOW_RISK
0807888102003,Nils-Olof,Gustafsson,S,Avliden  2012-01-02,1934,1979-10-01,1994-10-03,1979,1994,5481,15.0,45,60,0,0,8,f,0.0,0.53,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0628870165823,Emma,Hult,MP,Tidigare riksdagsledamot,1988,2014-09-29,2022-09-26,2014,2022,2919,8.0,26,34,3,3825,24,f,478.6,3.00,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
091283181490,Nils,Carlshamre,M,Tidigare riksdagsledamot,1921,1976-10-04,1988-10-03,1976,1988,4382,12.0,55,67,0,0,4,f,0.0,0.33,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
066769783310,Lotta,Olsson,M,Tidigare riksdagsledamot,1960,2010-10-04,2022-09-26,2010,2022,4375,12.0,50,62,4,5268,38,f,439.8,3.17,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
010643534813,Eric,Westroth,SD,Tjänstgörande riksdagsledamot,1971,2018-09-24,2026-10-13,2018,2026,2941,8.1,47,55,3,3373,25,t,418.9,3.10,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0695579897102,Ingvar,Eriksson,M,Tidigare riksdagsledamot,1936,1979-10-01,2002-09-30,1979,2002,8400,23.0,43,66,0,0,14,f,0.0,0.61,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0329931353706,Marit,Paulsen,L,Avliden  2022-07-25,1939,2009-07-14,2015-09-30,2009,2015,2269,6.2,70,76,0,0,1,f,0.0,0.16,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0968100864203,Ingemar,Eliasson,FP,Tidigare riksdagsledamot,1939,1982-10-04,1990-06-30,1982,1990,2826,7.7,43,51,0,0,3,f,0.0,0.39,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0823220795415,Elisabeth,Andersson,C,Tidigare ersättare,1961,1991-11-08,1993-12-17,1991,1993,770,2.1,30,32,0,0,5,f,0.0,2.37,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0241675049710,Otto,von Arnold,KD,Tidigare riksdagsledamot,1950,2007-01-01,2013-02-21,2007,2013,2243,6.1,57,63,2,1985,8,f,323.2,1.30,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0641486384014,Jan,Lindholm,MP,Tidigare riksdagsledamot,1951,1998-01-23,2018-09-24,1998,2018,7549,20.7,47,67,5,5739,32,f,277.7,1.55,83.3,VETERAN_20_PLUS,ACTIVE,MOSTLY_CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0327857385513,Kenneth,Johansson,C,Avliden  2021-07-31,1956,1996-01-29,2012-08-31,1996,2012,6059,16.6,40,56,3,3981,20,f,240.0,1.21,60.0,LONG_SERVICE_15_20,ACTIVE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0556854176401,Eva,Arvidsson,S,Tidigare riksdagsledamot,1948,1994-10-08,2006-10-02,1994,2006,4377,12.0,46,58,2,1859,14,f,155.1,1.17,50.0,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0308885293103,Maj-Britt,Wallhorn,KD,Tidigare riksdagsledamot,1926,1998-10-05,1999-10-15,1998,1999,375,1.0,72,73,0,0,2,f,0.0,1.95,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0564232053610,Mikael,Sandström,M,Tillgänglig ersättare,1967,2006-10-06,2014-09-29,2006,2014,2915,8.0,39,47,0,0,5,f,0.0,0.63,0.0,MID_CAREER_5_10,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
02658325625,Angelica,Lundberg,SD,Tjänstgörande riksdagsledamot,1981,2018-09-24,2026-09-21,2018,2026,2919,8.0,37,45,3,3373,26,t,422.1,3.25,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0522191574902,Per Olof,Håkansson,S,Tidigare riksdagsledamot,1941,1976-10-04,1998-10-05,1976,1998,8036,22.0,35,57,0,0,26,f,0.0,1.18,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
055257333723,Oscar,Sjöstedt,SD,Tjänstgörande riksdagsledamot,1981,2014-09-29,2026-10-13,2014,2026,4397,12.0,33,45,4,5119,27,t,425.2,2.24,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0397205342021,Johan,Britz,L,Arbetsmarknadsminister,1975,2025-06-28,2026-09-28,2025,2026,457,1.3,50,51,0,0,2,f,0.0,1.60,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0468956880528,Mikael,Eskilandersson,SD,Tjänstgörande riksdagsledamot,1977,2014-09-29,2026-09-21,2014,2026,4375,12.0,37,49,4,5119,26,t,427.4,2.17,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0340418158820,Daniel,Persson,SD,Tjänstgörande riksdagsledamot,1982,2022-09-26,2026-09-21,2022,2026,1456,4.0,40,44,2,1294,5,t,324.6,1.25,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0476457225115,Pär Axel,Sahlberg,S,Tidigare riksdagsledamot,1954,1994-10-03,2010-03-17,1994,2010,5644,15.5,40,56,2,1859,23,f,120.3,1.49,40.0,LONG_SERVICE_15_20,MODERATE,SPORADIC,RETIRED_MATURE,NOT_ACTIVE
0339894357417,Jennie,Nilsson,S,Tjänstgörande riksdagsledamot,1972,2006-10-02,2026-10-13,2006,2026,7316,20.0,34,54,6,6834,32,t,341.2,1.60,100.0,VETERAN_20_PLUS,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0472335069513,Eva,Bengtson,M,Tidigare riksdagsledamot,1951,2006-10-02,2023-03-22,2006,2023,6015,16.5,55,72,3,3059,14,f,185.8,0.85,60.0,LONG_SERVICE_15_20,MODERATE,INTERMITTENT,RETIRED_SENIOR,NOT_ACTIVE
0107123682905,Berndt,Sköldestig,S,Avliden  2006-04-13,1944,1996-03-23,2006-04-13,1996,2006,3673,10.1,52,62,2,1687,24,f,167.8,2.39,66.7,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0447050635303,Paul,Ciszuk,MP,Tidigare riksdagsledamot,1939,1988-10-04,1991-09-30,1988,1991,1091,3.0,49,52,0,0,4,f,0.0,1.34,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0272604986201,Claes-Göran,Brandin,S,Tidigare riksdagsledamot,1948,1994-10-03,2010-10-04,1994,2010,5845,16.0,46,62,3,3143,13,f,196.4,0.81,60.0,LONG_SERVICE_15_20,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0136268785826,Nima,Gholam Ali Pour,SD,Tjänstgörande riksdagsledamot,1981,2022-09-26,2026-09-21,2022,2026,1456,4.0,41,45,2,1294,3,t,324.6,0.75,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0903751303011,Catherine,Persson,S,Tidigare riksdagsledamot,1965,1996-01-01,2007-04-08,1996,2007,4115,11.3,31,42,2,2017,17,f,179.0,1.51,66.7,ESTABLISHED_10_15,MODERATE,INTERMITTENT,EXITED_EARLY,NOT_ACTIVE
0227802801605,Thomas,Hammarberg,S,Tidigare riksdagsledamot,1942,2018-09-24,2022-01-31,2018,2022,1225,3.4,76,80,2,1459,19,f,435.0,5.67,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,RETIRED_SENIOR,NOT_ACTIVE
0611350076611,Susanne,Nordström,M,Tjänstgörande talmansersättare,1963,2022-09-26,2026-10-31,2022,2026,1496,4.1,59,63,2,1294,9,t,315.9,2.20,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0366083752400,Göran,Engström,C,Tidigare riksdagsledamot,1945,1976-10-04,1991-09-30,1976,1991,5474,15.0,31,46,0,0,7,f,0.0,0.47,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0888530335200,Lars,Hjertén,M,Avliden  2025-11-08,1938,1982-10-04,2002-09-30,1982,2002,7301,20.0,44,64,0,0,21,f,0.0,1.05,0.0,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0201502585302,Anne,Wibble,FP,Tidigare riksdagsledamot,1943,1985-09-30,1997-12-01,1985,1997,4445,12.2,42,54,0,0,18,f,0.0,1.48,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0526129317828,Veronica,Lindholm,S,Tidigare riksdagsledamot,1984,2014-09-29,2018-09-24,2014,2018,1456,4.0,30,34,2,1746,3,f,438.0,0.75,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0149554070404,Birgitta,Gidblom,S,Tidigare riksdagsledamot,1946,1994-10-03,2004-12-31,1994,2004,3742,10.2,48,58,1,145,9,f,14.2,0.88,33.3,ESTABLISHED_10_15,MINIMAL,SPORADIC,RETIRED_MATURE,NOT_ACTIVE
0844105199517,Yvonne,Sandberg-Fries,S,Avliden  2020-12-20,1950,1982-10-04,1996-10-23,1982,1996,5133,14.1,32,46,0,0,26,f,0.0,1.85,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0901257862125,Hans,Linde,V,Tidigare riksdagsledamot,1979,2006-10-02,2017-06-07,2006,2017,3901,10.7,27,38,3,4191,38,f,392.4,3.56,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0358514648113,Marléne,Lund Kopparklint,M,Tjänstgörande riksdagsledamot,1973,2018-09-24,2026-09-28,2018,2026,2926,8.0,45,53,3,3373,23,t,421.0,2.87,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,LOW_RISK
0708639889502,Maud,Björnemalm,S,Avliden  2021-08-10,1936,1985-09-30,2002-12-31,1985,2002,6301,17.3,49,66,0,0,23,f,0.0,1.33,0.0,LONG_SERVICE_15_20,MINIMAL,IRREGULAR,RETIRED_SENIOR,NOT_ACTIVE
0235494367806,Ingegerd,Saarinen,MP,Tidigare riksdagsledamot,1947,1999-01-01,2010-12-31,1999,2010,4382,12.0,52,63,2,1859,13,f,155.0,1.08,66.7,ESTABLISHED_10_15,MODERATE,INTERMITTENT,RETIRED_MATURE,NOT_ACTIVE
0205667679007,Sten,Söderpalm-Berndes,M,Tidigare ersättare,1930,1988-05-04,1988-05-31,1988,1988,27,0.1,58,58,0,0,2,f,0.0,27.06,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0427321850912,Lars Mejern,Larsson,S,Tjänstgörande riksdagsledamot,1965,2005-02-01,2026-10-31,2005,2026,7942,21.7,40,61,7,8349,46,t,384.0,2.12,116.7,VETERAN_20_PLUS,VERY_ACTIVE,CONTINUOUS,MATURE_ACTIVE,HIGH_RETIREMENT_RISK
0825004049003,Göran,Persson,S,Tidigare riksdagsledamot,1949,1979-10-01,2007-04-30,1979,2007,10073,27.6,30,58,1,198,24,f,7.2,0.87,12.5,VETERAN_20_PLUS,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0965245623824,Nicklas,Attefjord,MP,Tillgänglig ersättare,1973,2021-02-09,2022-12-14,2021,2022,673,1.8,48,49,2,502,20,f,272.4,10.85,200.0,NEWCOMER_UNDER_2,ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0448155122323,Olof,Lavesson,M,Tidigare riksdagsledamot,1976,2006-10-02,2018-09-24,2006,2018,4375,12.0,30,42,4,4805,17,f,401.1,1.42,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0916608741910,Suzanne,Svensson,S,Tidigare riksdagsledamot,1958,2010-10-04,2022-05-15,2010,2022,4241,11.6,52,64,4,3763,17,f,324.1,1.46,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0623552243405,Kerstin,Warnerbring,C,Tidigare riksdagsledamot,1942,1994-10-03,1998-10-05,1994,1998,1463,4.0,52,56,0,0,3,f,0.0,0.75,0.0,JUNIOR_2_5,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0433787556201,Stig,Gustafsson,S,Tidigare riksdagsledamot,1931,1979-05-09,1991-09-30,1979,1991,4527,12.4,48,60,0,0,5,f,0.0,0.40,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0157062733618,Jonas,Eriksson,MP,Tidigare riksdagsledamot,1967,2010-10-04,2019-11-03,2010,2019,3317,9.1,43,52,3,3624,46,f,399.1,5.07,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0121939297619,Jamal,El-Haj,-,Tjänstgörande riksdagsledamot,1960,2016-06-15,2026-09-21,2016,2026,3750,10.3,56,66,4,4447,28,t,433.1,2.73,133.3,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,SENIOR_ACTIVE,LOW_RISK
0913965980315,Christina,Axelsson,S,Tidigare riksdagsledamot,1949,1995-01-10,2010-10-04,1995,2010,5746,15.7,46,61,3,3143,24,f,199.8,1.53,75.0,LONG_SERVICE_15_20,MODERATE,MOSTLY_CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
0223069839622,Robert,Hannah,L,Avgången riksdagsledamot,1985,2014-09-29,2025-02-18,2014,2025,3795,10.4,29,40,3,4405,37,f,424.0,3.56,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,EXITED_EARLY,NOT_ACTIVE
0123651227008,Inger,Gustavsson,FP,Tidigare ersättare,1940,1992-11-15,1992-12-14,1992,1992,29,0.1,52,52,0,0,2,f,0.0,25.19,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0911280492610,Peter,Lundgren,SD,Tidigare riksdagsledamot,1963,2014-07-01,2024-07-16,2014,2024,3668,10.0,51,61,0,0,3,f,0.0,0.30,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,RETIRED_MATURE,NOT_ACTIVE
0252641216303,Britt-Marie,Lindkvist,S,Tidigare riksdagsledamot,1941,1998-10-05,2006-10-16,1998,2006,2933,8.0,57,65,2,1859,17,f,231.5,2.12,66.7,MID_CAREER_5_10,ACTIVE,INTERMITTENT,RETIRED_SENIOR,NOT_ACTIVE
0338088431726,Sara,Gille,SD,Tjänstgörande riksdagsledamot,1981,2018-09-24,2026-10-31,2018,2026,2959,8.1,37,45,3,2557,38,t,315.6,4.69,100.0,MID_CAREER_5_10,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
037561614928,Lawen,Redar,S,Tjänstgörande riksdagsledamot,1989,2014-10-03,2026-09-28,2014,2026,4378,12.0,25,37,4,5119,31,t,427.1,2.59,100.0,ESTABLISHED_10_15,VERY_ACTIVE,CONTINUOUS,MID_CAREER_ACTIVE,LOW_RISK
0846171262302,Kjell,Eldensjö,KD,Tidigare riksdagsledamot,1941,1991-09-30,2010-10-04,1991,2010,6944,19.0,50,69,2,1186,16,f,62.4,0.84,40.0,LONG_SERVICE_15_20,LOW_ACTIVITY,SPORADIC,RETIRED_SENIOR,NOT_ACTIVE
0521274429611,Anders,Edholm,M,"",1973,2017-07-07,2017-10-12,2017,2017,97,0.3,44,44,0,0,1,f,0.0,3.77,0.0,NEWCOMER_UNDER_2,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0488980773927,Arba,Kokalari,M,Europaparlamentariker,1986,2019-07-02,2029-07-16,2019,2029,3667,10.0,33,43,0,0,2,f,0.0,0.20,0.0,ESTABLISHED_10_15,MINIMAL,IRREGULAR,EXITED_EARLY,NOT_ACTIVE
0853831481615,Lars,Thomsson,C,Tidigare riksdagsledamot,1964,2018-09-24,2022-09-27,2018,2022,1464,4.0,54,58,2,2079,22,f,518.7,5.49,100.0,JUNIOR_2_5,VERY_ACTIVE,CONTINUOUS,RETIRED_MATURE,NOT_ACTIVE
