id,committee_report_url_xml,created_date,document_format,document_status_url_xml,document_type,document_url_html,document_url_text,hit,kall_id,label,made_public_date,number_value,org,related_id,rm,status,sub_title,sub_type,system_date,temp_label,title,dokument_document_container__0,domain_org,database_source,origin,lang,summary,note,note_title,debate_name,document_name,doc_type
rdh9c220220609ou1,,2022-06-09 08:45:00,,,samtr,,,296,124094,"",2022-05-20 14:34:21,,"","",2021/22,"","",ou,2022-06-07 13:44:53,08:45-0,Öppen utfrågning om transportsektorns klimatmål,,rdwebb,kalender,CMS,sv,"<p>Trafikutskottet håller en öppen utfrågning om&nbsp;transportsektorns klimatmål.</p>
<p>Utfrågningen är öppen för allmänhet och media. Den sänds via riksdagens webb-tv.</p>
<p><strong>Tid:</strong> Klockan 8.45–12<br /><strong>Plats:</strong> Förstakammarsalen, ingång Riksplan</p>
<p><a href=""/sv/besok-riksdagen/hitta-till-riksdagen/"">Hitta till riksdagen</a></p>
<h3>Program</h3>
<p><strong>8.45–8.55&nbsp;Inledning:</strong> Trafikutskottets ordförande Jens Holm (V) och utskottets arbetsgrupp för uppföljning och utvärdering ordförande Anders Hansson (M)</p>
<p><strong>8.55–9.55 Infrastruktur, drivmedel och styrmedel</strong></p>
<ul>
<li>Är vi på rätt väg för att nå transportsektorns klimatmål?<br />Ola Alterå, kanslichef, Klimatpolitiska rådet</li>
<li>Statlig infrastrukturplanering och transportsektorns klimatmål<br />Sven Hunhammar, måldirektör miljö och hälsa, Trafikverket</li>
<li>Styrmedel för att nå transportsektorns klimatmål<br />Lennart Thörn, kvalificerad utredare, Trafikanalys</li>
<li>Hållbara förnybara drivmedel – utmaningar och möjligheter<br />Sara Sundberg, enhetschef avdelningen för förnybar energi och internationellt samarbete, Energimyndigheten</li>
<li>Hur påskyndar vi transportsektorns elektrifiering?<br />Anna Ullström, kanslichef Elektrifieringskommissionen</li>
<li>Hållbara godstransporter<br />Åsa Tysklind, kanslichef Nationella Godstransportrådet</li>
</ul>
<p><strong>9.55–10.20 Kaffepaus</strong></p>
<p><strong>10.20–11.00 Transportsektorn ställer om för klimatet</strong></p>
<ul>
<li>Svensk Sjöfart<br />Fredrik Larsson, ansvarig för miljö &amp; klimat</li>
<li>Tågföretagen<br />Gustaf Engstrand, näringspolitisk chef</li>
<li>2030-sekretariatet<br />Maria Stenström, ansvarig för mobilitet och beteendefrågor</li>
<li>Svensk Kollektivtrafik&nbsp;<br />Johan Wadman, VD</li>
<li>Sveriges Åkeriföretag<br />Fredrik Svensson, hållbarhetsansvarig</li>
<li>Transportföretagen<br />Fredrik Kämpfe, branschchef Flyg (luftfart)<br />Susanne Karlsson, bitr. avdelningschef samhällspolitik (drivmedel)</li>
<li>Mobility Sweden<br />Emmi Jozsa, chef för kommunikation och public affairs</li>
</ul>
<p><strong>11–11.55 Frågestund</strong></p>
<p><strong>11.55–12 Avslutning&nbsp;</strong>Trafikutskottets vice ordförande Anders Åkesson (C).</p>","<p>Trafikutskottet håller en öppen utfrågning om&nbsp;transportsektorns klimatmål.</p>
<p>Utfrågningen är öppen för allmänhet och media. Den sänds via riksdagens webb-tv.</p>
<p><strong>Tid:</strong> Klockan 8.45–12<br /><strong>Plats:</strong> Förstakammarsalen, ingång Riksplan</p>
<p><a href=""/sv/besok-riksdagen/hitta-till-riksdagen/"">Hitta till riksdagen</a></p>
<h3>Program</h3>
<p><strong>8.45–8.55&nbsp;Inledning:</strong> Trafikutskottets ordförande Jens Holm (V) och utskottets arbetsgrupp för uppföljning och utvärdering ordförande Anders Hansson (M)</p>
<p><strong>8.55–9.55 Infrastruktur, drivmedel och styrmedel</strong></p>
<ul>
<li>Är vi på rätt väg för att nå transportsektorns klimatmål?<br />Ola Alterå, kanslichef, Klimatpolitiska rådet</li>
<li>Statlig infrastrukturplanering och transportsektorns klimatmål<br />Sven Hunhammar, måldirektör miljö och hälsa, Trafikverket</li>
<li>Styrmedel för att nå transportsektorns klimatmål<br />Lennart Thörn, kvalificerad utredare, Trafikanalys</li>
<li>Hållbara förnybara drivmedel – utmaningar och möjligheter<br />Sara Sundberg, enhetschef avdelningen för förnybar energi och internationellt samarbete, Energimyndigheten</li>
<li>Hur påskyndar vi transportsektorns elektrifiering?<br />Anna Ullström, kanslichef Elektrifieringskommissionen</li>
<li>Hållbara godstransporter<br />Åsa Tysklind, kanslichef Nationella Godstransportrådet</li>
</ul>
<p><strong>9.55–10.20 Kaffepaus</strong></p>
<p><strong>10.20–11.00 Transportsektorn ställer om för klimatet</strong></p>
<ul>
<li>Svensk Sjöfart<br />Fredrik Larsson, ansvarig för miljö &amp; klimat</li>
<li>Tågföretagen<br />Gustaf Engstrand, näringspolitisk chef</li>
<li>2030-sekretariatet<br />Maria Stenström, ansvarig för mobilitet och beteendefrågor</li>
<li>Svensk Kollektivtrafik&nbsp;<br />Johan Wadman, VD</li>
<li>Sveriges Åkeriföretag<br />Fredrik Svensson, hållbarhetsansvarig</li>
<li>Transportföretagen<br />Fredrik Kämpfe, branschchef Flyg (luftfart)<br />Susanne Karlsson, bitr. avdelningschef samhällspolitik (drivmedel)</li>
<li>Mobility Sweden<br />Emmi Jozsa, chef för kommunikation och public affairs</li>
</ul>
<p><strong>11–11.55 Frågestund</strong></p>
<p><strong>11.55–12 Avslutning&nbsp;</strong>Trafikutskottets vice ordförande Anders Åkesson (C).</p>",Öppen utfrågning om transportsektorns klimatmål,Öppen utfrågning,Öppen utfrågning,sam-ou
h10n2d5c66,,2014-01-01,"",,eunbil,//data.riksdagen.se/dokument/H10N2D5C66.html,//data.riksdagen.se/dokument/H10N2D5C66.text,204,"",2D5C66,2014-01-01,0,"",H10L34,2013/14,ok,"","",2014-05-06 12:05:02,"","GAC, Kommenterad dagordning GAC 13 maj",,rdwebb,dokument,"","","Kommenterad dagordning
 rådet
 2014-05-05
 Statsrådsberedningen
 EU-kansliet
 Allmänna rådets möte den 13 maj
 Kommenterad dagordning
 Godkännande av dagordningen
 Lagstiftningsöverläggningar
 Godkännande av A-punktslistan
 Icke lagstiftande verksamhet
 Godkännande av A-punktslistan
 Resolutioner, synpunkter och beslut","Kommenterad dagordning
 rådet
 2014-05-05
 Statsrådsberedningen
 EU-kansliet
 Allmänna rådets möte den 13 maj
 Kommenterad dagordning
 Godkännande av dagordningen
 Lagstiftningsöverläggningar
 Godkännande av A-punktslistan
 Icke lagstiftande verksamhet
 Godkännande av A-punktslistan
 Resolutioner, synpunkter och beslut","GAC, Kommenterad dagordning GAC 13 maj",Bilaga till dokument från EU-nämnden,Bilaga till dokument från EU-nämnden,eunbil
gr12802,,2004-03-05,"",,frs,//data.riksdagen.se/dokument/GR12802.html,//data.riksdagen.se/dokument/GR12802.text,156,"",802,2004-03-05,802,"","",2003/04,"","","",2006-09-20 15:06:16,"",förebyggande åtgärder för att hindra sekters utbredning,,rdwebb,dokument,"","","den 5 mars  Svar på fråga 2003/04:802 om förebyggande åtgärder för att hindra sekters utbredning
 Kulturminister Marita Ulvskog
 Rigmor Stenmark har frågat vilka åtgärder statsrådet Andnor ämnar vidta för att inte manipulerande sekter ska få utbredning i vårt samhälle.
 Arbetet inom regeringen är så fördelat att det är","den 5 mars  Svar på fråga 2003/04:802 om förebyggande åtgärder för att hindra sekters utbredning
 Kulturminister Marita Ulvskog
 Rigmor Stenmark har frågat vilka åtgärder statsrådet Andnor ämnar vidta för att inte manipulerande sekter ska få utbredning i vårt samhälle.
 Arbetet inom regeringen är så fördelat att det är",förebyggande åtgärder för att hindra sekters utbredning,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
gz02t286,,2011-09-30,"",,mot,//data.riksdagen.se/dokument/GZ02T286.html,//data.riksdagen.se/dokument/GZ02T286.text,1140,{33F4B817-485A-457C-8969-46A2EE92621F},T286,2011-10-03 16:27:11,286,TU,"",2011/12,Ank T,av Josef Fransson (SD),Enskild motion,2011-11-17 15:19:24,SD135,Investeringar i E20,,rdwebb,dokument,"","","Motion till riksdagen
 2011/12:T286
 av Josef Fransson (SD)
 Investeringar i E20
 SD135
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om att bygga ut E20 till motorväg genom Skaraborg.
 Motivering
 Europaväg 20 är en starkt trafikerad väg mellan Sveriges två","Motion till riksdagen
 2011/12:T286
 av Josef Fransson (SD)
 Investeringar i E20
 SD135
 Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad som anförs i motionen om att bygga ut E20 till motorväg genom Skaraborg.
 Motivering
 Europaväg 20 är en starkt trafikerad väg mellan Sveriges två",Investeringar i E20,Motion,Motion,mot
gw06fpm83,,2009-02-24,"",,fpm,//data.riksdagen.se/dokument/GW06FPM83.html,//data.riksdagen.se/dokument/GW06FPM83.text,14,"",FPM83,2009-02-25 07:39:06,83,Socialdepartementet,"",2008/09,"",KOM (2008) 668 slutlig,"",2009-02-25 07:37:52,"",Nya regler kring förfalskade läkemedel,,rdwebb,dokument,"","","FPM20080983
 Regeringskansliet
 Faktapromemoria  2008/09:FPM83
 Nya regler kring förfalskade läkemedel
 Socialdepartementet
 2009-02-24
 Dokumentbeteckning
 KOM 2008 668 slutlig
 Förslag till Europaparlamentets och rådets direktiv om ändring av direktiv 2001/83/EG för att förhindra att läkmeeel som är förfalskade med avseende","FPM20080983
 Regeringskansliet
 Faktapromemoria  2008/09:FPM83
 Nya regler kring förfalskade läkemedel
 Socialdepartementet
 2009-02-24
 Dokumentbeteckning
 KOM 2008 668 slutlig
 Förslag till Europaparlamentets och rådets direktiv om ändring av direktiv 2001/83/EG för att förhindra att läkmeeel som är förfalskade med avseende",Nya regler kring förfalskade läkemedel,Fakta-pm om EU-förslag,Fakta-pm om EU-förslag,fpm
h610284,,2019-06-10,"",,ip,//data.riksdagen.se/dokument/H610284.html,//data.riksdagen.se/dokument/H610284.text,10,0c6c61b0-e14a-46af-93ca-d478e25cdf9d,284,2019-06-10,284,M,"",2018/19,Besvarad,Hans Rothenberg (M),"",2019-09-24 14:47:00,M,Momsbeläggning av sjukvårdstjänster,,rdwebb,dokument,Frips,sv,"Interpellation 2018/19:284 Momsbeläggning av sjukvårdstjänster
 av  Hans Rothenberg (M)
 till Finansminister Magdalena Andersson (S)
 Varken uthyrning av vårdpersonal eller den som själv hyr ut sina tjänster (konsult) till vårdgivare är momsbelagda enligt lag, och i mervärdesskattelagen är sjukvårdstjänster befriade från","Interpellation 2018/19:284 Momsbeläggning av sjukvårdstjänster
 av  Hans Rothenberg (M)
 till Finansminister Magdalena Andersson (S)
 Varken uthyrning av vårdpersonal eller den som själv hyr ut sina tjänster (konsult) till vårdgivare är momsbelagda enligt lag, och i mervärdesskattelagen är sjukvårdstjänster befriade från",Momsbeläggning av sjukvårdstjänster,Interpellationsdebatt,Interpellation,ip
h711896,,2020-02-06,"",,fr,//data.riksdagen.se/dokument/H711896.html,//data.riksdagen.se/dokument/H711896.text,175,287e301a-9112-4fdf-8149-ffe234bf30ff,896,2020-02-06,896,SD,"",2019/20,Besvarad,Tobias Andersson (SD),"",2020-02-12 11:34:06,SD,Svevia,,rdwebb,dokument,Frips,"","Fråga 2019/20:896 Svevia
 av  Tobias Andersson (SD)
 till Näringsminister Ibrahim Baylan (S)
 Nyligen presenterade företagarorganisationen Företagarna en kartläggning av det statliga bolaget Svevia AB. Svevia är ett av landets största bolag inom anläggning och både bygger och sköter om infrastruktur. Bolaget ska verka på","Fråga 2019/20:896 Svevia
 av  Tobias Andersson (SD)
 till Näringsminister Ibrahim Baylan (S)
 Nyligen presenterade företagarorganisationen Företagarna en kartläggning av det statliga bolaget Svevia AB. Svevia är ett av landets största bolag inom anläggning och både bygger och sköter om infrastruktur. Bolaget ska verka på",Svevia,Skriftlig fråga,Skriftlig fråga,fr
h4021862,,2016-10-04,"",,mot,//data.riksdagen.se/dokument/H4021862.html,//data.riksdagen.se/dokument/H4021862.text,1215,47b57d55-da88-4914-9598-0be047578562,1862,2016-10-04,1862,TU,"",2016/17,Klar,av Elisabeth Svantesson (M),Enskild motion,2017-07-12 12:26:43,M2175,Arbetspendling Örebro län,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2016/17:1862
 av Elisabeth Svantesson (M)
 Arbetspendling Örebro län
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att förbättra möjligheterna för arbetspendling till och från Örebro län, särskilt med syfte att stärka arbetspendlares möjligheter att arbeta","Motion till riksdagen
 2016/17:1862
 av Elisabeth Svantesson (M)
 Arbetspendling Örebro län
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att förbättra möjligheterna för arbetspendling till och från Örebro län, särskilt med syfte att stärka arbetspendlares möjligheter att arbeta",Arbetspendling Örebro län,Motion,Motion,mot
h612827,,2019-07-12,"",,frs,//data.riksdagen.se/dokument/H612827.html,//data.riksdagen.se/dokument/H612827.text,55,"",827,2019-07-12,827,"","",2018/19,Inkommen,Statsrådet Jennie Nilsson (S),"",2019-07-12 08:45:10,"",Införsel till Sverige av smittade levande djur,,rdwebb,dokument,Frips,"","Svar på fråga 2018/19:827 av Magnus Oscarsson (KD)
 Införsel till Sverige av smittade levande djur
 Magnus Oscarsson har frågat mig vilka åtgärder jag och regeringen avser vidta för att förhindra införseln till Sverige av levande djur som bär på smittor, exempelvis PRRS, paratuberkulos eller resistenta tarmbakterier.
 I","Svar på fråga 2018/19:827 av Magnus Oscarsson (KD)
 Införsel till Sverige av smittade levande djur
 Magnus Oscarsson har frågat mig vilka åtgärder jag och regeringen avser vidta för att förhindra införseln till Sverige av levande djur som bär på smittor, exempelvis PRRS, paratuberkulos eller resistenta tarmbakterier.
 I",Införsel till Sverige av smittade levande djur,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
sfs-2006-1052,,2006-06-30,"",,sfs,//data.riksdagen.se/dokument/sfs-2006-1052.html,//data.riksdagen.se/dokument/sfs-2006-1052.text,100,"",2006:1052,2025-10-17 04:37:19,1052,Riksbanken,"",2006,"","",sfst,2025-10-17 04:37:19,"",Tillkännagivande (2006:1052) av uppgift om Riksbankens referensränta,,rdwebb,dokument,"","","
Riksbanken ger till känna att Riksbankens referensränta för
perioden den 1 juli-31 december 2006 är 2,5","
Riksbanken ger till känna att Riksbankens referensränta för
perioden den 1 juli-31 december 2006 är 2,5",Tillkännagivande (2006:1052) av uppgift om Riksbankens referensränta,Svensk författningssamling,Svensk författningssamling,sfs
ha0262,,2022-11-14,"",,mot,//data.riksdagen.se/dokument/HA0262.html,//data.riksdagen.se/dokument/HA0262.text,15,6ca8c29d-08da-46f0-a1d8-f5a7a8243c6c,62,2022-11-14,62,JuU,"",2022/23,Klar,av Nima Gholam Ali Pour (SD),Enskild motion,2023-04-19 16:56:10,SD,Införande av möjlighet till brottsofferutsagor under huvudförhandlingar som gäller barnpornografibrott,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2022/23:62
 av Nima Gholam Ali Pour (SD)
 Införande av möjlighet till brottsofferutsagor under huvudförhandlingar som gäller barnpornografibrott
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att det bör införas möjlighet till brottsofferutsagor under huvudförhandlingar","Motion till riksdagen
 2022/23:62
 av Nima Gholam Ali Pour (SD)
 Införande av möjlighet till brottsofferutsagor under huvudförhandlingar som gäller barnpornografibrott
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att det bör införas möjlighet till brottsofferutsagor under huvudförhandlingar",Införande av möjlighet till brottsofferutsagor under huvudförhandlingar som gäller barnpornografibrott,Motion,Motion,mot
gu02ub270,,2006-10-26,"",,mot,//data.riksdagen.se/dokument/GU02Ub270.html,//data.riksdagen.se/dokument/GU02Ub270.text,1030,{6534D00F-6564-4077-B7C3-C22C6161A430},Ub270,2006-11-01 09:59:48,270,UbU,"",2006/07,Trycklov,av Lars Ohly m.fl. (v),Partimotion,2007-02-28 10:52:33,v752,Barnkultur,,rdwebb,dokument,"","","Motion till riksdagen
 2006/07:Ub270
 av Lars Ohly m.fl. (v)
 Barnkultur
 1	Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om att kravet på kommunerna att hålla kultur- och musikskolor förs in i skollagen.
 Riksdagen tillkännager för regeringen som sin mening vad","Motion till riksdagen
 2006/07:Ub270
 av Lars Ohly m.fl. (v)
 Barnkultur
 1	Förslag till riksdagsbeslut
 Riksdagen tillkännager för regeringen som sin mening vad i motionen anförs om att kravet på kommunerna att hålla kultur- och musikskolor förs in i skollagen.
 Riksdagen tillkännager för regeringen som sin mening vad",Barnkultur,Motion,Motion,mot
gt121075,,2006-03-08,"",,frs,//data.riksdagen.se/dokument/GT121075.html,//data.riksdagen.se/dokument/GT121075.text,72,"",1075,2006-03-08,1075,"","",2005/06,"",Thomas Bodström,"",2026-01-12 11:23:07,"",åtgärder mot fotbollsvåldet,,rdwebb,dokument,"","","den 8  mars  Svar  på fråga 2005/06:1075 om åtgärder mot fotbollsvåldet
 Justitieminister  Thomas Bodström
 Luciano Astudillo har frågat mig vilka ytterligare  åtgärder jag avser att initiera för att bekämpa läktarvåldet. Han har ställt  sin fråga mot bakgrund av en rapport från Svenska fotbollförbundets  antivåldsgrupp","den 8  mars  Svar  på fråga 2005/06:1075 om åtgärder mot fotbollsvåldet
 Justitieminister  Thomas Bodström
 Luciano Astudillo har frågat mig vilka ytterligare  åtgärder jag avser att initiera för att bekämpa läktarvåldet. Han har ställt  sin fråga mot bakgrund av en rapport från Svenska fotbollförbundets  antivåldsgrupp",åtgärder mot fotbollsvåldet,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
gu06fpm40,,2007-02-05,"",,fpm,//data.riksdagen.se/dokument/GU06FPM40.html,//data.riksdagen.se/dokument/GU06FPM40.text,7,"",FPM40,2007-02-05 10:06:02,40,Fi-dep,"",2006/07,"",KOM (2006) 742,"",2007-02-12 15:24:28,"",Meddelande om beskattning av privatflygets bränsle,,rdwebb,dokument,"","","Regeringskansliet
 Faktapromemoria  2006/07:FPM40
 Meddelande om beskattning av privatflygets bränsle
 Finansdepartementet
 2007-02-04
 Dokumentbeteckning
 KOM 2006 742
 Meddelande från kommissionen till rådet anligt artikel 19.1 i rådets direktiv 2003/96/EG privat nöjesflyg Sammanfattning
 Huvudregeln i energiskattedirektivet","Regeringskansliet
 Faktapromemoria  2006/07:FPM40
 Meddelande om beskattning av privatflygets bränsle
 Finansdepartementet
 2007-02-04
 Dokumentbeteckning
 KOM 2006 742
 Meddelande från kommissionen till rådet anligt artikel 19.1 i rådets direktiv 2003/96/EG privat nöjesflyg Sammanfattning
 Huvudregeln i energiskattedirektivet",Meddelande om beskattning av privatflygets bränsle,Fakta-pm om EU-förslag,Fakta-pm om EU-förslag,fpm
h9022523,,2021-10-01,"",,mot,//data.riksdagen.se/dokument/H9022523.html,//data.riksdagen.se/dokument/H9022523.text,2297,5041bb71-7c58-4e86-ae7f-96c31e65ed78,2523,2021-10-01,2523,UbU,"",2021/22,Klar,av Alexandra Anstrell (M),Enskild motion,2022-12-06 12:28:02,1977,En bättre socionomutbildning,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2021/22:2523
 av Alexandra Anstrell (M)
 En bättre socionomutbildning
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att krav ska ställas för examina att socionomutbildningen moderniseras och tillkännager detta för regeringen.
 Motivering
 Socionomprogrammet","Motion till riksdagen
 2021/22:2523
 av Alexandra Anstrell (M)
 En bättre socionomutbildning
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att krav ska ställas för examina att socionomutbildningen moderniseras och tillkännager detta för regeringen.
 Motivering
 Socionomprogrammet",En bättre socionomutbildning,Motion,Motion,mot
h911823,,2022-01-19,"",,fr,//data.riksdagen.se/dokument/H911823.html,//data.riksdagen.se/dokument/H911823.text,120,488b883e-639e-4079-b327-851b954138f5,823,2022-01-19,823,M,"",2021/22,Besvarad,Betty Malmberg (M),"",2022-01-26 11:52:57,M,Översyn av regler för arv som går till Allmänna arvsfonden,,rdwebb,dokument,Frips,"","Fråga 2021/22:823 Översyn av regler för arv som går till Allmänna arvsfonden
 av  Betty Malmberg (M)
 till Justitie- och inrikesminister Morgan Johansson (S)
 I en debattartikel publicerad i Svenska Dagbladet den 27 december 2021 informerar advokat Thorulf Arwidson om de mycket höga beviskrav som i dag ställs då Kammarkollegiet","Fråga 2021/22:823 Översyn av regler för arv som går till Allmänna arvsfonden
 av  Betty Malmberg (M)
 till Justitie- och inrikesminister Morgan Johansson (S)
 I en debattartikel publicerad i Svenska Dagbladet den 27 december 2021 informerar advokat Thorulf Arwidson om de mycket höga beviskrav som i dag ställs då Kammarkollegiet",Översyn av regler för arv som går till Allmänna arvsfonden,Skriftlig fråga,Skriftlig fråga,fr
rdhcc120250219ap,,2025-02-19 09:00:00,,,kammakt,,,161,07d8ee66-5de5-48c7-be15-717fdcaae1db,"",2025-02-19,,"","",2024/25,inträffat,"",ap,2025-08-18 11:34:03,09:00:00-1,Arbetsplenum,,rdwebb,kalender,Safir,sv,"
				Riksdagen debatterar utskottens förslag. 
				
				","
				Riksdagen debatterar utskottens förslag. 
				
				",Arbetsplenum,Debatt om förslag,Arbetsplenum,kam-ap
gv11446,,2007-12-11,"",,fr,//data.riksdagen.se/dokument/GV11446.html,//data.riksdagen.se/dokument/GV11446.text,24,"",446,2007-12-11,446,m,"",2007/08,korrekturläst,"Bouveng, Helena (m)","",2009-03-31 14:07:33,m,Kommunalekonomisk utjämning,,rdwebb,dokument,"","","den 11 december
 Fråga  2007/08:446 Kommunalekonomisk utjämning
 av  Helena  Bouveng (m)
 till  statsrådet Mats Odell (kd)
 Syftet  med nuvarande utjämningssystem är att skapa likvärdiga ekonomiska  förutsättningar för landets alla kommuner.
 Ulf  Wetterberg har haft i uppdrag att löpande följa upp det system för  kommunalekonomisk","den 11 december
 Fråga  2007/08:446 Kommunalekonomisk utjämning
 av  Helena  Bouveng (m)
 till  statsrådet Mats Odell (kd)
 Syftet  med nuvarande utjämningssystem är att skapa likvärdiga ekonomiska  förutsättningar för landets alla kommuner.
 Ulf  Wetterberg har haft i uppdrag att löpande följa upp det system för  kommunalekonomisk",Kommunalekonomisk utjämning,Skriftlig fråga,Skriftlig fråga,fr
h8113613,,2021-09-06,"",,fr,//data.riksdagen.se/dokument/H8113613.html,//data.riksdagen.se/dokument/H8113613.text,22,b3eda8c2-99c3-4f3d-b012-2d616c6393c3,3613,2021-09-06,3613,SD,"",2020/21,Besvarad,Björn Söder (SD),"",2021-09-15 08:22:16,SD,OSSE-stöd till Kazakstan mot terrorism,,rdwebb,dokument,Frips,"","Fråga 2020/21:3613 OSSE-stöd till Kazakstan mot terrorism
 av  Björn Söder (SD)
 till Utrikesminister Ann Linde (S)
 Den kazakstanska nyhetssajten Tengrinews.kz rapporterar att antalet terrorism- och extremismrelaterade brott ökade i Kazakstan med nästan 20 procent under januari–juni 2021. Totalt registrerades 139 terrorism-","Fråga 2020/21:3613 OSSE-stöd till Kazakstan mot terrorism
 av  Björn Söder (SD)
 till Utrikesminister Ann Linde (S)
 Den kazakstanska nyhetssajten Tengrinews.kz rapporterar att antalet terrorism- och extremismrelaterade brott ökade i Kazakstan med nästan 20 procent under januari–juni 2021. Totalt registrerades 139 terrorism-",OSSE-stöd till Kazakstan mot terrorism,Skriftlig fråga,Skriftlig fråga,fr
h00wrfr2,,2012-10-17,"",,rfr,//data.riksdagen.se/dokument/H00WRFR2.html,//data.riksdagen.se/dokument/H00WRFR2.text,110,"",RFR2,2013-07-01 11:23:05,2,FiU,"",2012/13,hämtad,"","",2013-07-01 11:23:05,"","Utfrågningsprotokoll: EU, euron och krisen",,rdwebb,dokument,"","","Utfrågningsprotokoll EU, euron och krisen
 ISSN  1653-0942
 ISBN  978-91-86673-92-5
 Riksdagstryckeriet, Stockholm, 2012
 2012/13:RFR2
 Innehållsförteckning  Innehållsförteckning.3  Program.4  EU, euron och krisen.5  Bilder, Lars Calmfors.38  Bilder, Lars Jonung 44  Bilder, Karolina Ekholm 54  3
 2012/13:RFR2
 Program
","Utfrågningsprotokoll EU, euron och krisen
 ISSN  1653-0942
 ISBN  978-91-86673-92-5
 Riksdagstryckeriet, Stockholm, 2012
 2012/13:RFR2
 Innehållsförteckning  Innehållsförteckning.3  Program.4  EU, euron och krisen.5  Bilder, Lars Calmfors.38  Bilder, Lars Jonung 44  Bilder, Karolina Ekholm 54  3
 2012/13:RFR2
 Program
","Utfrågningsprotokoll: EU, euron och krisen",Rapport från riksdagen,Rapport från riksdagen,rfr
gz02u205,,2011-09-13,"",,mot,//data.riksdagen.se/dokument/GZ02U205.html,//data.riksdagen.se/dokument/GZ02U205.text,24,{066BCC72-5CF0-4383-86B9-E0B9D67D66A3},U205,2011-09-26 14:48:39,205,UU,"",2011/12,Ank T,av Hans Linde m.fl. (V),Kommittémotion,2011-11-07 10:52:41,V289,Ett fritt demokratiskt Irak,,rdwebb,dokument,"","","Motion till riksdagen
 2011/12:U205
 av Hans Linde m.fl. (V)
 Ett fritt demokratiskt Irak
 V289
 1	Innehållsförteckning
 2	Förslag till riksdagsbeslut	2
 3	Inledning	3
 4	USA:s militära närvaro i Irak	4
 4.1	USA:s krigsbrott måste utredas	5
 5	Irak idag	6
 5.1	Säkerhetsläget	7
 5.2	Korruption	7
 5.3	Tortyr	8
 5.4	Fackliga","Motion till riksdagen
 2011/12:U205
 av Hans Linde m.fl. (V)
 Ett fritt demokratiskt Irak
 V289
 1	Innehållsförteckning
 2	Förslag till riksdagsbeslut	2
 3	Inledning	3
 4	USA:s militära närvaro i Irak	4
 4.1	USA:s krigsbrott måste utredas	5
 5	Irak idag	6
 5.1	Säkerhetsläget	7
 5.2	Korruption	7
 5.3	Tortyr	8
 5.4	Fackliga",Ett fritt demokratiskt Irak,Motion,Motion,mot
go02bo308,,2000-10-05,"",,mot,//data.riksdagen.se/dokument/GO02Bo308.html,//data.riksdagen.se/dokument/GO02Bo308.text,273,{34B6CDE1-A040-11D4-8008-0040CA167D09},Bo308,2000-10-05,308,BoU,"",2000/01,"",av Margareta Viklund (kd),Enskild motion,2005-11-03 17:49:55,kd766,Den regionala samhällsorganisationen,,rdwebb,dokument,webbnav,"","Motion till riksdagen
 2000/01:Bo308
 av Viklund, Margareta (kd)
 Den regionala samhällsorganisationen
 Förslag till riksdagsbeslut
 1. Riksdagen tillkännager för regeringen som sin mening vad i motionen
 anförs om att det nuvarande försöket med utökat regionalt självstyre bör
 permanentas.
 2. Riksdagen tillkännager för","Motion till riksdagen
 2000/01:Bo308
 av Viklund, Margareta (kd)
 Den regionala samhällsorganisationen
 Förslag till riksdagsbeslut
 1. Riksdagen tillkännager för regeringen som sin mening vad i motionen
 anförs om att det nuvarande försöket med utökat regionalt självstyre bör
 permanentas.
 2. Riksdagen tillkännager för",Den regionala samhällsorganisationen,Motion,Motion,mot
