hjid,assignment_type,detail,from_date,intressent_id,order_number,org_code,role_code,status,to_date,assignment_list_person_assig_0
54016,uppdrag,Försvarsutskottet,2025-03-14,0930305890123,9,FöU,Suppleant,"",2025-04-02,54008
20183,Riksdagsorgan,Krigsdelegationen,1998-10-20,0937012299307,0,KD,Ledamot,"",2001-02-28,20170
52059,uppdrag,Utrikesutskottet,1995-01-16,0888530335200,0,UU,Ledamot,"",1998-10-04,52046
29496,uppdrag,Trafikutskottet,2018-10-02,0843345349823,17,TU,Ledamot,"",2019-02-12,29471
7035,uppdrag,Finansutskottet,1995-10-11,0962700307214,0,FiU,Suppleant,"",1998-10-04,7031
50492,uppdrag,Sammansatta utrikes- och försvarsutskottet,2022-10-20,0473783431010,4,UFöU,Suppleant,"",2022-12-21,50454
30543,uppdrag,Sammansatta utrikes- och försvarsutskottet,2010-11-23,0671241874717,5,UFöU,Suppleant,"",2010-12-15,30513
39052,uppdrag,Socialutskottet,2020-03-18,0880018341619,297,SoU,Suppleant,"",2022-09-26,39037
34331,uppdrag,Sammansatta utrikes- och försvarsutskottet,2010-11-23,0891971250317,4,UFöU,Vice ordförande,"",2010-12-15,34303
10692,uppdrag,Arbetsmarknadsutskottet,1988-10-11,0725936371809,0,AU,Ledamot,"",1991-09-29,10684
1491,uppdrag,Utbildningsutskottet,1998-10-13,0512424416400,0,UbU,Ledamot,"",2002-09-30,1476
3434,uppdrag,Näringsutskottet,2010-10-12,0124035957411,17,NU,Ledamot,"",2014-09-29,3430
20616,Riksdagsorgan,Riksrevisionens styrelse,2003-03-12,0161597857912,0,RRS,Suppleant,"",2006-10-16,20563
25053,Europaparlamentet,Europaparlamentet,2004-07-20,0954072997110,16,EP,Ledamot,"",2009-07-14,25049
21463,uppdrag,Civilutskottet,2006-10-10,0365797008114,15,CU,Suppleant,"",2010-10-04,21450
30533,uppdrag,Arbetsmarknadsutskottet,2018-10-02,0671241874717,9,AU,Suppleant,"",2019-05-10,30513
22622,uppdrag,Trafikutskottet,2010-11-04,0975579292417,19,TU,Suppleant,"",2011-05-03,22609
6064,uppdrag,Konstitutionsutskottet,2006-10-10,0597298079716,6,KU,Ledamot,"",2010-10-04,6062
39361,uppdrag,Finansutskottet,2020-03-18,0719332223713,97,FiU,Suppleant,"",2022-09-26,39348
3003,uppdrag,Finansutskottet,1988-10-11,0980725315516,0,FiU,Suppleant,"",1990-06-13,2981
44599,kammaruppdrag,"",2006-10-02,0940980416614,339,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,44592
26101,uppdrag,Socialförsäkringsutskottet,2017-04-01,0150027900515,0,SfU,Extra suppleant,"",2017-08-31,26095
52525,uppdrag,Konstitutionsutskottet,2020-03-18,0932000030511,79,KU,Suppleant,"",2020-09-03,52507
2867,kammaruppdrag,"",1998-10-05,0875425244515,165,kam,Riksdagsledamot,Tjänstgörande,2002-09-30,2864
45670,kammaruppdrag,"",2018-09-24,0333193598116,247,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,45667
31421,uppdrag,Utbildningsutskottet,2020-03-18,0334816698724,301,UbU,Suppleant,"",2022-01-10,31402
17140,uppdrag,Finansutskottet,1988-10-03,0201502585302,0,FiU,Vice ordförande,"",1991-09-29,17131
20070,kammaruppdrag,"",2006-10-02,0851966755011,237,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,20067
43070,uppdrag,Utbildningsutskottet,2020-03-18,025158809026,227,UbU,Suppleant,"",2022-09-26,43050
16711,kammaruppdrag,"",1986-03-03,0911372158609,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,16705
6128,Riksdagsorgan,Krigsdelegationen,2002-10-15,0600928907216,0,KD,Ledamot,"",2006-10-16,6072
6405,uppdrag,Trafikutskottet,1991-10-08,0286118205611,0,TU,Ledamot,"",1994-10-02,6397
49075,uppdrag,Civilutskottet,2020-03-18,0407081382317,139,CU,Suppleant,"",2021-11-30,49064
7441,uppdrag,Försvarsutskottet,1998-10-13,0838210948212,0,FöU,Ordförande,"",2002-09-30,7437
32471,uppdrag,Sammansatta utrikes- och försvarsutskottet,2006-05-18,0205071690103,0,UFöU,Suppleant,"",2006-06-14,32463
3064,uppdrag,Justitieutskottet,1985-09-30,0815435847817,0,JuU,Ledamot,"",1986-10-07,3043
7225,uppdrag,Miljö- och jordbruksutskottet,1985-09-30,0982209946601,0,MJU,Ledamot,"",1988-10-02,7208
27671,kammaruppdrag,"",1994-10-08,0262017901513,21,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,27661
52274,uppdrag,Kulturutskottet,2020-03-18,0594680769027,149,KrU,Suppleant,"",2022-09-26,52265
25594,uppdrag,Miljö- och jordbruksutskottet,2017-01-10,0759167494321,1,MJU,Suppleant,"",2018-05-24,25591
23146,uppdrag,Socialförsäkringsutskottet,1998-10-13,0515990253512,0,SfU,Suppleant,"",2002-09-30,23129
18590,uppdrag,Socialförsäkringsutskottet,2013-01-23,0542573140300,19,SfU,Suppleant,"",2014-09-29,18584
48437,partiuppdrag,Socialdemokraterna,2008-06-03,0714307225418,0,S,Gruppledare,"",2010-10-04,48435
5402,uppdrag,Sammansatta justitie- och socialutskottet,2006-02-09,0499497337518,0,JuSoU,Deputerad,"",2006-04-26,5399
49357,kammaruppdrag,Mona Sahlin,1995-10-10,0744993950910,8,kam,Ersättare,Ersättare,1995-12-31,49329
10230,kammaruppdrag,"",1976-10-04,0827765373607,0,kam,Riksdagsledamot,Tjänstgörande,1979-10-01,10226
14366,uppdrag,Finansutskottet,2002-10-15,0333961113904,0,FiU,Suppleant,"",2006-10-02,14364
2671,kammaruppdrag,"",2002-09-30,0992604658114,217,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,2669
15136,uppdrag,Skatteutskottet,2000-10-18,0375671185701,0,SkU,Suppleant,"",2001-09-18,15130
9428,kammaruppdrag,"",2010-10-04,0627371646324,165,kam,Riksdagsledamot,Tjänstgörande,2012-09-01,9427
1080413,Riksdagsorgan,Ledamotsrådet,2015-03-25,0564126739422,2,LR,Ersättare,"",2017-03-22,36020
3254,kammaruppdrag,"",2007-11-05,0241675049710,222,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,3252
38838,uppdrag,Miljö- och jordbruksutskottet,2020-03-18,0557180142229,266,MJU,Suppleant,"",2022-09-26,38826
12763,uppdrag,Näringsutskottet,1991-10-08,0283299919701,0,NU,Ledamot,"",1994-10-02,12754
24997,kammaruppdrag,Andreas Carlson,2020-01-16,0989755177525,254,kam,Ersättare,Ersättare,2020-03-18,24996
35763,Riksdagsorgan,Riksdagsstyrelsen,2017-10-13,0956595590924,7,RS,Ledamot,"",2018-10-02,35711
3502,uppdrag,Skatteutskottet,1998-10-13,0681085425612,0,SkU,Ledamot,"",2002-09-30,3495
20997,uppdrag,Justitieutskottet,1989-03-17,0144653147601,0,JuU,Suppleant,"",1990-05-03,20989
49463,kammaruppdrag,"",2018-09-24,0776705932527,326,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,49461
28615,Riksdagsorgan,Styrelsen för Stiftelsen Riksbankens Jubileumsfond,2012-11-01,0460690753617,4,RJ,Personlig suppleant,"",2016-10-31,28581
21668,kammaruppdrag,"",2002-10-01,0482927154110,151,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,21661
30256,uppdrag,Socialförsäkringsutskottet,2020-03-18,0204494765606,93,SfU,Suppleant,"",2022-09-26,30245
50195,uppdrag,Näringsutskottet,2020-03-18,0418929039326,203,NU,Suppleant,"",2022-09-26,50178
28856,uppdrag,Sammansatta utrikes- och försvarsutskottet,2018-05-15,0446541913415,14,UFöU,Deputerad,"",2018-06-14,28817
7955,uppdrag,Sammansatta konstitutions- och utrikesutskottet,2003-02-18,0546982180011,0,KUU,Deputerad,"",2003-10-15,7947
15275,kammaruppdrag,"",1991-09-30,0522191574902,174,kam,Riksdagsledamot,Tjänstgörande,1994-10-03,15271
43597,uppdrag,EU-nämnden,2020-03-18,0304498908019,317,EUN,Suppleant,"",2022-10-04,43570
25336,Riksdagsorgan,Riksbanksfullmäktige,2017-01-11,046426524512,6,RB,Ledamot,"",2018-10-09,25330
5271,Departement,Socialdepartementet,2002-09-30,0332067570917,0,S,Statsråd,"",2004-09-13,5269
38850,Riksdagsorgan,Valprövningsnämnden,2023-03-23,0557180142229,1,VPN,Ledamot,"",2027-03-23,38826
52867,uppdrag,Kulturutskottet,2016-05-25,0198917587520,28,KrU,Suppleant,"",2018-03-23,52838
29916,Riksdagsorgan,Systembolaget AB,2016-03-16,072019517020,3,Systembolaget,Revisorssuppleant,"",2019-02-14,29915
17002,Riksdagsorgan,Krigsdelegationen,1994-10-18,0567842515701,0,KD,Ledamot,"",1998-10-05,16981
32204,uppdrag,Justitieutskottet,2020-03-18,0322827326923,106,JuU,Suppleant,"",2022-09-26,32199
22100,Riksdagsorgan,Ledamotsrådet,2018-12-12,0737073162411,7,LR,Ledamot,"",2019-03-27,22070
3644,uppdrag,Socialutskottet,1998-10-20,0468775142013,0,SoU,Suppleant,"",2002-09-30,3631
48466,Riksdagsorgan,Riksdagsstyrelsen,2008-06-05,0714307225418,1,RS,Ledamot,"",2010-10-12,48435
22736,uppdrag,Utbildningsutskottet,2002-10-08,0784309503313,0,UbU,Suppleant,"",2006-10-02,22723
13416,Riksdagsorgan,Valberedningen,2002-09-30,0388920259006,0,VB,Suppleant,"",2006-10-02,13390
51062,uppdrag,Försvarsutskottet,2023-11-28,0331791853028,18,FöU,Suppleant,"",2026-09-28,51058
52795,uppdrag,Näringsutskottet,2020-03-18,0105632258713,92,NU,Suppleant,"",2022-09-26,52779
45388,uppdrag,Justitieutskottet,2022-10-20,0922497728524,2,JuU,Vice ordförande,"",2024-10-03,45367
10943,uppdrag,Trafikutskottet,1993-02-16,0870877750104,0,TU,Ordförande,"",1994-10-02,10936
20343,uppdrag,Arbetsmarknadsutskottet,2002-10-08,0155044813008,0,AU,Suppleant,"",2003-11-23,20336
18218,uppdrag,Näringsutskottet,1998-10-13,0789353702707,0,NU,Ledamot,"",2001-02-18,18212
27892,kammaruppdrag,"",2022-05-07,0679228585116,48,kam,Riksdagsledamot,Tjänstgörande,2022-09-26,27891
14884,uppdrag,EU-nämnden,1995-01-01,0532121969806,0,EUN,Ledamot,"",1998-10-05,14868
11597,kammaruppdrag,"",1982-10-04,0213468747208,0,kam,Riksdagsledamot,Tjänstgörande,1985-09-30,11590
7722,uppdrag,Sammansatta utrikes- och försvarsutskottet,2002-05-31,0864542495614,0,UFöU,Deputerad,"",2002-06-12,7702
24149,kammaruppdrag,Eva-Lena Gustavsson 2017-08-02 - 2018-01-21  Föräldraledighet,2017-08-02,0750727320521,132,kam,Riksdagsledamot,Ledig,2018-01-21,24147
17819,Departement,Försvarsdepartementet,1991-10-04,037063714405,0,Fö,Försvarsminister,"",1994-10-03,17818
38539,kammaruppdrag,Christina Berlin 2004-08-20 - 2004-09-26,2004-08-20,0477013214601,58,kam,Riksdagsledamot,Ledig,2004-09-26,38532
22475,kammaruppdrag,"",2014-09-29,0658668232410,6,kam,Riksdagsledamot,Tjänstgörande,2015-08-27,22474
51894,uppdrag,Justitieutskottet,2020-03-18,0825441263617,234,JuU,Suppleant,"",2022-09-26,51882
5411,uppdrag,Socialutskottet,2010-10-12,0777657837318,15,SoU,Ledamot,"",2014-09-29,5407
52679,uppdrag,Sammansatta utrikes- och försvarsutskottet,2005-11-22,0607691439013,0,UFöU,Deputerad,"",2005-12-07,52613
46329,uppdrag,Miljö- och jordbruksutskottet,2023-04-18,0671571847522,9,MJU,Ledamot,"",2026-09-28,46327
29490,uppdrag,Socialutskottet,2020-03-18,0843345349823,55,SoU,Suppleant,"",2022-09-26,29471
18310,uppdrag,Trafikutskottet,2006-10-24,0319703582208,0,TU,Suppleant,"",2008-10-03,18305
10576,uppdrag,Arbetsmarknadsutskottet,1991-10-15,0853366412307,0,AU,Suppleant,"",1992-03-11,10565
35732,uppdrag,Kulturutskottet,2020-03-18,0956595590924,39,KrU,Suppleant,"",2022-09-26,35711
8626,uppdrag,Sammansatta utrikes- och försvarsutskottet,2002-01-17,0549025722425,0,UFöU,Deputerad,"",2002-01-18,8622
20016,uppdrag,Justitieutskottet,1993-11-18,0500493436208,0,JuU,Suppleant,"",1994-01-26,20004
40341,kammaruppdrag,"",2010-10-04,0369028728526,318,kam,Riksdagsledamot,Tjänstgörande,2014-09-29,40339
20163,Riksdagsorgan,Riksdagens överklagandenämnd,2006-10-17,0780836041816,1,ÖN,Suppleant,"",2010-10-04,20138
20077,uppdrag,Miljö- och jordbruksutskottet,2002-10-08,0851966755011,0,MJU,Suppleant,"",2006-10-02,20067
53934,uppdrag,Försvarsutskottet,2018-10-02,0227531635413,2,FöU,Suppleant,"",2019-12-16,53912
52209,uppdrag,Miljö- och jordbruksutskottet,2023-04-10,0663840649717,0,MJU,Extra suppleant,"",2023-05-12,52191
39758,Departement,Utrikesdepartementet,2020-12-17,0828690288413,20,UD,Statsråd,"",2021-02-04,39752
25119,uppdrag,Civilutskottet,2021-10-20,0503363679811,0,CU,Extra suppleant,"",2021-11-04,25106
18219,uppdrag,Näringsutskottet,1998-10-13,0789353702707,0,NU,Ledamot,"",2001-02-18,18212
50187,uppdrag,Arbetsmarknadsutskottet,2022-10-04,0418929039326,4,AU,Ledamot,"",2025-10-16,50178
11692,kammaruppdrag,"",1991-09-30,0992508932009,79,kam,Riksdagsledamot,Tjänstgörande,1992-03-08,11689
50895,uppdrag,Utrikesutskottet,2022-03-29,0973782197017,12,UU,Suppleant,"",2022-09-26,50869
52149,Riksdagsorgan,Nordiska rådets svenska delegation,2023-10-19,0749416304126,3,NR,Suppleant,"",2024-10-16,52140
15726,Riksdagsorgan,Riksdagens delegation till Europarådets parlamentariska församling,1991-11-20,0334042720405,0,ER,Ledamot,"",1992-04-08,15703
31031,uppdrag,Konstitutionsutskottet,2020-03-18,0325462829512,259,KU,Suppleant,"",2020-09-03,31014
20372,uppdrag,Civilutskottet,2014-10-07,0196024739401,11,CU,Suppleant,"",2017-02-14,20367
41500,uppdrag,Finansutskottet,2020-03-20,0494054455310,279,FiU,Suppleant,"",2022-09-26,41490
8495,uppdrag,Konstitutionsutskottet,2002-10-08,0502770250503,0,KU,Vice ordförande,"",2006-10-02,8486
18149,Riksdagsorgan,Krigsdelegationen,1991-10-15,0820673454606,0,KD,Ledamot,"",1994-10-03,18129
52107,uppdrag,Civilutskottet,2020-03-18,0575283695521,30,CU,Suppleant,"",2022-09-26,52099
28748,uppdrag,Skatteutskottet,2021-09-30,048970816012,26,SkU,Suppleant,"",2021-12-20,28742
14298,kammaruppdrag,"",1988-10-03,0717130693403,259,kam,Riksdagsledamot,Tjänstgörande,1991-09-30,14292
19612,uppdrag,Trafikutskottet,1992-02-13,0486424355504,0,TU,Suppleant,"",1992-05-22,19608
44871,Departement,Statsrådsberedningen,2021-11-30,098412828516,1,SB,Statsminister,"",2022-10-18,44856
16075,Riksdagsorgan,Riksrevisionens styrelse,2003-03-12,0754692641206,0,RRS,Suppleant,"",2006-10-16,16048
31736,uppdrag,Sammansatta utrikes- och försvarsutskottet,1995-10-26,0837501934208,0,UFöU,Suppleant,"",1995-12-06,31714
31357,uppdrag,Näringsutskottet,2019-01-31,0505783078517,1,NU,Ledamot,"",2019-02-04,31337
21088,uppdrag,Näringsutskottet,2002-10-08,0899795917517,0,NU,Suppleant,"",2006-10-02,21086
17374,uppdrag,Kulturutskottet,1988-06-04,090502404202,0,KrU,Suppleant,"",1988-10-02,17371
21543,kammaruppdrag,"",2006-10-02,0488357052317,247,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,21538
28664,Riksdagsorgan,Krigsdelegationen,2010-10-19,0136310791918,39,KD,Ledamot,"",2014-10-14,28632
8628,Riksdagsorgan,Riksdagens delegation till Interparlamentariska unionen,1998-10-21,0549025722425,0,IPU,Suppleant,"",2002-09-30,8622
42676,uppdrag,Kulturutskottet,2014-11-25,0801311569314,25,KrU,Suppleant,"",2018-09-24,42651
27321,kammaruppdrag,"",2002-09-30,0730984957305,245,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,27320
44499,uppdrag,Civilutskottet,2009-11-03,0612916684825,4,CU,Ordförande,"",2009-11-27,44460
19059,uppdrag,EU-nämnden,1998-10-13,0618583795602,0,EUN,Ordförande,"",2002-10-08,19029
11899,uppdrag,Konstitutionsutskottet,1991-10-08,0348268153001,0,KU,Ordförande,"",1994-10-02,11886
18643,uppdrag,Skatteutskottet,2003-03-28,0900533740700,0,SkU,Suppleant,"",2003-06-29,18636
26716,uppdrag,Miljö- och jordbruksutskottet,2020-09-08,0624994476012,208,MJU,Suppleant,"",2020-12-01,26709
9830,kammaruppdrag,"",1982-10-04,0120834418997,0,kam,Riksdagsledamot,Tjänstgörande,1983-01-12,9824
19040,uppdrag,Finansutskottet,1994-10-11,0618583795602,0,FiU,Ledamot,"",1998-10-04,19029
28364,uppdrag,Konstitutionsutskottet,2014-10-07,0415959965211,15,KU,Ledamot,"",2018-09-24,28341
39402,uppdrag,Konstitutionsutskottet,2020-03-18,0974061238314,204,KU,Suppleant,"",2020-09-03,39383
44061,uppdrag,Konstitutionsutskottet,2020-03-18,0223069839622,101,KU,Suppleant,"",2020-09-03,44034
42472,kammaruppdrag,"",2025-02-10,0381853591928,14,kam,Riksdagsledamot,Tjänstgörande,2026-09-28,42471
47514,Riksdagsorgan,Nordiska rådets svenska delegation,2016-09-29,0665485817222,9,NR,Suppleant,"",2017-09-28,47445
5214,kammaruppdrag,Ibrahim Baylan,2011-03-28,0115057914316,108,kam,Ersättare,Ersättare,2011-08-15,5213
3267,kammaruppdrag,"",1998-10-05,0478345475910,43,kam,Riksdagsledamot,Tjänstgörande,2002-09-30,3265
40276,Departement,Finansdepartementet,2021-02-05,0783117374519,21,Fi,Statsråd,"",2021-06-29,40273
13568,kammaruppdrag,"",1988-10-03,0413600182607,268,kam,Riksdagsledamot,Tjänstgörande,1991-09-30,13565
48277,uppdrag,Konstitutionsutskottet,2020-03-18,0616721755222,70,KU,Suppleant,"",2020-09-03,48252
19465,uppdrag,Finansutskottet,1991-10-08,0810673119603,0,FiU,Suppleant,"",1994-10-02,19459
49295,kammaruppdrag,"",2010-10-04,0339894357417,126,kam,Riksdagsledamot,Tjänstgörande,2014-09-29,49284
30138,Riksdagsorgan,Nordiska rådets svenska delegation,2019-10-02,0934639939611,19,NR,Suppleant,"",2020-10-14,30103
48010,uppdrag,Miljö- och jordbruksutskottet,2020-05-04,0992420223820,2,MJU,Andre vice ordförande,"",2022-09-26,47992
40692,Riksdagsorgan,Riksdagens delegation till Natos parlamentariska församling,2014-10-28,0126797549328,2,NATO,Suppleant,"",2016-10-18,40639
29503,uppdrag,Sammansatta utrikes- och försvarsutskottet,2013-11-26,0843345349823,7,UFöU,Suppleant,"",2013-12-17,29471
5755,kammaruppdrag,"",2002-09-30,0427127522211,22,kam,Riksdagsledamot,Tjänstgörande,2006-10-02,5749
50127,kammaruppdrag,Mubarik Mohamed Abdirahman 2022-04-19 - 2022-05-22,2022-04-19,0376395541120,220,kam,Riksdagsledamot,Ledig,2022-05-22,50121
43208,uppdrag,EU-nämnden,2022-11-08,0576122429317,0,EUN,Extra suppleant,"",2023-04-30,43189
45836,uppdrag,Utbildningsutskottet,2020-03-18,0199751900210,141,UbU,Suppleant,"",2022-09-26,45818
1882,kammaruppdrag,"",2014-01-15,0591624095901,266,kam,Riksdagsledamot,Tjänstgörande,2014-09-29,1881
5795,uppdrag,Socialutskottet,1988-10-11,0554072553108,0,SoU,Vice ordförande,"",1991-09-29,5787
41004,uppdrag,Justitieutskottet,2022-10-04,0144048894712,11,JuU,Suppleant,"",2026-09-28,40995
29933,uppdrag,Näringsutskottet,2020-03-18,072019517020,4,NU,Suppleant,"",2020-05-03,29915
38667,uppdrag,Utrikesutskottet,2020-03-18,0773497241728,291,UU,Suppleant,"",2020-09-03,38647
42718,Riksdagsorgan,Nordiska rådets svenska delegation,2023-10-19,0783069490115,12,NR,Suppleant,"",2024-10-16,42711
17557,kammaruppdrag,"",1998-10-05,0534173087404,331,kam,Riksdagsledamot,Tjänstgörande,2002-09-30,17555
8408,Riksdagsorgan,Riksdagsstyrelsen,2006-10-10,0371414788216,2,RS,Ledamot,"",2010-10-04,8392
47332,Riksdagsorgan,Systembolaget AB,2019-02-14,0764949934324,3,Systembolaget,Revisorssuppleant,"",2020-02-29,47331
31945,kammaruppdrag,Emma Berginger,2021-09-20,0556755096938,186,kam,Ersättare,Ersättare,2022-05-19,31944
5146,uppdrag,Lagutskottet,2003-02-14,0965607699115,0,LU,Ledamot,"",2003-03-15,5144
30578,Departement,Näringsdepartementet,2018-03-08,0781357446917,8,N,Statsråd,"",2019-01-21,30577
52860,uppdrag,Trafikutskottet,2020-03-18,0198917587520,232,TU,Suppleant,"",2022-09-26,52838
27409,Riksdagsorgan,Nordiska rådets svenska delegation,2012-10-04,0455256796113,9,NR,Suppleant,"",2013-09-16,27388
48685,kammaruppdrag,"",2014-09-29,0803753212716,13,kam,Riksdagsledamot,Tjänstgörande,2018-09-24,48681
39566,Europaparlamentet,Europaparlamentet,2019-07-02,069436402021,1,EP,Ledamot,"",2024-07-16,39555
1825,uppdrag,Utbildningsutskottet,1998-10-13,0346261747912,0,UbU,Suppleant,"",1999-05-04,1814
39259,uppdrag,Försvarsutskottet,2021-11-26,0772402807013,19,FöU,Suppleant,"",2022-05-12,39236
48228,uppdrag,Civilutskottet,2020-03-18,0793372891224,67,CU,Suppleant,"",2022-09-26,48217
6454,kammaruppdrag,"",2006-10-02,0921688244311,255,kam,Riksdagsledamot,Tjänstgörande,2010-10-04,6453
18940,uppdrag,Bostadsutskottet,1988-10-03,0117613859601,0,BoU,Ledamot,"",1991-09-29,18927
48451,uppdrag,Arbetsmarknadsutskottet,2000-08-01,0714307225418,0,AU,Ledamot,"",2000-09-04,48435
21146,uppdrag,Näringsutskottet,2003-01-01,031005479013,0,NU,Suppleant,"",2003-11-24,21122
17052,uppdrag,Justitieutskottet,1994-10-11,0753292035001,0,JuU,Ledamot,"",1998-10-04,17046
11738,kammaruppdrag,"",1985-09-30,0393108743200,0,kam,Riksdagsledamot,Tjänstgörande,1988-10-03,11727
32995,Riksdagsorgan,Krigsdelegationen,2014-10-14,0585684563812,7,KD,Ledamot,"",2016-12-01,32977
10044,kammaruppdrag,Kerstin Ekman,1988-06-06,0242784896493,0,kam,Ersättare,Ersättare,1988-07-05,10043
29734,uppdrag,Konstitutionsutskottet,2020-03-18,0308306375022,106,KU,Suppleant,"",2020-09-03,29714
44884,kammaruppdrag,"",2022-09-26,0522054204918,139,kam,Riksdagsledamot,Tjänstgörande,2026-09-28,44882
27743,uppdrag,Justitieutskottet,2020-03-18,0252067342313,219,JuU,Suppleant,"",2022-09-26,27733
32224,Riksdagsorgan,Ledamotsrådet,2020-02-19,0322827326923,7,LR,Suppleant,"",2022-09-26,32199
52126,uppdrag,EU-nämnden,2020-03-18,0575283695521,97,EUN,Suppleant,"",2022-10-04,52099
20482,uppdrag,Utrikesutskottet,2020-03-18,0196077326617,128,UU,Suppleant,"",2020-09-03,20460
52443,uppdrag,Trafikutskottet,2022-10-04,0372414474424,15,TU,Ledamot,"",2024-09-19,52434
1499,Riksdagsorgan,Riksdagens delegation till Interparlamentariska unionen,2002-12-19,0512424416400,0,IPU,Ledamot,"",2006-02-18,1476
28445,Riksdagsorgan,Riksrevisionens parlamentariska råd,2018-10-09,0116759114313,7,RRPR,Ledamot,"",2019-03-31,28414
16096,kammaruppdrag,"",1988-10-03,0763802658906,320,kam,Riksdagsledamot,Tjänstgörande,1991-09-30,16092
41752,uppdrag,Skatteutskottet,2020-03-18,0606863154419,304,SkU,Suppleant,"",2021-11-30,41732
42131,uppdrag,Finansutskottet,2018-10-02,0559925283228,13,FiU,Suppleant,"",2022-09-26,42119
31908,uppdrag,Skatteutskottet,2018-10-09,042413114103,19,SkU,Suppleant,"",2019-10-25,31888
14671,kammaruppdrag,"",1979-10-01,0126791491904,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,14667
49556,uppdrag,Finansutskottet,2019-06-18,0148424181819,10,FiU,Suppleant,"",2022-09-26,49548
26885,uppdrag,EU-nämnden,2010-10-12,0868286862422,11,EUN,Ledamot,"",2014-06-15,26876
18095,uppdrag,Sammansatta utrikes- och socialutskottet,2005-02-15,0610573125306,0,USoU,Suppleant,"",2005-03-16,18074
13238,kammaruppdrag,"",1982-10-04,0719430958705,0,kam,Riksdagsledamot,Tjänstgörande,1985-09-30,13228
7614,uppdrag,Skatteutskottet,1998-10-13,0957631371811,0,SkU,Suppleant,"",2000-09-19,7603
40179,uppdrag,Socialutskottet,2020-03-18,0499755198526,197,SoU,Suppleant,"",2022-09-26,40163
23689,uppdrag,Arbetsmarknadsutskottet,2006-02-16,0836813859011,0,AU,Suppleant,"",2006-10-02,23684
53155,uppdrag,Finansutskottet,2020-03-18,033935884729,115,FiU,Suppleant,"",2022-09-26,53144
468,kammaruppdrag,Jan Andersson,1995-01-10,0761548559113,163,kam,Ersättare,Ersättare,1995-10-09,461
4619,kammaruppdrag,"",1994-10-03,0843906295410,212,kam,Riksdagsledamot,Tjänstgörande,1998-10-05,4618
7222,uppdrag,Försvarsutskottet,1992-10-20,0982209946601,0,FöU,Suppleant,"",1994-10-02,7208
44189,uppdrag,Utbildningsutskottet,2016-02-23,0810201628512,29,UbU,Suppleant,"",2018-09-24,44162
52125,uppdrag,EU-nämnden,2022-11-17,0575283695521,72,EUN,Suppleant,"",2026-09-28,52099
16360,uppdrag,Lagutskottet,1998-10-13,0806172169007,0,LU,Suppleant,"",2001-04-05,16343
31413,uppdrag,Justitieutskottet,2019-02-07,0334816698724,16,JuU,Suppleant,"",2022-01-10,31402
48260,uppdrag,Konstitutionsutskottet,2024-09-13,0616721755222,3,KU,Ledamot,"",2024-09-19,48252
15314,kammaruppdrag,"",1979-10-01,0558681738602,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,15309
19110,uppdrag,Sammansatta utrikes- och försvarsutskottet,2005-11-22,0782713019602,0,UFöU,Deputerad,"",2005-12-07,19082
11096,kammaruppdrag,"",1994-10-03,0409817272107,286,kam,Riksdagsledamot,Tjänstgörande,1996-01-28,11093
4427,kammaruppdrag,"",1979-10-01,0293624556396,0,kam,Riksdagsledamot,Tjänstgörande,1982-10-04,4424
50196,uppdrag,Socialförsäkringsutskottet,2020-03-18,0418929039326,208,SfU,Suppleant,"",2022-09-26,50178
30699,uppdrag,Socialförsäkringsutskottet,2017-02-14,0403769921921,11,SfU,Ledamot,"",2018-09-24,30695
39200,uppdrag,Kulturutskottet,2018-10-16,0254695027922,23,KrU,Suppleant,"",2022-09-26,39189
39056,uppdrag,Utrikesutskottet,2020-03-18,0880018341619,296,UU,Suppleant,"",2020-09-03,39037
23625,Riksdagsorgan,Nordiska rådets svenska delegation,2012-10-04,067992138910,6,NR,Suppleant,"",2013-09-16,23590
28743,kammaruppdrag,Matilda Ernkrans,2021-09-03,048970816012,164,kam,Statsrådsersättare,Ersättare,2022-09-26,28742
19662,kammaruppdrag,Ines Uusmann,1994-10-08,0806514457704,43,kam,Ersättare,Ersättare,1995-10-09,19658
31259,uppdrag,Konstitutionsutskottet,2015-01-22,0387358739126,6,KU,Ledamot,"",2018-09-24,31254
14040,Riksdagsorgan,Nordiska rådets svenska delegation,1998-10-20,0638330195202,0,NR,Ledamot,"",2002-09-30,14023
28483,uppdrag,Sammansatta utrikes- och försvarsutskottet,2021-03-18,0409540163215,17,UFöU,Deputerad,"",2021-04-21,28456
40483,uppdrag,Näringsutskottet,2020-03-18,0781623040415,85,NU,Suppleant,"",2022-09-26,40464
