person_id,first_name,last_name,party,born_year,gender,status,election_region,total_votes,yes_percentage,no_percentage,absence_rate,rebel_rate,success_rate,voting_days,first_vote_date,last_vote_date,voting_participation_rate,loyalty_rate,voting_consistency_score,analysis_comment
0361346660811,Jan-Olof,Ragnarsson,V,1953,MAN,Status saknas,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0651395834316,Göran,Färm,S,1949,MAN,Tidigare europaparlamentariker,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0275126649110,Kalle,Sandell,KD,1953,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0267085997926,Lena,Rådström Baastad,S,1974,KVINNA,Tidigare riksdagsledamot,Örebro län,488600,32.76,9.27,53.08,0.00,32.64,4,2018-01-01,2021-01-01,46.92,100.00,32.64,Frequently absent
0937521536309,Henrik,Westman,M,1940,MAN,Avliden  2019-08-15,Stockholms län,654026,58.70,19.31,17.05,0.11,43.70,5,2002-01-01,2006-01-01,82.95,99.89,43.65,Generally aligned
0980370282703,Lars,Bergstig,FP,1939,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0229825314217,Sermin,Özürküt,V,1949,KVINNA,Tidigare riksdagsledamot,Stockholms län,614589,58.96,19.23,16.76,0.11,62.63,5,2002-01-01,2006-01-01,83.24,99.89,62.56,Generally aligned
0793372891224,Noria,Manouchi,M,1991,KVINNA,Tjänstgörande riksdagsledamot,Malmö kommun,1179620,47.79,14.39,30.76,0.00,53.55,9,2018-01-01,2026-01-01,69.24,100.00,53.55,Frequently absent
021208424208,Ingvar,Björk,S,1933,MAN,Avliden  2018-08-04,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0444616389415,Mats,Johansson,M,1951,MAN,Avliden  2017-06-24,Stockholms kommun,1082947,59.12,22.90,14.27,0.00,87.72,9,2006-01-01,2014-01-01,85.73,100.00,87.72,Often on winning side
0184153884114,Jari,Puustinen,M,1969,MAN,Tidigare riksdagsledamot,Södermanlands län,3490,52.46,14.01,10.09,0.00,0.00,1,2019-01-01,2019-01-01,89.91,100.00,0.00,Generally aligned
065105536026,Niklas,Karlsson,S,1974,MAN,Tjänstgörande riksdagsledamot,Skåne läns västra,1792813,53.30,15.23,24.89,0.00,62.41,13,2014-01-01,2026-01-01,75.11,100.00,62.41,Generally aligned
0992420223820,Jessica,Rosencrantz,M,1987,KVINNA,EU-minister,Stockholms kommun,2021059,56.34,16.61,21.48,0.00,62.65,15,2010-01-01,2024-01-01,78.52,100.00,62.65,Generally aligned
099099202224,Paulina,Brandberg,L,1983,KVINNA,Tillgänglig ersättare,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
018160186302,Margaretha,af Ugglas,M,1939,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0267143098400,Claes,Roxbergh,MP,1945,MAN,Tidigare riksdagsledamot,Göteborgs kommun,654026,58.70,19.31,17.05,1.07,63.55,5,2002-01-01,2006-01-01,82.95,98.93,62.87,Generally aligned
0351867771418,Peeter,Luksep,M,1955,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
061124537800,Birgitta,Ahlqvist,S,1948,KVINNA,Tidigare riksdagsledamot,Norrbottens län,654026,58.70,19.31,17.05,0.00,73.75,5,2002-01-01,2006-01-01,82.95,100.00,73.75,Often on winning side
019625586527,Johnny,Munkhammar,M,1974,MAN,Avliden  2012-08-13,Stockholms län,299093,62.39,21.43,11.90,0.00,71.30,3,2010-01-01,2012-01-01,88.10,100.00,71.30,Often on winning side
0283009944701,Ana Maria,Narti,FP,1936,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,654026,58.70,19.31,17.05,0.00,39.44,5,2002-01-01,2006-01-01,82.95,100.00,39.44,Generally aligned
0973350087929,Patrik,Karlson,L,1987,MAN,Tjänstgörande riksdagsledamot,Östergötlands län,288972,58.49,17.06,14.68,0.00,78.02,3,2024-01-01,2026-01-01,85.32,100.00,78.02,Often on winning side
0996640018922,Yasmine,Bladelius,S,1988,KVINNA,Avgången riksdagsledamot,Skåne läns västra,1408564,55.48,15.92,22.31,0.02,62.69,12,2014-01-01,2025-01-01,77.69,99.98,62.68,Generally aligned
033486567915,Ewa,Hedkvist Petersen,S,1952,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0123545007825,Sebastian,Cederschiöld,M,1974,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0369065037402,Göran,Allmér,M,1926,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0906916983202,Sven Eric,Lorentzon,M,1929,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0333810623907,Ann-Cathrine,Haglund,M,1937,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0639286102314,Mona,Ritzén,M,1951,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
824db561-bfc1-4a82-8672-c7f430b195f8,Ivar,Högström,S,1913,MAN,Inga uppdrag,Västernorrlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0369212790927,Sofia,Skönnbrink,S,1991,KVINNA,Tjänstgörande riksdagsledamot,Värmlands län,451606,59.15,17.20,14.54,0.00,40.03,5,2022-01-01,2026-01-01,85.46,100.00,40.03,Generally aligned
0882001830516,Carin,Jämtin,S,1964,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,409726,64.34,17.19,13.18,0.00,65.84,5,2006-01-01,2017-01-01,86.82,100.00,65.84,Generally aligned
0410640630411,Ulrik,Nilsson,M,1963,MAN,Tjänstgörande riksdagsledamot,Västra Götalands läns södra,1082249,61.62,18.89,13.00,0.00,87.71,10,2010-01-01,2026-01-01,87.00,100.00,87.71,Often on winning side
06517287603,Sten,Östlund,S,1931,MAN,Avliden  2019-06-13,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0853831481615,Lars,Thomsson,C,1964,MAN,Tidigare riksdagsledamot,Gotlands län,728014,40.74,12.65,40.83,0.00,40.41,5,2018-01-01,2022-01-01,59.17,100.00,40.41,Frequently absent
0493166969401,Hugo,Bergdahl,FP,1928,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0135054091316,Metin,Ataseven,M,1972,MAN,Tidigare riksdagsledamot,Stockholms län,630643,63.39,20.10,11.90,0.06,97.40,5,2010-01-01,2014-01-01,88.10,99.94,97.34,Often on winning side
0116603319117,Josefin,Brink,V,1969,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,851211,57.80,24.04,14.80,0.20,13.65,8,2006-01-01,2013-01-01,85.20,99.80,13.62,Generally aligned
0161616238120,Lina,Nordquist,L,1977,KVINNA,Tjänstgörande riksdagsledamot,Uppsala län,1179620,47.79,14.39,30.76,0.00,53.34,9,2018-01-01,2026-01-01,69.24,100.00,53.34,Frequently absent
0170585430421,Jimmy,Ståhl,SD,1975,MAN,Tjänstgörande riksdagsledamot,Göteborgs kommun,1792813,53.30,15.23,24.89,0.06,45.65,13,2014-01-01,2026-01-01,75.11,99.94,45.62,Generally aligned
0495018514310,Ann-Louise,Hansson,MP,1958,KVINNA,Tidigare ersättare,Västerbottens län,64565,65.08,17.89,13.14,0.54,55.14,1,2012-01-01,2012-01-01,86.86,99.46,54.84,Generally aligned
0320093489709,Rolf L,Nilson,V,1945,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0883123676901,Kjell-Erik,Karlsson,V,1946,MAN,Tidigare riksdagsledamot,Hallands län,654026,58.70,19.31,17.05,0.16,59.55,5,2002-01-01,2006-01-01,82.95,99.84,59.45,Generally aligned
0957513768616,Johan,Johansson,M,1969,MAN,Tidigare riksdagsledamot,Norrbottens län,580736,63.35,19.79,12.05,0.06,94.77,4,2011-01-01,2014-01-01,87.95,99.94,94.71,Often on winning side
0489579494909,Erik,Janson,S,1935,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0736867676621,Jimmy,Loord,KD,1980,MAN,Tidigare riksdagsledamot,Kalmar län,60726,66.74,15.90,9.46,0.00,68.39,2,2018-01-01,2019-01-01,90.54,100.00,68.39,Generally aligned
0979278953316,Egon,Frid,V,1957,MAN,Tidigare riksdagsledamot,Västra Götalands läns östra,452304,53.16,26.81,17.56,0.15,6.17,5,2006-01-01,2010-01-01,82.44,99.85,6.16,Generally aligned
0226234976000,Rolf,Edlund,C,1948,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0737824098113,Magnus,Berntsson,KD,1973,MAN,Tjänstgörande riksdagsledamot,Göteborgs kommun,451606,59.15,17.20,14.54,0.00,86.94,5,2022-01-01,2026-01-01,85.46,100.00,86.94,Often on winning side
0662364517619,Luciano,Astudillo,S,1972,MAN,Tidigare riksdagsledamot,Malmö kommun,1218010,56.80,22.67,16.78,0.14,49.74,10,2002-01-01,2011-01-01,83.22,99.86,49.67,Generally aligned
089246126523,Elin,Lundgren,S,1978,KVINNA,Tidigare riksdagsledamot,Gävleborgs län,1971850,55.19,16.34,23.11,0.07,61.91,13,2010-01-01,2022-01-01,76.89,99.93,61.87,Generally aligned
0249261021627,Hannes,Hervieu,C,1989,MAN,Tidigare ersättare,Stockholms kommun,23034,10.56,3.99,84.11,0.00,21.21,1,2021-01-01,2021-01-01,15.89,100.00,21.21,Frequently absent
0478371872009,Helena,Rivière,M,1940,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,452304,53.16,26.81,17.56,0.00,91.20,5,2006-01-01,2010-01-01,82.44,100.00,91.20,Often on winning side
93a05ded-95a1-4771-b9cb-7ce6ffc8bd2a,Rolf,Andersson,C,1937,MAN,Inga uppdrag,Hallands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0387494457202,Catharina,Hagen,M,1948,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0348289738906,Eva,Björne,M,1934,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0934639939611,Ola,Johansson,C,1960,MAN,Tidigare riksdagsledamot,Hallands län,1932413,55.08,16.28,23.29,0.04,60.05,13,2010-01-01,2022-01-01,76.71,99.96,60.03,Generally aligned
3b32f125-30f4-4ad6-b912-89a39c11b717,Björn,Eliasson,C,1943,MAN,Inga uppdrag,"Västernorrlands län 1976/77 (ersättare
11.10.197",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0556347007015,Peter,Pedersen,V,1954,MAN,Tidigare riksdagsledamot,Örebro län,1106330,56.43,22.38,17.26,0.06,35.74,9,2002-01-01,2010-01-01,82.74,99.94,35.72,Generally aligned
0950559490627,Marie,Wickberg,C,1984,KVINNA,Tidigare ersättare,Värmlands län,60028,60.68,21.01,12.28,0.00,95.35,2,2011-01-01,2012-01-01,87.72,100.00,95.35,Often on winning side
0314783996006,Björn,Körlof,M,1944,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0575283695521,Helena,Storckenfeldt,M,1995,KVINNA,Tjänstgörande riksdagsledamot,Hallands län,1025711,45.40,14.05,33.86,0.00,57.06,8,2019-01-01,2026-01-01,66.14,100.00,57.06,Frequently absent
0210444373111,Katarina,Luhr,MP,1973,KVINNA,Tjänstgörande riksdagsledamot,Stockholms kommun,451606,59.15,17.20,14.54,0.00,36.40,5,2022-01-01,2026-01-01,85.46,100.00,36.40,Generally aligned
0362924695201,Birgitta,Eriksson,S,1948,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns västra,452304,53.16,26.81,17.56,0.61,28.24,5,2006-01-01,2010-01-01,82.44,99.39,28.07,Generally aligned
0895238225703,Britta,Hammarbacken,C,1934,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0963654118003,Solveig,Hellquist,FP,1949,KVINNA,Tidigare riksdagsledamot,Västernorrlands län,1106330,56.43,22.38,17.26,0.06,59.31,9,2002-01-01,2010-01-01,82.74,99.94,59.27,Generally aligned
6a4fb113-0504-4cc5-a8da-ba61175217c1,Martin,Henmark,L,1909,MAN,Inga uppdrag,Kristianstads län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0208558695314,Ingemar,Nilsson,S,1956,MAN,Tidigare riksdagsledamot,Västernorrlands län,1732436,54.94,15.90,24.11,0.04,56.71,12,2010-01-01,2021-01-01,75.89,99.96,56.69,Generally aligned
0223161519910,Kristina,Winberg,SD,1965,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns södra,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0384833975200,Bo,Könberg,FP,1945,MAN,Tidigare riksdagsledamot,"",521057,59.89,18.98,15.97,0.14,35.77,5,2002-01-01,2006-01-01,84.03,99.86,35.72,Generally aligned
0910272619521,Benjamin,Dousa,M,1992,MAN,Bistånds- och utrikeshandelsminister,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0706528359123,Linus,Sköld,S,1983,MAN,Tjänstgörande riksdagsledamot,Norrbottens län,1466847,50.76,14.93,27.47,0.05,56.15,12,2015-01-01,2026-01-01,72.53,99.95,56.12,Frequently absent
0630993685307,Ulf,Lönnberg,KD,1945,MAN,Tidigare ersättare,Stockholms kommun,17101,60.43,18.02,15.51,0.00,75.51,2,2021-01-01,2022-01-01,84.49,100.00,75.51,Often on winning side
0718937995813,Lars-Arne,Staxäng,M,1956,MAN,Tidigare riksdagsledamot,Västra Götalands läns norra,1731040,60.88,20.70,13.91,0.08,77.36,15,2006-01-01,2020-01-01,86.09,99.92,77.30,Often on winning side
0506857137319,Mikael,Rosén,M,1955,MAN,Tidigare riksdagsledamot,Dalarnas län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0401344912307,Eva,Goës,MP,1947,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
012855230311,Per,Stenmarck,M,1951,MAN,Avliden  2013-01-31,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0739152363302,Göran,Lennmarker,M,1943,MAN,Tidigare riksdagsledamot,Stockholms län,1106330,56.43,22.38,17.26,0.13,34.57,9,2002-01-01,2010-01-01,82.74,99.87,34.53,Generally aligned
0900815713419,Olle,Sandahl,KD,1950,MAN,Tidigare riksdagsledamot,Kronobergs län,654026,58.70,19.31,17.05,0.00,37.67,5,2002-01-01,2006-01-01,82.95,100.00,37.67,Generally aligned
0497565513923,Ziita,Eriksson,M,1976,KVINNA,Tidigare ersättare,Gävleborgs län,19893,63.09,19.20,13.05,0.00,100.00,1,2013-01-01,2013-01-01,86.95,100.00,100.00,Often on winning side
0781648625615,Peter,Rådberg,MP,1956,MAN,Tidigare riksdagsledamot,Västra Götalands läns norra,1283273,58.51,22.53,15.16,0.22,37.09,10,2005-01-01,2014-01-01,84.84,99.78,37.01,Generally aligned
0409540163215,Hans,Rothenberg,M,1961,MAN,Tidigare riksdagsledamot,Göteborgs kommun,2424154,54.81,18.29,22.07,0.01,67.30,17,2006-01-01,2022-01-01,77.93,99.99,67.29,Generally aligned
0699478732904,Sven,Lundberg,S,1932,MAN,Avliden  2016-12-28,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0940558892720,Mubarik,Mohamed Abdirahman,S,1982,MAN,Tidigare ersättare,Malmö kommun,69102,54.91,19.22,16.57,0.51,88.89,1,2022-01-01,2022-01-01,83.43,99.49,88.44,Often on winning side
0920966427818,Anders,Ahlgren,C,1952,MAN,Tidigare riksdagsledamot,Dalarnas län,464868,64.66,18.29,12.24,0.00,79.21,4,2012-01-01,2015-01-01,87.76,100.00,79.21,Often on winning side
0211757295524,Josef,Fransson,SD,1978,MAN,Tjänstgörande riksdagsledamot,Jämtlands län,2227667,55.63,16.42,22.13,0.09,46.07,17,2010-01-01,2026-01-01,77.87,99.91,46.03,Generally aligned
0277396025222,Hanna,Gedin,V,1978,KVINNA,Europaparlamentariker,Malmö kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0457849683602,Bengt,Lindqvist,S,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0302393368216,Camilla,Rinaldo Miller,KD,1969,KVINNA,Tjänstgörande statsrådsersättare,Jönköpings län,451606,59.15,17.20,14.54,0.00,86.01,5,2022-01-01,2026-01-01,85.46,100.00,86.01,Often on winning side
c357fe4d-fca1-4c1b-951e-6c1ea7f2e43e,Eric,Hägelmark,L,1925,MAN,Inga uppdrag,Kristianstads län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0331791853028,Yasmine,Eriksson,SD,1989,KVINNA,Tjänstgörande riksdagsledamot,Västra Götalands läns västra,1179620,47.79,14.39,30.76,0.00,42.43,9,2018-01-01,2026-01-01,69.24,100.00,42.43,Frequently absent
0702441395302,Britta,Bjelle,L,1941,KVINNA,Avliden  2025-06-25,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0807438844115,Karin,Nilsson,C,1956,KVINNA,Tidigare ersättare,Kronobergs län,1082947,59.12,22.90,14.27,0.03,89.24,9,2006-01-01,2014-01-01,85.73,99.97,89.21,Often on winning side
0509415296421,Kjell-Arne,Ottosson,KD,1975,MAN,Tjänstgörande riksdagsledamot,Värmlands län,1179620,47.79,14.39,30.76,0.00,49.50,9,2018-01-01,2026-01-01,69.24,100.00,49.50,Frequently absent
0618560932311,Hillevi,Engström,M,1963,KVINNA,Tidigare riksdagsledamot,Stockholms län,1116102,56.50,22.33,17.22,0.06,52.56,11,2002-01-01,2015-01-01,82.78,99.94,52.53,Generally aligned
0271543079118,Heidi,Karlsson,SD,1969,KVINNA,Tidigare riksdagsledamot,Malmö kommun,552118,63.82,16.78,13.77,0.00,44.44,4,2015-01-01,2018-01-01,86.23,100.00,44.44,Generally aligned
0321224145104,Sören,Wibe,S,1946,MAN,Tidigare riksdagsledamot,Västerbottens län,654026,58.70,19.31,17.05,0.80,76.36,5,2002-01-01,2006-01-01,82.95,99.20,75.75,Often on winning side
0642824296805,Eva,Julin,MP,1947,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0564126739422,Åsa,Coenraads,M,1978,KVINNA,Tillgänglig ersättare,Blekinge län,1989998,55.22,16.39,23.03,0.05,63.05,14,2010-01-01,2024-01-01,76.97,99.95,63.02,Generally aligned
0455086201022,Johnny,Skalin,SD,1978,MAN,Tidigare riksdagsledamot,Västernorrlands län,1971850,55.19,16.34,23.11,0.11,37.86,13,2010-01-01,2022-01-01,76.89,99.89,37.82,Generally aligned
0447198048312,Peter,Eriksson,MP,1958,MAN,Tidigare riksdagsledamot,Stockholms län,1727201,58.94,21.54,15.35,0.48,25.26,13,2002-01-01,2014-01-01,84.65,99.52,25.14,Generally aligned
035234573112,Anna-Lena,Hedberg,SD,1973,KVINNA,Tjänstgörande riksdagsledamot,Dalarnas län,424384,59.13,17.32,14.47,0.00,53.53,5,2022-01-01,2026-01-01,85.53,100.00,53.53,Generally aligned
0124891175903,Christer,Nilsson,S,1941,MAN,Avliden  2019-02-15,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0704744533715,Pernilla,Stålhammar,MP,1971,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,1095860,49.92,13.53,31.27,0.16,62.04,8,2014-01-01,2021-01-01,68.73,99.84,61.94,Frequently absent
0212469298402,Håkan,Strömberg,S,1936,MAN,Avliden  2015-04-24,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0708639889502,Maud,Björnemalm,S,1936,KVINNA,Avliden  2021-08-10,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0719332223713,Juno,Blom,L,1968,KVINNA,Avgången riksdagsledamot,Östergötlands län,890648,44.31,13.52,35.98,0.04,44.04,7,2018-01-01,2024-01-01,64.02,99.96,44.02,Frequently absent
0468206532916,Inger,Segelström,S,1952,KVINNA,Tidigare riksdagsledamot,"",325268,61.25,18.19,15.29,0.00,77.04,4,2002-01-01,2006-01-01,84.71,100.00,77.04,Often on winning side
0969219657805,Pehr,Löfgreen,M,1934,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0357425398006,Ingrid,Sundberg,M,1925,KVINNA,Avliden  2021-12-19,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
ed21ae5f-5204-4f69-a8a8-d12416d03d86,Eric,Holmqvist,S,1917,MAN,Inga uppdrag,"Fyrstadskretsen 1971-1981/82
(Ledamot av Första ",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0802410630201,Tommy,Franzén,V,1938,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0838085832923,Ann-Sofie,Lifvenhage,M,1976,KVINNA,Tjänstgörande riksdagsledamot,Södermanlands län,1073524,46.23,14.21,32.77,0.00,53.97,8,2019-01-01,2026-01-01,67.23,100.00,53.97,Frequently absent
0548843588006,Ingemar,Vänerlöv,KD,1944,MAN,Tidigare riksdagsledamot,Västra Götalands läns norra,1106330,56.43,22.38,17.26,0.03,48.01,9,2002-01-01,2010-01-01,82.74,99.97,48.00,Generally aligned
0208480761018,Kent,Carlsson,S,1962,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
eef60095-b93b-44f6-9390-03562c2f1438,Bertil,Hansson,L,1918,MAN,Inga uppdrag,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
098329342620,Jennie,Wernäng,M,1985,KVINNA,Tjänstgörande statsrådsersättare,Västra Götalands läns västra,451606,59.15,17.20,14.54,0.00,96.45,5,2022-01-01,2026-01-01,85.46,100.00,96.45,Often on winning side
0833552896828,Jasmin,Farid,M,1992,KVINNA,Tidigare ersättare,Stockholms län,168916,56.77,19.46,15.78,0.00,57.02,1,2022-01-01,2022-01-01,84.22,100.00,57.02,Generally aligned
0565457468009,Anita,Stenberg,MP,1930,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0958072321310,Anders,Borg,M,1968,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0256404677510,Cecilia,Engström,KD,1972,KVINNA,Tjänstgörande riksdagsledamot,Skåne läns södra,572360,51.75,15.20,25.16,0.00,67.56,6,2020-01-01,2026-01-01,74.84,100.00,67.56,Frequently absent
63040af2-d456-4490-a5c0-d74f310eede9,Rolf,Rämgård,C,1934,MAN,Inga uppdrag,Kopparbergs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0980725315516,Lars,Leijonborg,FP,1949,MAN,Tidigare riksdagsledamot,Stockholms län,654026,58.70,19.31,17.05,0.16,18.78,5,2002-01-01,2006-01-01,82.95,99.84,18.75,Generally aligned
0852225600309,Gustav,Persson,S,1925,MAN,Avliden  2016-03-30,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
088327461512,Rolf K,Nilsson,M,1956,MAN,Avliden  2021-07-07,Gotlands län,452304,53.16,26.81,17.56,0.00,93.36,5,2006-01-01,2010-01-01,82.44,100.00,93.36,Often on winning side
0608089286702,Ulla-Britt,Åbark,S,1936,KVINNA,Avliden  1992-05-20,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0576122429317,Martin,Melin,L,1967,MAN,Tjänstgörande riksdagsledamot,Stockholms län,400303,59.07,17.20,14.63,0.00,85.70,5,2022-01-01,2026-01-01,85.37,100.00,85.70,Often on winning side
0427695165918,Kew,Nordqvist,MP,1950,MAN,Tidigare riksdagsledamot,Jönköpings län,630643,63.39,20.10,11.90,0.39,41.78,5,2010-01-01,2014-01-01,88.10,99.61,41.62,Generally aligned
0244659729601,Lilian,Svensson,S,1936,KVINNA,Status saknas,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0868286862422,Fredrick,Federley,C,1978,MAN,Tidigare riksdagsledamot,Stockholms kommun,951374,58.38,23.37,14.69,0.07,78.28,9,2006-01-01,2014-01-01,85.31,99.93,78.23,Often on winning side
0528830353520,Amelia,Andersdotter,PP,1987,KVINNA,Tidigare europaparlamentariker,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0211726202212,Maria,Kornevik Jakobsson,C,1953,KVINNA,Tidigare ersättare,Västra Götalands läns västra,452304,53.16,26.81,17.56,0.00,81.10,5,2006-01-01,2010-01-01,82.44,100.00,81.10,Often on winning side
6148e0d7-0be9-4baa-adf5-694617cd493b,Ingalill,Ekholm-Frank,S,1927,KVINNA,Inga uppdrag,"Fyrstadskretsen 1974
(15.2.1974)-1975/76",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0708483204009,Lennart,Klockare,S,1945,MAN,Tidigare riksdagsledamot,Norrbottens län,654026,58.70,19.31,17.05,0.00,87.83,5,2002-01-01,2006-01-01,82.95,100.00,87.83,Often on winning side
0974061238314,Paula,Holmqvist,S,1964,KVINNA,Avgången riksdagsledamot,Västra Götalands läns norra,1472082,52.14,14.78,27.10,0.00,60.10,10,2014-01-01,2023-01-01,72.90,100.00,60.10,Frequently absent
0681030112815,Peter,Helander,C,1961,MAN,Tidigare riksdagsledamot,Dalarnas län,1207889,49.76,14.33,30.07,0.03,47.24,7,2016-01-01,2022-01-01,69.93,99.97,47.23,Frequently absent
034408872004,Ivar,Franzén,C,1932,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0277648711624,Anders,Österberg,S,1981,MAN,Tidigare riksdagsledamot,Stockholms kommun,1237205,50.06,14.43,29.65,0.06,62.93,8,2015-01-01,2022-01-01,70.35,99.94,62.89,Frequently absent
0781029778411,Cecilia,Dalman Eek,S,1960,KVINNA,Tidigare riksdagsledamot,Göteborgs kommun,331201,64.27,18.91,11.91,0.00,39.83,3,2012-01-01,2014-01-01,88.09,100.00,39.83,Generally aligned
85283550-b02f-4483-8490-a70cae639f41,Ola,Ullsten,L,1931,MAN,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0427836082425,Fredrik,Lindstål,C,1976,MAN,Tjänstgörande ersättare,Stockholms kommun,24430,61.90,16.08,14.76,0.00,45.71,2,2025-01-01,2026-01-01,85.24,100.00,45.71,Generally aligned
0928964569700,Margareta,Andersson,C,1948,KVINNA,Tidigare riksdagsledamot,Jönköpings län,654026,58.70,19.31,17.05,0.43,42.80,5,2002-01-01,2006-01-01,82.95,99.57,42.62,Generally aligned
40321e51-b0f3-4d7c-836c-97fdc3dd95ce,Kersti,Swartz,L,1921,KVINNA,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0502770250503,Göran,Magnusson,S,1939,MAN,Tidigare riksdagsledamot,Västmanlands län,654026,58.70,19.31,17.05,0.00,80.63,5,2002-01-01,2006-01-01,82.95,100.00,80.63,Often on winning side
0593022437106,Christer,Eirefelt,L,1942,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
