hjid,country_id,country_value,data_value,indicator_id,indicator_value,year_date,data__data_element_hjid
2813151,US,United States,46.4570307583996,AG.LND.AGRI.ZS,Agricultural land (% of land area),2019,
2554262,GB,United Kingdom,13.3107031386372,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),1971,
2886623,GB,United Kingdom,"",DT.ODA.ODAT.CD,Net official development assistance received (current US$),1969,
2393738,SE,Sweden,1192992000000,NE.GDI.FTOT.KN,Gross fixed capital formation (constant LCU),2017,
2923056,FI,Finland,21.0763432833751,BG.GSR.NFSV.GD.ZS,Trade in services (% of GDP),2013,
2473572,SE,Sweden,"",SE.PRM.GINT.FE.ZS,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",2018,
2909140,US,United States,4.3,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),1993,
2620286,NO,Norway,25.6322,SE.XPD.SECO.PC.ZS,"Government expenditure per student, secondary (% of GDP per capita)",2007,
2709225,DK,Denmark,"",SH_UHC_FH40,Proportion of population facing financial hardship due to out-of-pocket health expenditure (%),1982,
2572835,SE,Sweden,9.6575,SE.PRE.ENRL.TC.ZS,"Pupil-teacher ratio, preprimary",2003,
2740061,GB,United Kingdom,10.288,SL.UEM.1524.FE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",2000,
2992801,GB,United Kingdom,"",IC.FRM.TAXE.ZS,Firms filling taxes electronically (% of firms),1969,
2355490,SE,Sweden,873768000000,GC.XPN.TOTL.CN,Expense (current LCU),2002,
2973197,GB,United Kingdom,33165851066.5243,NY.GNP.MKTP.CN,GNI (current LCU),1962,
2812399,FI,Finland,"",DT.NFL.PCBO.CD,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",1980,
2959392,FI,Finland,"",SL.UEM.INTM.FE.ZS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",1971,
2320596,SE,Sweden,"",per_si_allsi.adq_pop_tot,Adequacy of social insurance programs (% of total welfare of beneficiary households),1996,
2507695,SE,Sweden,"",IE.PPI.TRAN.CD,Investment in transport with private participation (current US$),2001,
2500344,DK,Denmark,"",DT.ODA.ODAT.PC.ZS,Net ODA received per capita (current US$),1989,
2583708,SE,Sweden,"",IC.BRE.IT.P3,"B-READY: International Trade Pillar 3: Efficiency of Importing Goods, Exporting Goods, and Engaging in Digital Trade",2012,
2760651,US,United States,70.1902624261512,TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports),1987,
2737342,DK,Denmark,51.8665937837601,FB.ATM.TOTL.P5,"Automated teller machines (ATMs) (per 100,000 adults)",2015,
2806919,US,United States,"",IC.BRE.DR.OS,B-READY: Dispute Resolution: Overall Score,1996,
3012367,NO,Norway,95.4313969294863,SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",2023,
2541019,GB,United Kingdom,3.66887943134225,NY.GNP.MKTP.KD.ZG,GNI growth (annual %),2022,
2520894,SE,Sweden,"",SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",1975,
2815567,GB,United Kingdom,6.79425833012373,SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)",2015,
2336287,SE,Sweden,"",DT.TDS.MLAT.PG.ZS,Multilateral debt service (% of public and publicly guaranteed debt service),1987,
2976008,GB,United Kingdom,"",NE.GDI.FTOT.CD,Gross fixed capital formation (current US$),1967,
2844424,US,United States,11.55,SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)",2001,
2599408,GB,United Kingdom,"",IC.FRM.LOTM.ZS,Firms where largest owner is also the top manager (% of firms),1991,
2342206,NO,Norway,0.0031,EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),1995,
2998738,GB,United Kingdom,"",per_si_allsi.ben_q1_tot,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),2019,
2755906,FI,Finland,8.88256091078136,TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),2007,
2519623,SE,Sweden,"",SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",1969,
2527153,SE,Sweden,"",SE.PRM.NENR.MA,"School enrollment, primary, male (% net)",1962,
3001711,NO,Norway,"",SE.SEC.TCAQ.LO.FE.ZS,"Trained teachers in lower secondary education, female (% of female teachers)",1993,
2550514,DK,Denmark,"",SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",1975,
2387499,SE,Sweden,"",SE.TER.CUAT.BA.FE.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",1987,
2980666,GB,United Kingdom,12.7018404006958,SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",2008,
2842461,NO,Norway,6.2887,EN.GHG.N2O.MT.CE.AR5,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),1984,
1034484,GB,United Kingdom,"",HD_HCIP_EDUC_TO,"Human capital index plus (HCI+): education pillar score, total (scale 0–188)",2001,
2585232,SE,Sweden,0.1853,EN.GHG.CH4.FE.MT.CE.AR5,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),2022,
2947343,FI,Finland,"",SP.REG.BRTH.FE.ZS,"Completeness of birth registration, female (%)",1974,
2927475,FI,Finland,0.3,SH.DYN.0509,"Probability of dying among children ages 5-9 years (per 1,000)",2023,
2701979,DK,Denmark,"",SM.POP.ASYS.EA,Asylum-seekers by country or territory of asylum,1977,
2963364,FI,Finland,2.40327017421743,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",2011,
2508527,DK,Denmark,"",SH.STA.SMSS.UR.ZS,"People using safely managed sanitation services, urban (% of urban population)",1988,
2645228,NO,Norway,0.538013921608383,VC.IHR.PSRC.P5,"Intentional homicides (per 100,000 people)",2012,
2625213,NO,Norway,"",SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population),2007,
2622170,DK,Denmark,197598555.918471,NY.ADJ.DPEM.CD,Adjusted savings: particulate emission damage (current US$),1995,
2973707,GB,United Kingdom,"",NV.IND.TOTL.CN,"Industry (including construction), value added (current LCU)",1982,
2607993,DK,Denmark,42.4664067375357,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1970,
2741062,NO,Norway,1.767,EN.GHG.N2O.AG.MT.CE.AR5,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),1984,
2729533,US,United States,12.106,SL.UEM.INTM.MA.ZS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2011,
2338202,SE,Sweden,247340191319.575,NY.GNP.MKTP.KD,GNI (constant 2015 US$),1982,
2702161,DK,Denmark,0.775,AG.LND.CROP.ZS,Permanent cropland (% of land area),2022,
2679546,FI,Finland,43.452,SL.EMP.1524.SP.MA.NE.ZS,"Employment to population ratio, ages 15-24, male (%) (national estimate)",2004,
2846801,US,United States,3.22953596531046,SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)",1974,
2542794,DK,Denmark,13.416862487793,SP.RUR.TOTL.ZS,Rural population (% of total population),2008,
2336043,FI,Finland,"",IC.FRM.CRDC.FL.ZS,Firms that are fully credit constrained (% of firms),1961,
2875636,US,United States,0.9,SI.POV.LMIC.GP,Poverty gap at $4.20 a day (2021 PPP) (%),2004,
2662543,DK,Denmark,"",SH.STA.AIRP.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",1987,
2908953,US,United States,"",IC.FRM.CO2.ZS,Firms monitoring own CO2 emissions (% of firms),1985,
2793736,NO,Norway,"",SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)",1964,
2712606,DK,Denmark,2401900,IS.AIR.PSGR,"Air transport, passengers carried",1974,
2726653,FI,Finland,"",EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),1966,
2850061,US,United States,7442678021424.52,NE.CON.TOTL.KD,Final consumption expenditure (constant 2015 US$),1987,
3018476,NO,Norway,"",SM.POP.IDPC,Internally displaced people (IDP) by country or territory of asylum / origin,2014,
3018037,NO,Norway,"",IC.FRM.FEMM.ZS,Firms with female top manager (% of firms),1993,
2982405,GB,United Kingdom,"",FX.OWN.TOTL.OL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",1974,
2551292,DK,Denmark,2444755166.75779,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",1983,
2834146,GB,United Kingdom,"",SH_UHC_FH40_IMPOV,"Proportion of population facing impoverishing out-of-pocket health expenditure, based on the societal poverty line (%)",1980,
2695649,DK,Denmark,1.26629971823603,GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue),1979,
2640920,FI,Finland,"",SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1970,
2388913,SE,Sweden,"",NV.AGR.TOTL.CN,"Agriculture, forestry, and fishing, value added (current LCU)",1961,
2883892,US,United States,"",DC.DAC.CZEL.CD,"Net bilateral aid flows from DAC donors, Czechia (current US$)",1987,
2987127,GB,United Kingdom,"",IQ.CPA.PUBS.XQ,CPIA public sector management and institutions cluster average (1=low to 6=high),1986,
2357625,SE,Sweden,"",TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)",1961,
2465161,SE,Sweden,"",SL.EMP.SMGT.FE.ZS,Female share of employment in senior and middle management (%),1985,
2541659,GB,United Kingdom,19524.6865159129,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1970,
2378862,US,United States,"",TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports),1967,
2520290,FI,Finland,10872.5143148955,NY.GNP.PCAP.CN,GNI per capita (current LCU),1984,
2777493,GB,United Kingdom,"",ST.INT.TVLX.CD,"International tourism, expenditures for travel items (current US$)",2021,
2532063,US,United States,"",SL.MNF.0714.FE.ZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",1986,
2695561,NO,Norway,"",DT.DOD.PVLX.EX.ZS,"Present value of external debt (% of exports of goods, services and primary income)",2002,
2598421,DK,Denmark,"",DT.TDS.DPPG.XP.ZS,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",2016,
2417933,SE,Sweden,0,SH.SGR.IRSK.ZS,Risk of impoverishing expenditure for surgical care (% of people at risk),2021,
2729188,US,United States,11.2,SL.UEM.1524.MA.NE.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",1962,
2599550,FI,Finland,"",DC.DAC.IRLL.CD,"Net bilateral aid flows from DAC donors, Ireland (current US$)",1983,
2640376,FI,Finland,30350156000,NY.TAX.NIND.KN,Taxes less subsidies on products (constant LCU),2015,
2396629,SE,Sweden,"",GE.PER.RNK.LOWER,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",1982,
2838815,NO,Norway,"",SE.SEC.TCAQ.UP.FE.ZS,"Trained teachers in upper secondary education, female (% of female teachers)",2010,
2833218,US,United States,46.8524974697259,ER.GDP.FWTL.M3.KD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",2021,
2780760,DK,Denmark,63869.8412492967,NY.GNP.PCAP.PP.KD,"GNI per capita, PPP (constant 2021 international $)",2016,
2345211,SE,Sweden,"",IQ.CPA.FINS.XQ,CPIA financial sector rating (1=low to 6=high),1998,
2323629,SE,Sweden,45.6369484082855,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1989,
2456757,SE,Sweden,"",BM.KLT.DINV.CD.WD,"Foreign direct investment, net outflows (BoP, current US$)",1969,
2723060,FI,Finland,25.5368517142324,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1992,
2344889,SE,Sweden,"",IQ.CPA.IRAI.XQ,IDA resource allocation index (1=low to 6=high),1967,
2547982,FI,Finland,2.54516161344941,TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports),2013,
2307684,FI,Finland,30947642864.56,NE.GDI.FTOT.KD,Gross fixed capital formation (constant 2015 US$),1992,
2527544,SE,Sweden,98.47397,SE.PRM.GINT.MA.ZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",1983,
2412513,US,United States,100610865,SP.POP.TOTL.FE.IN,"Population, female",1966,
2342650,SE,Sweden,"",DT.ODA.ODAT.XP.ZS,Net ODA received (% of central government expense),1998,
2388641,NO,Norway,"",VC.IDP.NWCV,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",2022,
2305306,SE,Sweden,0.96923156272926,SP.URB.GROW,Urban population growth (annual %),2008,
2839002,US,United States,0.475771312364975,AG.LND.ARBL.HA.PC,Arable land (hectares per person),2018,
2697187,GB,United Kingdom,"",SL.EMP.1524.SP.FE.NE.ZS,"Employment to population ratio, ages 15-24, female (%) (national estimate)",1981,
2866937,US,United States,"",IQ.CPA.PUBS.XQ,CPIA public sector management and institutions cluster average (1=low to 6=high),1968,
2510272,US,United States,6.71359764506109,SP.POP.0509.MA.5Y,"Population ages 05-09, male (% of male population)",2010,
2905012,US,United States,"",SH.XPD.PVTD.PP.CD,"Domestic private health expenditure per capita, PPP (current international $)",2024,
3382211,NO,Norway,0.657355349868255,VC.IHR.PSRC.FE.P5,"Intentional homicides, female (per 100,000 female)",2023,
2334798,SE,Sweden,"",per_lm_alllm.cov_pop_tot,Coverage of unemployment benefits and ALMP (% of population),1996,
2993304,GB,United Kingdom,"",DC.DAC.CZEL.CD,"Net bilateral aid flows from DAC donors, Czechia (current US$)",1986,
2407513,US,United States,"",IC.FRM.ENGM.ZS,Firms adopting energy management measures to reduce emissions (% of firms),1982,
2668937,DK,Denmark,"",GC.LBL.TOTL.CN,"Net incurrence of liabilities, total (current LCU)",1979,
2740684,NO,Norway,50.2516550139407,SP.POP.TOTL.FE.ZS,"Population, female (% of total population)",1970,
2941583,FI,Finland,"",SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population),1971,
2918478,FI,Finland,"",EG.CFT.ACCS.RU.ZS,"Access to clean fuels and technologies for cooking, rural (% of rural population)",1982,
2721119,DK,Denmark,"",SL.SLF.0714.MA.ZS,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",2014,
2609802,GB,United Kingdom,"",per_lm_alllm.ben_q1_tot,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),1994,
2347082,SE,Sweden,"",BX.GRT.TECH.CD.WD,"Technical cooperation grants (BoP, current US$)",1984,
2618298,GB,United Kingdom,"",per_allsp.adq_pop_tot,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),1981,
2504761,SE,Sweden,"",SE.TER.CUAT.BA.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",2004,
2371359,DK,Denmark,0.417847968961894,NY.ADJ.DNGY.GN.ZS,Adjusted savings: energy depletion (% of GNI),1990,
2457584,SE,Sweden,"",SG.DMK.ALLD.FN.ZS,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",1997,
2995917,GB,United Kingdom,"",IC.BRE.MC.P1,B-READY: Market Competition Pillar 1: Quality of Regulations that Promote Market Competition,2012,
2868591,US,United States,"",SE.COM.DURS,"Compulsory education, duration (years)",1990,
2379702,SE,Sweden,"",NV.SRV.TOTL.KN,"Services, value added (constant LCU)",1971,
2530593,FI,Finland,"",BX.GSR.INSF.ZS,"Insurance and financial services (% of service exports, BoP)",1974,
2726230,FI,Finland,48.4172606104123,SP.POP.TOTL.MA.ZS,"Population, male (% of total population)",1985,
2862186,US,United States,"",SL.UEM.NEET.ME.ZS,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",1969,
2924815,FI,Finland,"",per_lm_alllm.cov_q2_tot,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),1960,
2896071,US,United States,"",IQ.CPA.MACR.XQ,CPIA macroeconomic management rating (1=low to 6=high),1984,
2630168,NO,Norway,9.38798755049334,FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money),1989,
2537186,US,United States,"",SE.PRM.NENR.FE,"School enrollment, primary, female (% net)",2001,
2454094,SE,Sweden,"",SH.STA.FGMS.ZS,Female genital mutilation prevalence (%),1983,
2372839,FI,Finland,"",LP.LPI.TIME.XQ,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),1963,
2387554,SE,Sweden,84954860081.0251,NV.IND.TOTL.KD,"Industry (including construction), value added (constant 2015 US$)",1999,
3022831,NO,Norway,31.1694127486405,NY.GNS.ICTR.ZS,Gross savings (% of GDP),1981,
2912922,FI,Finland,"",SE.SEC.CMPT.LO.MA.ZS,"Lower secondary completion rate, male (% of relevant age group)",1973,
2505120,SE,Sweden,"",SH.STA.MALN.MA.ZS,"Prevalence of underweight, weight for age, male (% of children under 5)",1981,
2334856,DK,Denmark,38945000000,NY.GSR.NFCY.CN,Net primary income (Net income from abroad) (current LCU),2011,
2638379,GB,United Kingdom,1066450,SE.SEC.ENRL.VO,"Secondary education, vocational pupils",2003,
2925271,FI,Finland,"",SP.POP.TECH.RD.P6,Technicians in R&D (per million people),1974,
2781415,DK,Denmark,2101520255000,NY.GDP.MKTP.CN,GDP (current LCU),2016,
2848765,US,United States,"",DT.ODA.ODAT.GI.ZS,Net ODA received (% of gross capital formation),2001,
2409019,SE,Sweden,36.245447483867,TM.VAL.TRAN.ZS.WT,Transport services (% of commercial service imports),1980,
2459403,SE,Sweden,2840899,SP.POP.1564.MA.IN,"Population ages 15-64, male",1994,
2607078,DK,Denmark,"",GC.NFN.TOTL.GD.ZS,Net investment in nonfinancial assets (% of GDP),1968,
2775437,NO,Norway,"",CC.STD.ERR,Control of Corruption: Standard Error,1967,
2860722,NO,Norway,"",NV.FSM.TOTL.CN,Financial intermediary services indirectly Measured (FISIM) (current LCU),2008,
2585014,GB,United Kingdom,"",SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),1967,
2510484,US,United States,50.1,SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",1960,
2662586,NO,Norway,"",IE.PPI.ENGY.CD,Investment in energy with private participation (current US$),2010,
2672773,DK,Denmark,"",DC.DAC.TOTL.CD,"Net bilateral aid flows from DAC donors, Total (current US$)",2003,
2415187,SE,Sweden,"",SN.ITK.MSFI.ZS,Prevalence of moderate or severe food insecurity in the population (%),1999,
2436290,SE,Sweden,"",FX.OWN.TOTL.ZS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),1973,
2940982,FI,Finland,"",IT.NET.USER.FE.ZS,"Individuals using the Internet, female (% of female population)",1977,
3024475,NO,Norway,"",DT.TDS.DPPG.XP.ZS,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",1998,
3004924,NO,Norway,7.80811574747712,TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),2001,
2963820,FI,Finland,"",IS.RRS.TOTL.KM,Rail lines (total route-km),1978,
2819805,US,United States,15799448943.6363,NY.ADJ.DNGY.CD,Adjusted savings: energy depletion (current US$),2016,
2650289,NO,Norway,"",CC.NO.SRC,Control of Corruption: Number of Sources,1981,
2391465,US,United States,"",SE.PRM.ENRL,"Primary education, pupils",2009,
2995613,GB,United Kingdom,"",SE.LPV.PRIM.LD.MA,Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,1987,
2324040,DK,Denmark,"",CM.MKT.LCAP.GD.ZS,Market capitalization of listed domestic companies (% of GDP),1972,
2885087,US,United States,"",SH.STA.BASS.RU.ZS,"People using at least basic sanitation services, rural (% of rural population)",1999,
2785287,DK,Denmark,"",IC.BRE.BL.P3,B-READY: Business Location Pillar 3: Operational Efficiency of Establishing a Business Location,1987,
2388491,GB,United Kingdom,135,ER.FSH.AQUA.MT,Aquaculture production (metric tons),1961,
2853543,NO,Norway,"",SL.SRV.0714.FE.ZS,"Child employment in services, female (% of female economically active children ages 7-14)",1975,
2615293,DK,Denmark,"",EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),1963,
2591544,US,United States,"",SE.TER.ENRL.TC.ZS,"Pupil-teacher ratio, tertiary",1997,
2908068,US,United States,"",IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)",2003,
2537547,NO,Norway,"",DT.NFL.UNRW.CD,"Net official flows from UN agencies, UNRWA (current US$)",2015,
2855599,US,United States,"",AG.LND.TOTL.UR.K2,Urban land area (sq. km),1987,
2607303,DK,Denmark,2.51085,GB.XPD.RSDV.GD.ZS,Research and development expenditure (% of GDP),2003,
2771363,GB,United Kingdom,"",GC.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services),1968,
2420783,SE,Sweden,"",SH.STA.STNT.FE.ZS,"Prevalence of stunting, height for age, female (% of children under 5)",2015,
3006748,NO,Norway,"",NY.ADJ.DKAP.GN.ZS,Adjusted savings: consumption of fixed capital (% of GNI),1965,
2803654,GB,United Kingdom,"",IT.NET.BBND.P2,Fixed broadband subscriptions (per 100 people),1968,
2458964,SE,Sweden,6.895,SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)",2006,
2508220,GB,United Kingdom,"",FB.CBK.DPTR.P3,"Depositors with commercial banks (per 1,000 adults)",2019,
2373346,SE,Sweden,"",DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)",1985,
2690646,DK,Denmark,30961366433.7695,NE.EXP.GNFS.KD,Exports of goods and services (constant 2015 US$),1976,
2814871,GB,United Kingdom,"",SE.SEC.TCAQ.ZS,Trained teachers in secondary education (% of total teachers),1984,
2557936,SE,Sweden,82767341.61,BM.TRF.PWKR.CD.DT,"Personal remittances, paid (current US$)",1980,
3002451,NO,Norway,"",SE.LPV.PRIM.FE,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),2003,
2537588,NO,Norway,"",DT.NFL.UNRW.CD,"Net official flows from UN agencies, UNRWA (current US$)",1974,
2515638,SE,Sweden,"",DC.DAC.CZEL.CD,"Net bilateral aid flows from DAC donors, Czechia (current US$)",1988,
2522458,FI,Finland,17.7324243976749,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",1998,
2723064,FI,Finland,"",SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
3016150,NO,Norway,"",DC.DAC.DNKL.CD,"Net bilateral aid flows from DAC donors, Denmark (current US$)",1984,
2317488,SE,Sweden,"",SE.PRM.UNER.MA.ZS,"Children out of school, male (% of male primary school age)",2007,
2795252,NO,Norway,"",SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",1992,
2385696,NO,Norway,"",VA.PER.RNK,Voice and Accountability: Percentile Rank,1999,
2536705,SE,Sweden,"",IC.BRE.FS.P1,B-READY: Financial Services Pillar 1: Quality of Regulations for Financial Services,1974,
2520206,FI,Finland,"",VC.BTL.DETH,Battle-related deaths (number of people),2003,
3023749,NO,Norway,8.76300412815026,NY.GDP.DEFL.KD.ZG.AD,"Inflation, GDP deflator: linked series (annual %)",2005,
2460448,SE,Sweden,"",SL.UEM.1524.MA.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",1966,
2920664,FI,Finland,"",IC.BRE.MC.OS,B-READY: Market Competition: Overall Score,2019,
2687763,DK,Denmark,9958899778.69112,MS.MIL.XPND.CD,Military expenditure (current USD),2024,
3005104,NO,Norway,3434359,SP.POP.1564.TO,"Population ages 15-64, total",2016,
2567551,SE,Sweden,52.86663,SE.SEC.ENRL.FE.ZS,"Secondary education, pupils (% female)",2003,
2488181,SE,Sweden,"",EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),1966,
2857893,GB,United Kingdom,"",GC.TAX.IMPT.ZS,Customs and other import duties (% of tax revenue),1999,
2680945,DK,Denmark,19.5293473124728,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",1981,
2880389,US,United States,"",SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49),1972,
2621589,NO,Norway,"",DT.NFL.CERF.CD,"Net official flows from UN agencies, CERF (current US$)",1991,
3017751,NO,Norway,"",SL.WAG.0714.ZS,"Children in employment, wage workers (% of children in employment, ages 7-14)",2013,
2819766,US,United States,48.3522551073663,NV.MNF.OTHR.ZS.UN,Other manufacturing (% of value added in manufacturing),1990,
2855586,US,United States,165933.172326772,AG.LND.TOTL.UR.K2,Urban land area (sq. km),2000,
2960065,FI,Finland,100,RL.PER.RNK,Rule of Law: Percentile Rank,2019,
2620731,GB,United Kingdom,1.86208029652875,TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports),2007,
2578184,SE,Sweden,1792946279000,NY.GDP.FCST.KN,Gross value added at basic prices (GVA) (constant LCU),1977,
2937360,FI,Finland,"",SH_UHC_FH40,Proportion of population facing financial hardship due to out-of-pocket health expenditure (%),1975,
2631005,DK,Denmark,"",GE.EST,Government Effectiveness: Estimate,1986,
2926870,NO,Norway,46.35,TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)",2004,
2937637,FI,Finland,2352700,AG.LND.ARBL.HA,Arable land (hectares),1981,
2481770,NO,Norway,"",SH.XPD.EHEX.PP.CD,"External health expenditure per capita, PPP (current international $)",1961,
2367349,DK,Denmark,"",IQ.CPA.FINQ.XQ,CPIA quality of budgetary and financial management rating (1=low to 6=high),1992,
2664568,NO,Norway,"",NY.ADJ.DPEM.GN.ZS,Adjusted savings: particulate emission damage (% of GNI),1983,
2661155,GB,United Kingdom,"",EN.POP.EL5M.RU.ZS,Rural population living in areas where elevation is below 5 meters (% of total population),1972,
2717414,FI,Finland,"",SI.POV.MPUN,Multidimensional poverty headcount ratio (UNDP) (% of population),1978,
2946854,FI,Finland,0.646746,DC.ODA.TOTL.GN.ZS,"Net ODA provided, total (% of GNI)",1990,
2679480,DK,Denmark,64.819835482271,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2005,
2444521,SE,Sweden,322.882891768274,AG.CON.FERT.PT.ZS,Fertilizer consumption (% of fertilizer production),2003,
2570689,SE,Sweden,96.547981262207,SE.PRM.PRS5.ZS,"Persistence to grade 5, total (% of cohort)",1973,
2461769,SE,Sweden,22.7000007629394,SE.SEC.CUAT.PO.FE.ZS,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",1994,
2343249,SE,Sweden,3652216982630.56,NY.GDY.TOTL.KN,Gross domestic income (constant LCU),2003,
2989779,GB,United Kingdom,"",DT.NFL.PCBO.CD,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",1960,
2725159,FI,Finland,"",DT.NFL.UNCF.CD,"Net official flows from UN agencies, UNICEF (current US$)",1967,
2666162,DK,Denmark,34.9773905428147,GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP),2019,
2954201,FI,Finland,7427032082.40909,BN.FIN.TOTL.CD,"Net financial account (BoP, current US$)",2006,
2876465,US,United States,132497000000,TM.VAL.MRCH.CD.WT,Merchandise imports (current US$),1976,
2946625,FI,Finland,"",DT.NFL.PRVT.CD,"PPG, private creditors (NFL, US$)",1984,
2583269,NO,Norway,"",DT.NFL.UNEC.CD,"Net official flows from UN agencies, UNECE (current US$)",1995,
2395596,SE,Sweden,219257723594.666,NE.EXP.GNFS.CD,Exports of goods and services (current US$),2015,
2364930,SE,Sweden,26.5412299506534,SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)",2002,
2530743,SE,Sweden,1.35524896552353,NY.GNP.MKTP.KD.ZG,GNI growth (annual %),1996,
