ministry_code,committee,decision_type,decision_quarter,decision_year,quarter_num,total_proposals,approved_proposals,rejected_proposals,referred_back_proposals,committee_referral_proposals,other_decisions,approval_rate,rejection_rate,committee_referral_rate,earliest_proposal_date,latest_proposal_date
S," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-22,2005-03-22
M, Bifall,Acklamation,2013-04-01 00:00:00+00,2013,2,1,1,0,0,0,0,100.00,0.00,0.00,2013-05-27,2013-05-27
JU, Bifall,Acklamation,2006-01-01 00:00:00+00,2006,1,20,20,0,0,0,0,100.00,0.00,0.00,2006-02-08,2006-03-29
Socialdepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,4,0,0,0,4,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Finansdepartementet,BifallDelvis,"",2023-10-01 00:00:00+00,2023,4,1,1,0,0,0,0,100.00,0.00,0.00,2023-12-19,2023-12-19
Justitiedepartementet,Bifall,"",2014-04-01 00:00:00+00,2014,2,3,3,0,0,0,0,100.00,0.00,0.00,2014-05-27,2014-06-26
Finansdepartementet,Bifall,"",2024-01-01 00:00:00+00,2024,1,3,3,0,0,0,0,100.00,0.00,0.00,2024-03-19,2024-03-19
S, Delvis bifall,Röstning,2007-10-01 00:00:00+00,2007,4,1,1,0,0,0,0,100.00,0.00,0.00,2007-10-24,2007-10-24
L, Bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,2,2,0,0,0,0,100.00,0.00,0.00,2011-10-25,2011-12-29
JU," Bifall,  Bifall",Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-11-03,2004-11-03
KUD t.o.m. -04," Bifall,  Bifall",Acklamation,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-09-09,2004-09-09
JU, Delvis bifall,Röstning,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-02-19,2003-02-19
S, Bifall,Röstning,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-02-14,2006-02-14
JU, Bifall,Röstning,2008-07-01 00:00:00+00,2008,3,2,2,0,0,0,0,100.00,0.00,0.00,2008-09-16,2008-09-17
IJ, Bifall,Röstning,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-03-17,2009-03-17
UD," Bifall,  Bifall",Acklamation,2005-04-01 00:00:00+00,2005,2,1,1,0,0,0,0,100.00,0.00,0.00,2005-05-31,2005-05-31
L, Delvis bifall,Acklamation,2012-04-01 00:00:00+00,2012,2,1,1,0,0,0,0,100.00,0.00,0.00,2012-04-04,2012-04-04
Ju, Bifall,Acklamation,2013-04-01 00:00:00+00,2013,2,10,10,0,0,0,0,100.00,0.00,0.00,2013-04-10,2013-06-26
JU, Bifall,Acklamation,2008-07-01 00:00:00+00,2008,3,4,4,0,0,0,0,100.00,0.00,0.00,2008-09-16,2008-09-30
Klimat- och näringslivsdepartementet,Bifall,"",2025-01-01 00:00:00+00,2025,1,3,3,0,0,0,0,100.00,0.00,0.00,2025-02-10,2025-03-18
U," Bifall,  Bifall",Acklamation,2014-01-01 00:00:00+00,2014,1,2,2,0,0,0,0,100.00,0.00,0.00,2014-03-18,2014-03-18
Försvarsdepartementet,avslag,"",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Försvarsdepartementet,bifall,"",2000-01-01 00:00:00+00,2000,1,2,0,0,0,2,0,0.00,0.00,100.00,2000-01-01,2000-01-01
S," Bifall,  Delvis bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-22,2006-03-22
U t.o.m. 1 jan-07, Bifall,Acklamation,2005-07-01 00:00:00+00,2005,3,1,1,0,0,0,0,100.00,0.00,0.00,2005-09-30,2005-09-30
Finansdepartementet,Bifall,"",2014-04-01 00:00:00+00,2014,2,1,1,0,0,0,0,100.00,0.00,0.00,2014-06-10,2014-06-10
N, Delvis bifall,Röstning,2007-10-01 00:00:00+00,2007,4,1,1,0,0,0,0,100.00,0.00,0.00,2007-11-06,2007-11-06
FI," Bifall,  Bifall",Röstning,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-10-06,2008-10-06
Miljö- och energidepartementet,Bifall,"",2016-01-01 00:00:00+00,2016,1,2,2,0,0,0,0,100.00,0.00,0.00,2016-01-01,2016-02-25
FI," Bifall,  Bifall,  Bifall,  Delvis bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-17,2004-03-17
UD, Bifall,Acklamation,2013-04-01 00:00:00+00,2013,2,1,1,0,0,0,0,100.00,0.00,0.00,2013-06-04,2013-06-04
"", Bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-01-01,2007-01-01
Kulturdepartementet,Bifall,"",2018-01-01 00:00:00+00,2018,1,1,1,0,0,0,0,100.00,0.00,0.00,2018-02-22,2018-02-22
JU, Bifall,Röstning,2006-01-01 00:00:00+00,2006,1,4,4,0,0,0,0,100.00,0.00,0.00,2006-02-23,2006-03-21
FI, Bifall,Acklamation,2002-10-01 00:00:00+00,2002,4,3,3,0,0,0,0,100.00,0.00,0.00,2002-10-14,2002-10-31
Justitiedepartementet,Bifall,"",2020-01-01 00:00:00+00,2020,1,5,5,0,0,0,0,100.00,0.00,0.00,2020-02-25,2020-03-10
Socialdepartementet,Bifall,"",2025-07-01 00:00:00+00,2025,3,3,3,0,0,0,0,100.00,0.00,0.00,2025-09-16,2025-09-18
U, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,2,2,0,0,0,0,100.00,0.00,0.00,2009-02-12,2009-03-16
FI,"","",2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-02-08,2012-02-08
FI, Delvis bifall,Acklamation,2006-04-01 00:00:00+00,2006,2,1,1,0,0,0,0,100.00,0.00,0.00,2006-04-18,2006-04-18
Fö, Bifall,Röstning,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-03-20,2012-03-20
Kru, Delvis bifall,Acklamation,2012-10-01 00:00:00+00,2012,4,1,1,0,0,0,0,100.00,0.00,0.00,2012-11-01,2012-11-01
U, Delvis bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-03-17,2009-03-17
Näringsdepartementet, Bifall,Röstning,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-12-12,2002-12-12
Justitiedepartementet,Delvis bifall,"",2016-10-01 00:00:00+00,2016,4,1,1,0,0,0,0,100.00,0.00,0.00,2016-11-29,2016-11-29
Utbildningsdepartementet,Bifall,"",2021-01-01 00:00:00+00,2021,1,2,2,0,0,0,0,100.00,0.00,0.00,2021-03-17,2021-03-18
S," Delvis bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall",Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-03-18,2003-03-18
JU," Bifall,  Avslag",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-21,2006-03-21
UD, Delvis bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,1,1,0,0,0,0,100.00,0.00,0.00,2010-04-14,2010-04-14
S, Bifall,Röstning,2010-10-01 00:00:00+00,2010,4,1,1,0,0,0,0,100.00,0.00,0.00,2010-11-03,2010-11-03
Ku, Bifall,Acklamation,2011-01-01 00:00:00+00,2011,1,1,1,0,0,0,0,100.00,0.00,0.00,2011-03-16,2011-03-16
JU, Bifall,Röstning,2004-04-01 00:00:00+00,2004,2,3,3,0,0,0,0,100.00,0.00,0.00,2004-04-02,2004-06-01
"", Bifall,Acklamation,2011-01-01 00:00:00+00,2011,1,1,1,0,0,0,0,100.00,0.00,0.00,2011-01-01,2011-01-01
Finansdepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,12,0,0,0,12,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Klimat- och näringslivsdepartementet,Bifall,"",2025-07-01 00:00:00+00,2025,3,4,4,0,0,0,0,100.00,0.00,0.00,2025-07-01,2025-09-02
Arbetsmarknadsdepartementet,Bifall,"",2025-04-01 00:00:00+00,2025,2,1,1,0,0,0,0,100.00,0.00,0.00,2025-05-20,2025-05-20
FI," Bifall,  Bifall,  Bifall",Acklamation,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-10-29,2003-10-29
FI, Bifall,Röstning,2012-04-01 00:00:00+00,2012,2,1,1,0,0,0,0,100.00,0.00,0.00,2012-04-13,2012-04-13
N, Bifall,Röstning,2009-07-01 00:00:00+00,2009,3,2,2,0,0,0,0,100.00,0.00,0.00,2009-09-21,2009-09-29
M, Bifall,Acklamation,2009-10-01 00:00:00+00,2009,4,2,2,0,0,0,0,100.00,0.00,0.00,2009-10-07,2009-12-15
UD, Bifall,Röstning,2011-07-01 00:00:00+00,2011,3,1,1,0,0,0,0,100.00,0.00,0.00,2011-09-15,2011-09-15
N, Bifall,Acklamation,2012-10-01 00:00:00+00,2012,4,3,3,0,0,0,0,100.00,0.00,0.00,2012-10-15,2012-11-12
M t.o.m. -04, Bifall,Röstning,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-04-02,2004-04-02
Utbildningsdepartementet,Bifall,"",2017-10-01 00:00:00+00,2017,4,1,1,0,0,0,0,100.00,0.00,0.00,2017-11-28,2017-11-28
UD, Bifall,Röstning,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-04-15,2004-04-15
FI, Bifall,Röstning,2009-04-01 00:00:00+00,2009,2,3,3,0,0,0,0,100.00,0.00,0.00,2009-04-16,2009-06-16
JO," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-02-05,2003-02-05
Ju, Delvis bifall,Acklamation,2010-10-01 00:00:00+00,2010,4,1,1,0,0,0,0,100.00,0.00,0.00,2010-10-25,2010-10-25
JU," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-10,2004-03-10
Ku, Bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,1,1,0,0,0,0,100.00,0.00,0.00,2010-06-01,2010-06-01
UD, Bifall,Acklamation,2014-04-01 00:00:00+00,2014,2,1,1,0,0,0,0,100.00,0.00,0.00,2014-04-08,2014-04-08
S," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-02-19,2004-02-19
JU," Bifall,  Bifall,  Delvis bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-21,2006-03-21
M  t.o.m. 1 jan-07, Bifall,Acklamation,2006-01-01 00:00:00+00,2006,1,7,7,0,0,0,0,100.00,0.00,0.00,2006-02-08,2006-03-22
S," Bifall,  Bifall",Acklamation,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-12-19,2006-12-19
Justitiedepartementet,Bifall,"",2023-01-01 00:00:00+00,2023,1,3,3,0,0,0,0,100.00,0.00,0.00,2023-03-14,2023-03-14
FI, Delvis bifall,Acklamation,2007-04-01 00:00:00+00,2007,2,1,1,0,0,0,0,100.00,0.00,0.00,2007-06-19,2007-06-19
FI," Bifall,  Delvis bifall",Acklamation,2011-01-01 00:00:00+00,2011,1,1,1,0,0,0,0,100.00,0.00,0.00,2011-03-30,2011-03-30
JU," Bifall,  Bifall",Acklamation,2008-01-01 00:00:00+00,2008,1,1,1,0,0,0,0,100.00,0.00,0.00,2008-03-11,2008-03-11
Arbetsmarknadsdepartementet,Bifall,"",2018-04-01 00:00:00+00,2018,2,1,1,0,0,0,0,100.00,0.00,0.00,2018-04-05,2018-04-05
S, Bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,2,2,0,0,0,0,100.00,0.00,0.00,2010-04-15,2010-06-01
FI, Bifall,Acklamation,2006-01-01 00:00:00+00,2006,1,7,7,0,0,0,0,100.00,0.00,0.00,2006-03-01,2006-03-30
UD, Bifall,Acklamation,2013-01-01 00:00:00+00,2013,1,2,2,0,0,0,0,100.00,0.00,0.00,2013-03-20,2013-03-20
U, Bifall,Acklamation,2013-04-01 00:00:00+00,2013,2,3,3,0,0,0,0,100.00,0.00,0.00,2013-04-05,2013-05-13
JU, Bifall,Acklamation,2008-01-01 00:00:00+00,2008,1,6,6,0,0,0,0,100.00,0.00,0.00,2008-01-07,2008-03-18
FI, Bifall,Acklamation,2008-10-01 00:00:00+00,2008,4,9,9,0,0,0,0,100.00,0.00,0.00,2008-10-07,2008-10-28
"", Bifall,Acklamation,2012-07-01 00:00:00+00,2012,3,2,2,0,0,0,0,100.00,0.00,0.00,2012-07-04,2012-09-20
Miljö- och energidepartementet,Bifall,"",2015-07-01 00:00:00+00,2015,3,1,1,0,0,0,0,100.00,0.00,0.00,2015-09-22,2015-09-22
Justitiedepartementet,Delvis bifall,"",2016-04-01 00:00:00+00,2016,2,1,1,0,0,0,0,100.00,0.00,0.00,2016-04-11,2016-04-11
Justitiedepartementet,Avslag,"",2021-04-01 00:00:00+00,2021,2,1,0,1,0,0,0,0.00,100.00,0.00,2021-04-15,2021-04-15
UD, Bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,1,1,0,0,0,0,100.00,0.00,0.00,2011-12-20,2011-12-20
Näringsdepartementet, Bifall,Acklamation,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-05-19,2004-05-19
A,"","",2012-10-01 00:00:00+00,2012,4,1,1,0,0,0,0,100.00,0.00,0.00,2012-10-23,2012-10-23
FI,"","",2014-01-01 00:00:00+00,2014,1,1,1,0,0,0,0,100.00,0.00,0.00,2014-03-11,2014-03-11
S, Bifall,Uppresning,2014-01-01 00:00:00+00,2014,1,1,1,0,0,0,0,100.00,0.00,0.00,2014-03-18,2014-03-18
N, Bifall,Röstning,2013-04-01 00:00:00+00,2013,2,3,3,0,0,0,0,100.00,0.00,0.00,2013-05-21,2013-06-17
Finansdepartementet,Bifall,"",2023-10-01 00:00:00+00,2023,4,6,6,0,0,0,0,100.00,0.00,0.00,2023-10-03,2023-12-19
N, Bifall,Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-03-20,2003-03-20
Fö," Delvis bifall,  Delvis bifall",Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-08,2007-03-08
FI, Bifall,Röstning,2007-01-01 00:00:00+00,2007,1,4,4,0,0,0,0,100.00,0.00,0.00,2007-03-20,2007-03-28
FI," Bifall,  Bifall,  Bifall",Acklamation,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-06-09,2004-06-09
JU, Delvis bifall,Acklamation,2009-04-01 00:00:00+00,2009,2,1,1,0,0,0,0,100.00,0.00,0.00,2009-04-15,2009-04-15
A, Bifall,Röstning,2008-04-01 00:00:00+00,2008,2,2,2,0,0,0,0,100.00,0.00,0.00,2008-05-05,2008-05-05
Socialdepartementet,Bifall,"",2017-07-01 00:00:00+00,2017,3,4,4,0,0,0,0,100.00,0.00,0.00,2017-07-05,2017-09-26
Utrikesdepartementet,Bifall,"",2025-01-01 00:00:00+00,2025,1,3,3,0,0,0,0,100.00,0.00,0.00,2025-03-06,2025-03-18
Socialdepartementet,bifall,"",2000-01-01 00:00:00+00,2000,1,4,0,0,0,4,0,0.00,0.00,100.00,2000-01-01,2000-01-01
Ku, Bifall,Acklamation,2013-04-01 00:00:00+00,2013,2,1,1,0,0,0,0,100.00,0.00,0.00,2013-04-04,2013-04-04
Arbetsmarknadsdepartementet,Bifall,"",2015-01-01 00:00:00+00,2015,1,1,1,0,0,0,0,100.00,0.00,0.00,2015-03-17,2015-03-17
Näringsdepartementet,Bifall,"",2016-10-01 00:00:00+00,2016,4,3,3,0,0,0,0,100.00,0.00,0.00,2016-10-11,2016-11-22
JO, Delvis bifall,Röstning,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-12-03,2003-12-03
FI,Bifall,"",2012-07-01 00:00:00+00,2012,3,1,0,0,0,1,0,0.00,0.00,100.00,2012-07-09,2012-07-09
UD, Delvis bifall,Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-12-14,2004-12-14
Finansdepartementet,Bifall,"",2000-01-01 00:00:00+00,2000,1,2,0,0,0,2,0,0.00,0.00,100.00,2000-01-01,2000-01-01
N, Bifall,Röstning,2010-10-01 00:00:00+00,2010,4,2,2,0,0,0,0,100.00,0.00,0.00,2010-10-20,2010-10-25
N," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-22,2006-03-22
Ju," Bifall,  Bifall,  Bifall",Acklamation,2011-04-01 00:00:00+00,2011,2,2,2,0,0,0,0,100.00,0.00,0.00,2011-04-14,2011-04-14
A, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,2,2,0,0,0,0,100.00,0.00,0.00,2014-03-11,2014-03-20
S," Bifall,  Bifall,  Bifall",Röstning,2008-04-01 00:00:00+00,2008,2,1,1,0,0,0,0,100.00,0.00,0.00,2008-04-07,2008-04-07
Arbetsmarknadsdepartementet,Bifall,"",2017-04-01 00:00:00+00,2017,2,1,1,0,0,0,0,100.00,0.00,0.00,2017-04-06,2017-04-06
U, Bifall,Röstning,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-11-13,2008-11-13
FI, Bifall,Acklamation,2003-01-01 00:00:00+00,2003,1,3,3,0,0,0,0,100.00,0.00,0.00,2003-02-17,2003-03-17
IJ," Bifall,  Bifall,  Bifall,  Delvis bifall",Acklamation,2008-01-01 00:00:00+00,2008,1,1,1,0,0,0,0,100.00,0.00,0.00,2008-03-12,2008-03-12
Utbildningsdepartementet,Bifall,"",2015-10-01 00:00:00+00,2015,4,1,1,0,0,0,0,100.00,0.00,0.00,2015-12-22,2015-12-22
FI, Bifall,Acklamation,2007-10-01 00:00:00+00,2007,4,6,6,0,0,0,0,100.00,0.00,0.00,2007-10-22,2007-12-18
FI, Delvis bifall,Röstning,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-02,2006-03-02
U t.o.m. -04, Bifall,Röstning,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-09-16,2004-09-16
UD, Bifall,Acklamation,2011-04-01 00:00:00+00,2011,2,1,1,0,0,0,0,100.00,0.00,0.00,2011-04-13,2011-04-13
Justitiedepartementet,Bifall,"",2024-01-01 00:00:00+00,2024,1,5,5,0,0,0,0,100.00,0.00,0.00,2024-03-19,2024-03-21
UD, Bifall,Acklamation,2005-04-01 00:00:00+00,2005,2,2,2,0,0,0,0,100.00,0.00,0.00,2005-05-24,2005-05-31
S, Bifall,Acklamation,2010-10-01 00:00:00+00,2010,4,2,2,0,0,0,0,100.00,0.00,0.00,2010-11-16,2010-12-21
Kulturdepartementet,Bifall,"",2016-10-01 00:00:00+00,2016,4,1,1,0,0,0,0,100.00,0.00,0.00,2016-11-01,2016-11-01
Infrastrukturdepartementet,Bifall,"",2020-01-01 00:00:00+00,2020,1,2,2,0,0,0,0,100.00,0.00,0.00,2020-03-03,2020-03-12
JU," Bifall,  Delvis bifall,  Delvis bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall,  Delvis bifall,  Delvis bifall",Acklamation,2003-07-01 00:00:00+00,2003,3,1,1,0,0,0,0,100.00,0.00,0.00,2003-09-30,2003-09-30
Ju," Bifall,  Bifall",Acklamation,2014-01-01 00:00:00+00,2014,1,1,1,0,0,0,0,100.00,0.00,0.00,2014-01-20,2014-01-20
FI, Bifall,Röstning,2007-04-01 00:00:00+00,2007,2,1,1,0,0,0,0,100.00,0.00,0.00,2007-04-16,2007-04-16
JU, Bifall,Röstning,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-12-03,2008-12-03
FI, Bifall,Röstning,2008-01-01 00:00:00+00,2008,1,4,4,0,0,0,0,100.00,0.00,0.00,2008-01-30,2008-03-18
Utrikesdepartementet,Bifall,"",2001-01-01 00:00:00+00,2001,1,2,0,0,0,2,0,0.00,0.00,100.00,2001-01-01,2001-01-01
JU," Bifall,  Bifall",Acklamation,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-03-11,2009-03-11
Utrikesdepartementet,Bifall,"",2014-10-01 00:00:00+00,2014,4,3,3,0,0,0,0,100.00,0.00,0.00,2014-11-06,2014-12-18
Fö, Bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,1,1,0,0,0,0,100.00,0.00,0.00,2011-11-02,2011-11-02
Justitiedepartementet, Bifall,Acklamation,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-11-28,2002-11-28
FI, Delvis bifall,Acklamation,2007-10-01 00:00:00+00,2007,4,1,1,0,0,0,0,100.00,0.00,0.00,2007-10-30,2007-10-30
U t.o.m. 1 jan-07, Bifall,Acklamation,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-11-07,2006-11-07
Justitiedepartementet,Bifall,"",2001-07-01 00:00:00+00,2001,3,1,0,0,0,1,0,0.00,0.00,100.00,2001-09-27,2001-09-27
FI, Delvis bifall,Röstning,2004-04-01 00:00:00+00,2004,2,2,2,0,0,0,0,100.00,0.00,0.00,2004-04-28,2004-05-28
Näringsdepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,6,0,0,0,6,0,0.00,0.00,100.00,2001-01-01,2001-01-01
M t.o.m. -04,Bifall,"",2002-01-01 00:00:00+00,2002,1,2,0,0,0,2,0,0.00,0.00,100.00,2002-03-12,2002-03-21
Socialdepartementet,Bifall,"",2022-01-01 00:00:00+00,2022,1,1,1,0,0,0,0,100.00,0.00,0.00,2022-02-15,2022-02-15
Utbildningsdepartementet,Bifall,"",2016-10-01 00:00:00+00,2016,4,3,3,0,0,0,0,100.00,0.00,0.00,2016-11-07,2016-11-28
JO, Bifall,Acklamation,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-10-28,2008-10-28
U t.o.m. 1 jan-07, Bifall,Röstning,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-22,2005-03-22
M, Bifall,Röstning,2010-01-01 00:00:00+00,2010,1,2,2,0,0,0,0,100.00,0.00,0.00,2010-01-07,2010-03-23
Fö, Bifall,Acklamation,2008-01-01 00:00:00+00,2008,1,1,1,0,0,0,0,100.00,0.00,0.00,2008-03-18,2008-03-18
Ku, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,1,1,0,0,0,0,100.00,0.00,0.00,2014-03-04,2014-03-04
FI, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,15,15,0,0,0,0,100.00,0.00,0.00,2014-01-21,2014-03-31
FI, Delvis bifall,Acklamation,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-28,2006-03-28
M  t.o.m. 1 jan-07," Bifall,  Bifall",Acklamation,2006-01-01 00:00:00+00,2006,1,2,2,0,0,0,0,100.00,0.00,0.00,2006-02-08,2006-03-21
Fö,"",Acklamation,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-09-24,2004-09-24
S," Bifall,  Bifall",Röstning,2008-07-01 00:00:00+00,2008,3,1,1,0,0,0,0,100.00,0.00,0.00,2008-09-30,2008-09-30
A, Bifall,Acklamation,2007-04-01 00:00:00+00,2007,2,2,2,0,0,0,0,100.00,0.00,0.00,2007-04-12,2007-06-01
A, Bifall,Röstning,2012-10-01 00:00:00+00,2012,4,1,1,0,0,0,0,100.00,0.00,0.00,2012-12-27,2012-12-27
N, Bifall,Acklamation,2011-01-01 00:00:00+00,2011,1,9,9,0,0,0,0,100.00,0.00,0.00,2011-01-24,2011-03-31
Ju, Bifall,Röstning,2013-01-01 00:00:00+00,2013,1,2,2,0,0,0,0,100.00,0.00,0.00,2013-02-13,2013-03-12
FI, Bifall,Acklamation,2005-01-01 00:00:00+00,2005,1,6,6,0,0,0,0,100.00,0.00,0.00,2005-01-17,2005-03-14
UD, Bifall,Acklamation,2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-11-03,2005-11-03
Miljödepartementet,Bifall,"",2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0,0.00,0.00,100.00,2002-01-17,2002-01-17
Socialdepartementet,Bifall,"",2018-04-01 00:00:00+00,2018,2,2,2,0,0,0,0,100.00,0.00,0.00,2018-04-06,2018-06-27
Fö," Bifall,  Bifall",Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-02-14,2007-02-14
N, Bifall,Acklamation,2009-07-01 00:00:00+00,2009,3,2,2,0,0,0,0,100.00,0.00,0.00,2009-07-16,2009-08-25
N, Delvis bifall,Acklamation,2008-10-01 00:00:00+00,2008,4,1,1,0,0,0,0,100.00,0.00,0.00,2008-12-17,2008-12-17
JU," Bifall,  Bifall",Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-01-21,2003-01-21
JO," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Röstning,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-05-28,2003-05-28
N,"",Acklamation,2005-07-01 00:00:00+00,2005,3,1,1,0,0,0,0,100.00,0.00,0.00,2005-07-07,2005-07-07
S, Bifall,Röstning,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-10,2004-03-10
Socialdepartementet,Bifall,"",2017-01-01 00:00:00+00,2017,1,9,9,0,0,0,0,100.00,0.00,0.00,2017-01-31,2017-03-28
JU," Bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall,  Bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,1,1,0,0,0,0,100.00,0.00,0.00,2005-03-22,2005-03-22
S," Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall",Acklamation,2007-04-01 00:00:00+00,2007,2,1,1,0,0,0,0,100.00,0.00,0.00,2007-05-30,2007-05-30
FI, Bifall,Acklamation,2014-04-01 00:00:00+00,2014,2,3,3,0,0,0,0,100.00,0.00,0.00,2014-04-01,2014-04-29
FI, Bifall,Acklamation,2012-01-01 00:00:00+00,2012,1,3,3,0,0,0,0,100.00,0.00,0.00,2012-02-28,2012-03-19
FI, Bifall,Röstning,2003-10-01 00:00:00+00,2003,4,3,3,0,0,0,0,100.00,0.00,0.00,2003-10-22,2003-12-17
