embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male
GZ01MJU9,2,2729573,MJU9,2011/12,Havsmiljö m.m.,Skydd för Vättern,0,MJU,2011-12-21,2011-12-22,00AAB8BA-A15F-4D50-8969-97D42AB72D9F,röstning,"""S"",""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,MJU9,2011-12-21,1963,349,179,144,0,26,t,f,51.29,41.26,7.45,0.00,55.30
H001NU14,1,2825508,NU14,2012/13,Mineralpolitiska frågor,Mineralersättningens utformning,0,NU,2013-03-12,2013-03-12,4EA18B9E-687D-4057-B70C-C90D8F42A511,röstning,"""MP"",""V""",1,utskottet,MOTIVFRÅGAN,HUVUD,NU14,2013-03-12,1963,349,144,86,58,61,t,f,41.26,24.64,17.48,16.62,56.73
GT01SfU2,7,2293960,SfU2,2005/06,Anslag inom utgiftsområde 8 Invandrare och flyktingar,Tillsyn av tolkförmedlingarna,0,SFU,2005-11-15,2005-11-25,4D20E063-D5CA-4662-8F37-61312C9C73B0,röstning,"""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,SfU2,2005-11-15,1954,349,253,37,0,59,t,f,72.49,10.60,16.91,0.00,54.44
GW01KU18,1,2222051,KU18,2008/09,Tryck- och yttrandefrihetsfrågor,Utbildning om meddelarskydd för offentligt anställda,0,KU,2009-03-17,2009-03-17,8CF3C731-2918-4757-95EF-9CA5AD82FF91,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,KU18,2009-03-17,1959,349,247,18,0,84,t,f,70.77,5.16,24.07,0.00,51.86
GS01NU3,17,2222709,NU3,2004/05,Utgiftsområde 21 Energi,Svenska kraftnäts investeringsplan,0,NU,2004-11-25,2006-03-15,4EADCBF3-443D-11D9-AE82-0004755038E0,röstning,"""mp""",30,utskottet,SAKFRÅGAN,HUVUD,NU3,2004-11-25,1954,349,298,16,1,34,t,f,85.39,4.58,9.74,0.29,53.30
GZ01JuU4,1,2719963,JuU4,2011/12,Lagring av trafikuppgifter för brottsbekämpande ändamål –Kommissionens utvärderingsrapport om direktiv 2006/24/EG,Lagring av trafikuppgifter för brottsbekämpande ändamål - Kommissionens utvärderingsrapport om direktiv 2006/24/EG,0,JUU,2011-11-14,2011-11-14,861BA6A0-5DD2-4116-A4F8-BC8E1C8EB952,röstning,"""MP"",""V""",1,utskottet,MOTIVFRÅGAN,HUVUD,JuU4,2011-11-14,1963,349,240,36,21,52,t,f,68.77,10.32,14.90,6.02,54.73
GW01SoU21,1,2222124,SoU21,2008/09,Omreglering av apoteksmarknaden,Avslag på propositionen,0,SOU,2009-04-23,2009-04-23,893A704E-5077-4F0D-8B5B-72AAAE81569B,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SoU21,2009-04-23,1958,349,134,128,0,87,t,f,38.40,36.68,24.93,0.00,52.15
GZ01NU1,1,2720026,NU1,2011/12,Utgiftsområde 24 Näringsliv,Näringspolitikens inriktning,0,NU,2011-12-09,2011-12-09,49EF0499-343A-4B32-94F8-C8D499AE19D6,röstning,"""MP""",4,utskottet,SAKFRÅGAN,HUVUD,NU1,2011-12-09,1963,349,175,104,49,21,t,f,50.14,29.80,6.02,14.04,55.59
GR01LU12,2,2299125,LU12,2003/04,"Associationsrättsliga frågor, m.m.",Aktiebolag utan vinstintresse,0,LU,2004-01-22,2006-03-15,1C1D6A45-6C2D-48A2-AC23-F0C792CB1A4D,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,MOTIVFRÅGAN,HUVUD,LU12,2004-01-22,1954,349,160,129,0,60,t,f,45.85,36.96,17.19,0.00,55.01
GZ01KU13,1,2756124,KU13,2011/12,Tryck- och yttrandefrihetsfrågor,Information om meddelarskydd,0,KU,2012-04-02,2012-04-02,54787E8C-28BB-4618-BFE7-441668C8DE01,röstning,"""V""",1,utskottet,SAKFRÅGAN,HUVUD,KU13,2012-04-02,1963,349,295,15,0,39,t,f,84.53,4.30,11.17,0.00,56.45
H101AU9,8,2902973,AU9,2013/14,Insatser för vissa nyanlända invandrares etablering m.m.,Invandrade kvinnors situation,0,AU,2014-06-12,2014-06-12,91BEEA53-DD1F-40FB-8BDB-A72DA0FB675A,röstning,"""S"",""MP"",""V""",10,utskottet,SAKFRÅGAN,HUVUD,AU9,2014-06-24,1963,349,176,143,0,30,t,f,50.43,40.97,8.60,0.00,56.45
GV01SoU7,1,2286724,SoU7,2007/08,Nikotinläkemedel i handeln,Avslag på propositionen,0,SOU,2007-12-07,2007-12-07,B45EBC27-3C63-467B-9DD2-F1F1BA2C0F5F,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,SoU7,2007-12-07,1958,349,293,20,0,36,t,f,83.95,5.73,10.32,0.00,53.01
GW01UU6,6,2222087,UU6,2008/09,"Frihet från förtryck – 
Sveriges demokratibistånd",Demokratifrämjande via EU respektive multilaterala organ m.m.,0,UU,2009-03-02,2009-03-02,B06627B9-1300-4D2D-B949-F7AC980DC560,röstning,"""v""",5,utskottet,SAKFRÅGAN,HUVUD,UU6,2009-03-02,1959,349,271,39,0,39,t,f,77.65,11.17,11.17,0.00,51.86
GS01AU6,12,2230428,AU6,2004/05,Arbetsmiljö,Åtgärder med anledning av stormen i södra Sverige i januari 2005,0,AU,2005-03-03,2006-03-15,6C9F41DE-0E53-4BEE-AF2A-9E6735D5AA62,röstning,"""m"",""c""",16,utskottet,SAKFRÅGAN,HUVUD,AU6,2005-03-03,1954,349,245,69,0,35,t,f,70.20,19.77,10.03,0.00,54.44
H001JuU11,11,2808248,JuU11,2012/13,Processrättsliga frågor,Vittnesstöd i skolan,0,JUU,2013-02-20,2013-02-20,95556ACA-D691-44F0-89C5-57D31A02479C,röstning,"""S"",""V""",7,utskottet,SAKFRÅGAN,HUVUD,JuU11,2013-02-20,1963,349,183,106,0,60,t,f,52.44,30.37,17.19,0.00,56.73
H001JuU12,10,2808246,JuU12,2012/13,Kriminalvårdsfrågor,Villkor för häktade m.m.,0,JUU,2013-01-31,2013-01-31,1E58B138-57A7-4968-8F65-021143182F98,röstning,"""V""",10,utskottet,SAKFRÅGAN,HUVUD,JuU12,2013-01-31,1963,349,279,16,0,54,t,f,79.94,4.58,15.47,0.00,56.73
GR01UBU1,16,2229853,UBU1,2003/04,Utgiftsområde        16       Utbildning       ochuniversitetsforskning,Principer för resursfördelning mellan lärosätena till forskning och forskarutbildning,0,UBU,2003-11-25,2006-03-15,145B6514-9D44-4632-AE73-49A9B0AF99F2,röstning,"""m"",""fp""",15,utskottet,SAKFRÅGAN,HUVUD,UBU1,2003-11-25,1954,349,214,90,1,44,t,f,61.32,25.79,12.61,0.29,54.73
GV01AU7,16,2274379,AU7,2007/08,Ett starkare skydd mot diskriminering,Kollektivavtal med åldersgränser m.m.,0,AU,2008-05-15,2008-05-15,529BB62D-5A8F-4185-A9B3-D853155F52AE,röstning,"""v""",18,utskottet,SAKFRÅGAN,HUVUD,AU7,2008-05-15,1958,349,170,17,112,50,t,f,48.71,4.87,14.33,32.09,53.30
GS01NU13,5,2290606,NU13,2004/05,Den svenska turistnäringen,Övriga frågor,0,NU,2005-05-24,2006-03-15,A3B1B081-6F8D-431E-8E07-750FA0AA99F3,röstning,"",0,utskottet,SAKFRÅGAN,HUVUD,NU13,2005-05-24,1954,349,259,26,2,62,t,f,74.21,7.45,17.77,0.57,54.44
GS01KU29,13,2288394,KU29,2004/05,Riksdagens arbetsformer,Arvodet,0,KU,2005-03-03,2006-03-15,31B5E779-54E8-4DD9-9803-A605BBC29791,röstning,"""v""",5,utskottet,SAKFRÅGAN,HUVUD,KU29,2005-03-03,1954,349,241,19,15,74,t,f,69.05,5.44,21.20,4.30,54.44
GQ01LU14,6,2229827,LU14,2002/03,Utvärdering av miljömålet i konsumentpolitiken,Etisk märkning,0,LU,2003-04-01,2006-03-15,7BF34CBE-68FD-11D7-AF13-000475530052,röstning,"""v""",6,utskottet,SAKFRÅGAN,HUVUD,LU14,2003-04-01,1954,349,241,35,0,73,t,f,69.05,10.03,20.92,0.00,54.44
GZ01CU7,1,2736578,CU7,2011/12,Rätt till namn som förvärvats i en annan stat inom EES,Rätt till namn som förvärvats i en annan stat inom EES,0,CU,2012-01-24,2012-01-24,BE2172E2-5429-4EEB-94A8-DDECF8B3B54A,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,CU7,2012-01-24,1963,349,160,144,19,26,t,f,45.85,41.26,7.45,5.44,55.30
GS01FIU32,1,2302990,FIU32,2004/05,Redovisning av insatser för barn och unga i statsbudgeten (skr. 2004/05:93),Redovisning av insatser för barn och unga,0,FIU,2005-05-12,2006-03-15,63F4CEEC-313D-4375-848D-E2516A130098,röstning,"""c"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,FIU32,2005-05-12,1954,349,230,54,0,65,t,f,65.90,15.47,18.62,0.00,54.73
GT01LU13,10,2253638,LU13,2005/06,Immaterialrättsliga frågor,Kassettersättning,0,LU,2006-01-19,2006-01-25,C2186125-DFD4-4FEF-A16A-DA6A328F78B1,röstning,"""kd""",11,utskottet,SAKFRÅGAN,HUVUD,LU13,2006-01-19,1954,349,161,25,98,65,t,f,46.13,7.16,18.62,28.08,53.58
GX01SfU6,1,2284208,SfU6,2009/10,Utjämnat värde för buffertfonden vid beräkning av balanstalet,Suspenderade balanseringsregler,0,SFU,2009-09-30,2009-09-30,8F8744D1-51B8-4006-9CBA-6ED9A6566AD1,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,SfU6,2009-09-30,1958,349,260,24,0,65,t,f,74.50,6.88,18.62,0.00,53.58
H801MJU6,2,5073247,MJU6,2020/21,En anpassning av bestämmelser om kontroll i livsmedelskedjan till EU:s nya kontrollförordning,En kompetent och likvärdig offentlig kontroll,0,MJU,2021-02-11,2020-11-02,EA301B90-9CEF-44A1-A6A0-F20186EB8703,röstning,"M, KD",1,utskottet,SAKFRÅGAN,HUVUD,MJU6,2021-02-25,1973,349,32,14,10,293,t,f,9.17,4.01,83.95,2.87,52.44
GV01NU5,3,2298299,NU5,2007/08,Sveriges handlingsprogram för tillväxt och sysselsättning – uppföljningsrapport 2007,Övriga motionsyrkanden,0,NU,2008-01-09,2008-01-09,726BA2CB-4659-4DF8-8E12-0893E6E7C791,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,NU5,2008-01-09,1958,349,151,111,36,51,t,f,43.27,31.81,14.61,10.32,53.01
H101AU8,1,2902975,AU8,2013/14,Bristande tillgänglighet som en form av diskriminering m.m.,Undantag för företag som tillhandahåller varor eller tjänster och som har färre än tio arbetstagare,0,AU,2014-06-12,2014-06-17,9A987C7D-14E0-4E5A-98F2-A8B09DE70279,röstning,"""S""",1,utskottet,SAKFRÅGAN,HUVUD,AU8,2014-06-24,1963,349,178,99,43,29,t,f,51.00,28.37,8.31,12.32,56.45
GT01SoU17,17,2225366,SoU17,2005/06,Hälso- och sjukvård,Utvärdering av konkurrensutsättningen m.m. inom hälso- och sjukvård,0,SOU,2006-03-30,2006-04-18,C6A99900-E6B4-407E-87AA-6F8FB73A3059,röstning,"""v""",30,utskottet,SAKFRÅGAN,HUVUD,SoU17,2006-03-30,1954,349,234,37,1,77,t,f,67.05,10.60,22.06,0.29,53.87
GQ01UBU10,6,2303257,UBU10,2002/03,Vuxenutbildning,Regelverket för kvalificerad yrkesutbildning (KY),0,UBU,2003-03-20,2006-03-15,10CA1624-5617-11D7-AE7D-006008577F08,röstning,"""c""",7,utskottet,SAKFRÅGAN,HUVUD,UBU10,2003-03-20,1954,349,263,21,0,65,t,f,75.36,6.02,18.62,0.00,54.15
GU01CU21,5,2229457,CU21,2006/07,Arvsrättsliga frågor,Registrering av testamenten,0,CU,2007-03-19,2007-03-19,353A5AE2-8CA4-4F2F-BCB2-2BF4263046DE,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,CU21,2007-03-19,1958,349,143,138,0,68,t,f,40.97,39.54,19.48,0.00,51.29
H101NU7,5,2877243,NU7,2013/14,Statliga företag,Sveaskog AB:s arrendepriser,0,NU,2013-12-18,2013-12-18,421B632F-EEAE-4447-BA1B-8928EEF12895,röstning,"""S"",""V""",9,utskottet,SAKFRÅGAN,HUVUD,NU7,2014-01-22,1963,349,185,109,0,55,t,f,53.01,31.23,15.76,0.00,56.73
GV01FiU11,10,2289525,FiU11,2007/08,Tilläggsbudget 2 för 2007,Ändrade ramar för utgiftsområden samt ändrade och nya anslag,0,FIU,2007-11-06,2007-11-06,2B5D47B9-1603-4E2C-9B9A-266316592E09,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,FiU11,2007-11-06,1958,349,134,91,32,92,t,f,38.40,26.07,26.36,9.17,52.72
GU01JuU8,1,2224969,JuU8,2006/07,Processrättsliga frågor,Kameraövervakning,0,JUU,2007-03-30,2007-03-30,71F3138A-8ACF-421A-8320-BF8341C1ACB0,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,JuU8,2007-03-30,1958,349,288,19,0,42,t,f,82.52,5.44,12.03,0.00,51.86
GS01KRU1,1,2287456,KRU1,2004/05,"Utgiftsområde  17  Kultur, medier, trossamfund ochfritid (prop. 2004/05:1)",Mål- och resultatstyrning på utgiftsområde 17,0,KRU,2004-11-25,2006-03-15,98D2299D-6C94-4F62-8057-7D50C9F0E67D,röstning,"""fp""",1,utskottet,SAKFRÅGAN,HUVUD,KRU1,2004-11-25,1954,349,263,42,1,43,t,f,75.36,12.03,12.32,0.29,53.30
GQ01KU17,4,2298489,KU17,2002/03,Tryck- och yttrandefrihet,Avskaffande av vuxencensuren,0,KU,2003-02-18,2006-03-15,B1E6E62B-47CE-11D7-AE2B-000475503867,röstning,"""m"",""fp""",3,utskottet,SAKFRÅGAN,HUVUD,KU17,2003-02-18,1954,349,217,92,0,40,t,f,62.18,26.36,11.46,0.00,53.87
GX01SfU1,20,2291561,SfU1,2009/10,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Medborgarinsyn,0,SFU,2009-12-02,2009-12-02,EB467D30-C00E-4E97-AB14-97559025684E,röstning,"""s"",""v"",""mp""",21,utskottet,SAKFRÅGAN,HUVUD,SfU1,2009-12-02,1959,349,146,136,0,67,t,f,41.83,38.97,19.20,0.00,53.58
GV01FöU15,1,2225559,FöU15,2007/08,Lag om signalspaning m.m. (förnyad behandling),Lagförslagen,0,FÖU,2008-06-18,2008-06-18,0E3EEB46-2D55-4810-A44C-58DD7F4E9606,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,FöU15,2008-06-18,1958,349,143,138,1,67,t,f,40.97,39.54,19.20,0.29,53.30
GU01TU4,8,2291120,TU4,2006/07,Kollektivtrafik och trafikupphandling,Lokal spårtrafik,0,TU,2007-02-20,2007-02-20,174A6673-C819-4752-A71F-1AF051C9A464,röstning,"""mp""",8,utskottet,SAKFRÅGAN,HUVUD,TU4,2007-02-20,1958,349,284,16,0,49,t,f,81.38,4.58,14.04,0.00,52.15
GX01JuU15,3,2301595,JuU15,2009/10,Våldsbrott och brottsoffer,Handlingsprogram för hälso- och sjukvårdens omhändertagande av barn som fallit offer för sexuella övergrepp,0,JUU,2010-01-22,2010-01-22,0AF46E88-0261-43D7-9E5F-888EFB2D588D,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,JuU15,2010-01-22,1959,349,140,136,0,73,t,f,40.11,38.97,20.92,0.00,53.30
H001AU3,1,2802534,AU3,2012/13,Ett utvidgat skydd mot åldersdiskriminering,Avslag på propositionen,0,AU,2012-10-26,2012-10-26,015B216C-22BB-4078-A0AD-5250C52A20B6,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,AU3,2012-10-26,1963,349,281,20,0,48,t,f,80.52,5.73,13.75,0.00,56.16
GR01UU12,11,2292787,UU12,2003/04,Internationella miljöfrågor,Klimat och energi,0,UU,2004-04-01,2006-03-15,DCAB4C5E-92A0-11D8-AF5A-0004755038F6,röstning,"""kd""",9,utskottet,SAKFRÅGAN,HUVUD,UU12,2004-04-01,1954,349,288,27,0,34,t,f,82.52,7.74,9.74,0.00,55.01
GR01MJU16,8,2290145,MJU16,2003/04,Uppföljning av skogspolitiken,Tätortsnära skogar,0,MJU,2004-04-27,2006-03-15,D7A34AEE-57FD-4B66-B712-31F32EFFCF3D,röstning,"""fp""",11,utskottet,SAKFRÅGAN,HUVUD,MJU16,2004-04-27,1954,349,215,34,23,77,t,f,61.60,9.74,22.06,6.59,55.01
GX01TU16,1,2311485,TU16,2009/10,Vägverkets vägunderhåll,Vägverkets vägunderhåll,0,TU,2010-03-16,2010-03-16,5CDDE700-D821-4AE9-843A-13E8EF3621B8,röstning,"""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,TU16,2010-03-16,1959,349,228,31,0,90,t,f,65.33,8.88,25.79,0.00,53.01
GW01SoU8,1,2222005,SoU8,2008/09,Äldrefrågor,Äldrepolitikens inriktning m.m.,0,SOU,2009-03-02,2009-03-02,14CB72E7-8032-4B15-99DF-F5D90E7DCB83,röstning,"""s"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SoU8,2009-03-02,1959,349,158,135,18,38,t,f,45.27,38.68,10.89,5.16,51.86
GT01AU5,1,2222468,AU5,2005/06,Arbetslöshetsförsäkringen,Framställning från Riksrevisionens styrelse angående arbetslöshetsförsäkringen - kontroll och effektivitet,0,AU,2006-03-23,2006-03-31,166194C7-6B8E-4081-A6CE-2006772DEECA,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,AU5,2006-03-23,1954,349,142,110,1,96,t,f,40.69,31.52,27.51,0.29,54.44
GQ01JUU7,12,2222394,JUU7,2002/03,Processrättsliga frågor,Enklare förfarande i snatterimål,0,JUU,2003-02-20,2006-03-15,748723DA-4D6A-11D7-AECF-000475504BC9,röstning,"""c"",""fp"",""kd""",10,utskottet,SAKFRÅGAN,HUVUD,JUU7,2003-02-20,1954,349,218,95,0,36,t,f,62.46,27.22,10.32,0.00,53.87
H001FiU28,3,2827267,FiU28,2012/13,"Fördraget om stabilitet, samordning och styrning inom Ekonomiska och monetära unionen ",Svenskt undantag från EMU,0,FIU,2013-02-26,2013-03-06,822BF9E9-66EB-4A39-A238-95406D5ED07A,röstning,"""MP"",""SD"",""V""",4,utskottet,SAKFRÅGAN,HUVUD,FiU28,2013-02-26,1963,349,252,59,0,38,t,f,72.21,16.91,10.89,0.00,56.45
GR01UBU6,8,2303265,UBU6,2003/04,Valfrihet i skolan,Införande av ett system med nationell skolpeng,0,UBU,2004-02-19,2006-03-15,32FC13A4-6119-11D8-AF7C-0004755048D1,röstning,"""m""",7,utskottet,SAKFRÅGAN,HUVUD,UBU6,2004-02-19,1954,349,204,41,44,60,t,f,58.45,11.75,17.19,12.61,55.30
GZ01MJU24,1,2769239,MJU24,2011/12,"Miljö-, klimat- och energiinsatser inom jordbruket",Ett rikt odlingslandskap och biologisk mångfald,0,MJU,2012-06-11,2012-06-11,5825D12C-8E91-4661-B98B-F087F619109C,röstning,"""S"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,MJU24,2012-06-11,1963,349,193,115,0,41,t,f,55.30,32.95,11.75,0.00,57.02
GT01LU20,16,2284761,LU20,2005/06,Vissa konsumentfrågor,Införande av konsumentbalk,0,LU,2006-03-23,2006-03-27,88663C38-7B97-4BD6-9B64-23C0418B57F8,röstning,"""v""",9,utskottet,SAKFRÅGAN,HUVUD,LU20,2006-03-23,1954,349,247,34,1,67,t,f,70.77,9.74,19.20,0.29,54.44
H001SkU19,8,2824864,SkU19,2012/13,Punktskatter,Trängselskatt,0,SKU,2013-03-12,2013-03-12,E39B19A9-A89C-4D73-988F-08EE5EC6B2D6,röstning,"""S"",""MP"",""V""",11,utskottet,SAKFRÅGAN,HUVUD,SkU19,2013-03-12,1963,349,143,126,19,61,t,f,40.97,36.10,17.48,5.44,56.73
GR01KU11,7,2287393,KU11,2003/04,Statlig förvaltning,Öppenhet i förvaltningen,0,KU,2004-03-16,2006-03-15,0044A602-67ED-4F8A-97A5-CF4A89779BA5,röstning,"""v"",""mp""",7,utskottet,SAKFRÅGAN,HUVUD,KU11,2004-03-16,1954,349,226,30,1,92,t,f,64.76,8.60,26.36,0.29,54.73
GX01UbU6,1,2225630,UbU6,2009/10,Obligatorisk befattningsutbildning för nyanställda rektorer,Lagförslaget,0,UBU,2009-11-27,2009-11-27,30171398-56CF-4EC3-A5A1-8C846CF2EF8C,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,UbU6,2009-11-27,1959,349,141,136,0,72,t,f,40.40,38.97,20.63,0.00,53.58
GW01KrU5,14,2222207,KrU5,2008/09,Vissa kulturpolitiska frågor,Arbetsplatsbibliotek,0,KRU,2009-03-06,2009-03-06,DBBF1BAF-CDBD-4344-996A-4D31504794BD,röstning,"""s"",""v""",12,utskottet,SAKFRÅGAN,HUVUD,KrU5,2009-03-06,1959,349,173,137,0,39,t,f,49.57,39.26,11.17,0.00,51.86
H101KrU9,12,2903028,KrU9,2013/14,Fokus på unga,Ungdomars arbete och försörjning,0,KRU,2014-06-09,2014-06-10,398ABF04-5BC7-483B-BEF5-9CD055F6514F,röstning,"""S""",12,utskottet,SAKFRÅGAN,HUVUD,KrU9,2014-06-17,1963,349,197,101,17,34,t,f,56.45,28.94,9.74,4.87,56.45
GT01BoU12,1,2225421,BoU12,2005/06,Bostadsförsörjningsfrågor,Upphävande av lagen om kommunernas bostadsförsörjningsansvar,0,BOU,2006-04-20,2006-04-20,F6CB0BFC-4CAF-4961-B507-7CFF1EF7A8AE,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,BoU12,2006-04-20,1954,349,149,120,0,80,t,f,42.69,34.38,22.92,0.00,53.87
GT01TU13,2,2227589,TU13,2005/06,Trafiksäkerhet,Alkohol i trafiken,0,TU,2006-04-04,2006-04-19,A92B2E47-09E9-4393-9657-468C74334A34,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,TU13,2006-04-04,1954,349,147,115,0,87,t,f,42.12,32.95,24.93,0.00,53.87
GT01SfU1,70,2222509,SfU1,2005/06,"Anslag inom socialförsäkringsområdet (utgiftsområdena 10, 11 och 12)",Förbättrade pensioner,0,SFU,2005-11-29,2005-12-02,D6497EA0-F8B8-461E-AB0D-F1AFF11A382B,röstning,"""v""",70,utskottet,SAKFRÅGAN,HUVUD,SfU1,2005-11-29,1954,349,223,24,41,61,t,f,63.90,6.88,17.48,11.75,53.87
GR01MJU12,1,2285429,MJU12,2003/04,Icke-joniserande strålning,Försiktighetsprincipen,0,MJU,2004-03-11,2006-03-15,72000ED0-745E-4343-9C18-1E20749C3593,röstning,"""mp""",1,utskottet,SAKFRÅGAN,HUVUD,MJU12,2004-03-11,1954,349,276,21,3,49,t,f,79.08,6.02,14.04,0.86,54.73
GR01SKU25,7,2286116,SKU25,2003/04,"Allmänna motioner om taxering, skattebetalning och folkbokföring",Längre perioder för momsredovisning för småföretag m.m.,0,SKU,2004-03-16,2006-03-15,C3785734-57DC-11D8-AE99-000475503825,röstning,"""c""",6,utskottet,SAKFRÅGAN,HUVUD,SKU25,2004-03-16,1954,349,165,19,120,45,t,f,47.28,5.44,12.89,34.38,55.01
GR01LU22,22,2222653,LU22,2003/04,"Äktenskap, partnerskap och samboende",Könsroller m.m.,0,LU,2004-04-13,2006-03-15,C767DF86-8DE1-11D8-AE2B-000475530052,röstning,"""v""",19,utskottet,SAKFRÅGAN,HUVUD,LU22,2004-04-13,1954,349,246,38,1,64,t,f,70.49,10.89,18.34,0.29,55.01
GU01FiU11,10,2232747,FiU11,2006/07,Tilläggsbudget 2 för 2006 (prop. 2006/07:1),Ändrade ramar för utgiftsområden samt ändrade och nya anslag,0,FIU,2006-11-28,2006-11-28,3447937B-0B7C-4E00-9BFB-1F4F18644052,röstning,"""s""",2,utskottet,SAKFRÅGAN,HUVUD,FiU11,2006-11-28,1958,349,164,109,17,59,t,f,46.99,31.23,16.91,4.87,52.72
GQ01BOU5,23,2290356,BOU5,2002/03,Byggfrågor,Direktverkande elvärme,0,BOU,2003-02-18,2006-03-15,98B75F1E-3F2C-11D7-AEAF-000475504780,röstning,"""c"",""v"",""mp""",16,utskottet,SAKFRÅGAN,HUVUD,BOU5,2003-02-18,1954,349,256,59,0,34,t,f,73.35,16.91,9.74,0.00,53.87
GT01NU1,1,2292623,NU1,2005/06,Utgiftsområde 24 Näringsliv,Näringspolitikens inriktning,0,NU,2005-11-29,2005-12-08,2257E889-17D1-43FF-A74C-7FB4638A1F2E,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,NU1,2005-11-29,1954,349,156,122,0,71,t,f,44.70,34.96,20.34,0.00,53.87
GR01NU14,1,2290581,NU14,2003/04,Granskning av Systembolaget AB och Vin & Sprit AB,Granskning av Systembolaget AB och Vin och Sprit AB,0,NU,2004-05-11,2006-03-15,3F35632D-A7F5-11D8-AE39-0004755038E0,röstning,"""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,NU14,2004-05-11,1954,349,223,70,0,56,t,f,63.90,20.06,16.05,0.00,55.01
GV01SoU11,4,2260502,SoU11,2007/08,En förnyad folkhälsopolitik,Utveckling av bestämningsfaktorer m.m.,0,SOU,2008-05-28,2008-05-28,F64A49AC-679A-4EA3-BBB3-E02468E28C4F,röstning,"""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,SoU11,2008-05-28,1958,349,236,33,0,80,t,f,67.62,9.46,22.92,0.00,53.30
GV01UbU1,1,2284212,UbU1,2007/08,Utgiftsområde 16 Utbildning och universitetsforskning,Försöksverksamhet med gymnasial lärlingsutbildning,0,UBU,2007-12-04,2007-12-04,0204AB71-86D2-4522-A551-B7DC9B8D98C5,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,UbU1,2007-12-04,1958,349,269,19,0,61,t,f,77.08,5.44,17.48,0.00,53.01
GR01LU11,15,2287225,LU11,2003/04,Barn och föräldrar m.m.,Talerätt i mål om hävande av faderskap,0,LU,2004-01-29,2006-03-15,572B7565-84D4-4C89-B1BC-C972F52CB740,röstning,"""m"",""c"",""fp"",""kd""",12,utskottet,SAKFRÅGAN,HUVUD,LU11,2004-01-29,1954,349,143,138,1,67,t,f,40.97,39.54,19.20,0.29,55.01
GQ01FIU3,3,2289505,FIU3,2002/03,Utgiftsområde 25 Allmänna bidrag till kommuner,Hivpreventivt arbete i storstadsregionerna,0,FIU,2002-12-10,2006-03-15,56F2511C-11BA-11D7-AE26-00010313F932,röstning,"""fp""",1,utskottet,SAKFRÅGAN,HUVUD,FIU3,2002-12-10,1954,349,250,47,2,50,t,f,71.63,13.47,14.33,0.57,54.44
GT01LU19,10,2226938,LU19,2005/06,"Äktenskap, partnerskap och samboende",Jämkning av bodelning,0,LU,2006-03-07,2006-03-13,47294F56-7ACE-4228-9148-5D48237FD876,röstning,"""m"",""c"",""fp"",""kd""",8,utskottet,SAKFRÅGAN,HUVUD,LU19,2006-03-07,1954,349,149,113,0,87,t,f,42.69,32.38,24.93,0.00,54.44
