embedded_id_party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
V,GX01SfU1,39,2291561,SfU1,2009/10,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Intyg för tillfällig föräldrapenning,0,SFU,2009-12-02,2009-12-02,B8DFF36B-20CD-4843-9FA5-17E89659D7CA,röstning,"""s"",""v"",""mp""",42,utskottet,SAKFRÅGAN,HUVUD,SfU1,2009-12-02,1959,349,145,135,0,69,t,f,41.55,38.68,19.77,0.00,53.58,1958,22,0,18,0,4,f,f,0.00,81.82,18.18,0.00,36.36
M,GR01SOU2,10,2284214,SOU2,2003/04,Uppföljning  av den nationella handlingsplanen förhandikappolitiken,Tillgänglighetsreform,0,SOU,2003-11-13,2006-03-15,A45E136C-896D-4A38-8F06-D4301813FDA9,röstning,"""fp""",10,utskottet,SAKFRÅGAN,HUVUD,SOU2,2003-11-13,1954,349,264,41,2,42,t,f,75.64,11.75,12.03,0.57,54.73,1953,55,49,0,0,6,t,f,89.09,0.00,10.91,0.00,61.82
S,H101UU20,1,2903195,UU20,2013/14,Biståndspolitisk plattform,Översyn av biståndet,0,UU,2014-05-28,2014-05-28,D6728419-0311-46A6-911D-9632B8B0737C,röstning,"""S""",1,utskottet,SAKFRÅGAN,HUVUD,UU20,2014-06-10,1963,349,173,101,40,35,t,f,49.57,28.94,10.03,11.46,56.45,1963,112,0,101,0,11,f,f,0.00,90.18,9.82,0.00,51.79
M,GQ01FIU19,17,2232864,FIU19,2002/03,Utvecklingen inom den kommunala sektorn,Kommunernas skattebas,0,FIU,2003-05-27,2006-03-15,17CAB3B7-8607-11D7-AE93-0004755052C8,röstning,"""c""",23,utskottet,SAKFRÅGAN,HUVUD,FIU19,2003-05-27,1954,349,289,19,0,41,t,f,82.81,5.44,11.75,0.00,55.01,1954,55,48,0,0,7,t,f,87.27,0.00,12.73,0.00,60.00
C,H101SfU1,30,2876290,SfU1,2013/14,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Tredelad föräldrapenning m.m.,0,SFU,2013-12-02,2013-12-02,2EBFD211-F4B6-45EC-8544-36124D188541,röstning,"""S"",""MP""",36,utskottet,SAKFRÅGAN,HUVUD,SfU1,2013-12-10,1963,349,159,124,36,30,t,f,45.56,35.53,8.60,10.32,55.87,1963,23,21,0,0,2,t,f,91.30,0.00,8.70,0.00,60.87
MP,GT01TU4,13,2222992,TU4,2005/06,Från IT-politik för samhället till politik för IT-samhället,Bredbandsutbyggnad m.m.,0,TU,2005-12-01,2005-12-14,566172AD-021A-44D2-9725-A6D1234BA51F,röstning,"""m"",""c"",""fp"",""kd""",12,utskottet,SAKFRÅGAN,HUVUD,TU4,2005-12-01,1954,349,148,117,0,84,t,f,42.41,33.52,24.07,0.00,53.58,1958,17,11,0,0,6,t,f,64.71,0.00,35.29,0.00,52.94
C,GV01KrU1,2,2284781,KrU1,2007/08,"Utgiftsområde 17 Kultur,  medier, trossamfund och fritid (prop. 2007/08:1)",Hyreskompensationen för statliga kulturlokaler,0,KRU,2007-11-28,2007-11-28,4E2EE277-B11A-4B28-A6F4-5E6220BC4CD9,röstning,"""v""",2,utskottet,SAKFRÅGAN,HUVUD,KrU1,2007-11-28,1958,349,270,20,0,59,t,f,77.36,5.73,16.91,0.00,53.01,1957,29,25,0,0,4,t,f,86.21,0.00,13.79,0.00,62.07
C,GU01SoU6,5,2222454,SoU6,2006/07,Folkhälsofrågor,Självmordsprevention,0,SOU,2007-02-21,2007-02-21,6C5A95B0-E2E8-4A9F-A99D-791E8F80909E,röstning,"""v"",""mp""",6,utskottet,SAKFRÅGAN,HUVUD,SoU6,2007-02-21,1958,349,225,32,0,92,t,f,64.47,9.17,26.36,0.00,52.15,1956,29,18,0,0,11,t,f,62.07,0.00,37.93,0.00,51.72
C,GQ01TU3,2,2299687,TU3,2002/03,Transportpolitik,Alternativ finansiering,0,TU,2003-03-11,2006-03-15,91CA5A18-5A0E-11D7-AEFA-000475503116,röstning,"""m"",""c"",""fp"",""kd""",3,utskottet,SAKFRÅGAN,HUVUD,TU3,2003-03-11,1954,349,160,127,0,62,t,f,45.85,36.39,17.77,0.00,53.87,1955,22,0,14,0,8,f,f,0.00,63.64,36.36,0.00,50.00
C,H101AU4,9,2898399,AU4,2013/14,Jämställdhet,Övriga förslag om hedersrelaterat våld och förtryck,0,AU,2014-02-24,2014-02-24,1981545F-DADA-4D65-8AB1-A59F0A6CF884,röstning,"""SD""",11,utskottet,SAKFRÅGAN,HUVUD,AU4,2014-03-05,1963,349,288,18,0,43,t,f,82.52,5.16,12.32,0.00,57.02,1963,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,60.87
M,GT01AU1,5,2227587,AU1,2005/06,Utgiftsområdena 13 Arbetsmarknad och 14 Arbetsliv,Arbetssökandes rättigheter,0,AU,2005-12-05,2005-12-06,6DC37F93-1418-4DC0-8314-2E44E524C8D4,röstning,"""fp""",6,utskottet,SAKFRÅGAN,HUVUD,AU1,2005-12-05,1954,349,256,39,0,54,t,f,73.35,11.17,15.47,0.00,53.87,1954,55,46,0,0,9,t,f,83.64,0.00,16.36,0.00,58.18
S,GZ01KU14,10,2756125,KU14,2011/12,Fri- och rättigheter,Niqab och burka på allmän plats,0,KU,2012-03-21,2012-03-22,11206C24-F304-41C1-9039-CD5D6C1C8273,röstning,"""SD""",3,utskottet,SAKFRÅGAN,HUVUD,KU14,2012-03-21,1963,349,289,19,0,41,t,f,82.81,5.44,11.75,0.00,56.45,1962,112,99,0,0,13,t,f,88.39,0.00,11.61,0.00,51.79
MP,GZ01FiU44,1,2769750,FiU44,2011/12,Riksrevisionens rapport om Stabilitetsfonden,Riksrevisionens rapport om Stabilitetsfonden,0,FIU,2012-05-16,2012-05-16,A07E5B31-FBD3-4EDE-A67E-FFE9DC0A920B,röstning,"""MP""",1,utskottet,SAKFRÅGAN,HUVUD,FiU44,2012-05-16,1963,349,241,24,37,47,t,f,69.05,6.88,13.47,10.60,57.02,1964,25,0,24,0,1,f,f,0.00,96.00,4.00,0.00,52.00
C,GW01UU8,10,2222080,UU8,2008/09,Lissabonfördraget,Lag om ändring i lagen (1994:1500) med anledning av Sveriges anslutning till EU,0,UU,2008-11-14,2008-11-14,643CB554-A1A7-41C9-87A7-810752820CCA,röstning,"",0,utskottet,SAKFRÅGAN,HUVUD,UU8,2008-11-14,1958,349,243,39,13,54,t,f,69.63,11.17,15.47,3.72,53.30,1957,29,22,1,2,4,t,f,75.86,3.45,13.79,6.90,62.07
KD,GQ01UU8,13,2301803,UU8,2002/03,FN och vissa multilaterala frågor,Fredsinitiativ och övervakningsstyrka,0,UU,2003-05-15,2006-03-15,AE7E111D-811E-11D7-AE36-000475504B20,röstning,"""v""",25,utskottet,SAKFRÅGAN,HUVUD,UU8,2003-05-15,1954,349,241,38,0,70,t,f,69.05,10.89,20.06,0.00,55.30,1951,33,26,0,0,7,t,f,78.79,0.00,21.21,0.00,69.70
M,H101NU29,1,2903189,NU29,2013/14,Granskning av meddelande om en klimat- och energipolitisk ram 2020–2030,Meddelande om en klimat- och energipolitisk ram 2020-2030,0,NU,2014-03-12,2014-03-12,6941DC7B-6C9F-43C3-A0EF-36EB274BD37F,röstning,"""S""",1,utskottet,MOTIVFRÅGAN,HUVUD,NU29,2014-03-19,1963,349,150,96,54,49,t,f,42.98,27.51,14.04,15.47,56.73,1964,107,97,0,0,10,t,f,90.65,0.00,9.35,0.00,59.81
L,GZ01SkU14,10,2753194,SkU14,2011/12,"Allmänna motioner om beskattning av företag, kapital och fastighet",Boendebeskattning,0,SKU,2012-04-02,2012-06-28,A015CB5E-1C08-4C64-B4CC-ACA17896EF48,röstning,"""SD""",7,utskottet,SAKFRÅGAN,HUVUD,SkU14,2012-04-02,1963,349,142,18,131,58,t,f,40.69,5.16,16.62,37.54,56.73,1960,24,18,0,1,5,t,f,75.00,0.00,20.83,4.17,54.17
M,GS01SKU34,1,2289318,SKU34,2004/05,Ändringar i lagen om trängselskatt (prop. 2004/05:151),Ändrad placering av betalstationer vid uttag av trängselskatt i Stockholm,0,SKU,2005-05-31,2006-03-15,5BAA4204-8724-43C6-9CAE-14C926604B02,röstning,"""m"",""c"",""fp""",1,utskottet,SAKFRÅGAN,HUVUD,SKU34,2005-05-31,1954,349,160,124,0,65,t,f,45.85,35.53,18.62,0.00,54.44,1954,55,0,44,0,11,f,f,0.00,80.00,20.00,0.00,58.18
-,GZ01TU13,5,2767101,TU13,2011/12,Planeringssystem för transportinfrastruktur,Undantag från krav på miljökonsekvensbeskrivning,0,TU,2012-05-21,2012-05-21,B41B044F-C0BE-4AA0-97D8-0489C0D00C47,röstning,"""MP"",""V""",6,utskottet,SAKFRÅGAN,HUVUD,TU13,2012-05-21,1963,349,174,38,95,42,t,f,49.86,10.89,12.03,27.22,57.02,1988,1,0,0,0,1,f,t,0.00,0.00,100.00,0.00,100.00
L,GQ01UBU5,19,2288648,UBU5,2002/03,Högskolan,Validering och komplettering av utländsk högre utbildning,0,UBU,2003-03-06,2006-03-15,077343EF-4584-11D7-AE6F-006008577F08,röstning,"""fp""",23,utskottet,SAKFRÅGAN,HUVUD,UBU5,2003-03-06,1954,349,221,42,48,38,t,f,63.32,12.03,10.89,13.75,53.87,1956,48,0,42,0,6,f,f,0.00,87.50,12.50,0.00,47.92
MP,GQ01SKU7,3,2289437,SKU7,2002/03,Allmänna motioner om inkomstbeskattning,Beskattningen av barnpension,0,SKU,2003-03-04,2006-03-15,DB294B42-2FA8-11D7-AE74-0004755038A1,röstning,"""mp""",5,utskottet,SAKFRÅGAN,HUVUD,SKU7,2003-03-04,1954,349,283,16,1,49,t,f,81.09,4.58,14.04,0.29,53.87,1954,17,0,16,0,1,f,f,0.00,94.12,5.88,0.00,47.06
L,GR01SOU5,3,2227822,SOU5,2003/04,Socialtjänstpolitik,Frivilligorganisationer,0,SOU,2004-02-19,2006-03-15,F9704443-954E-4D0A-BBD8-9BEE5335C0C0,röstning,"""c"",""fp"",""kd"",""mp""",5,utskottet,SAKFRÅGAN,HUVUD,SOU5,2004-02-19,1954,349,151,97,46,55,t,f,43.27,27.79,15.76,13.18,54.73,1956,48,1,40,0,7,f,f,2.08,83.33,14.58,0.00,52.08
MP,H001AU2,14,2802532,AU2,2012/13,Utgiftsområde 14 Arbetsmarknad och arbetsliv,Arbetshjälpmedel och andra insatser för personer med funktionsnedsättning,0,AU,2012-12-07,2012-12-10,E63CBC4B-8521-422F-9387-824D4A089C4A,röstning,"""MP""",14,utskottet,SAKFRÅGAN,HUVUD,AU2,2012-12-07,1963,349,296,24,18,11,t,f,84.81,6.88,3.15,5.16,57.02,1963,25,0,24,0,1,f,f,0.00,96.00,4.00,0.00,52.00
S,GT01SfU10,43,2222678,SfU10,2005/06,Migration och asylpolitik,Ersättning till kommunerna m.m.,0,SFU,2006-05-09,2006-05-11,04844B39-1860-40D2-8E49-55764FD38A08,röstning,"""v""",63,utskottet,SAKFRÅGAN,HUVUD,SfU10,2006-05-09,1954,349,214,21,12,102,t,f,61.32,6.02,29.23,3.44,53.87,1954,144,102,0,0,42,t,f,70.83,0.00,29.17,0.00,50.69
M,H001KrU2,3,2805143,KrU2,2012/13,Filmpolitiska frågor,Framtida statligt filmstöd,0,KRU,2012-11-30,2012-11-30,7CDD2BD4-F8AC-4391-B55B-CCCD69916A2D,röstning,"""V""",2,utskottet,SAKFRÅGAN,HUVUD,KrU2,2012-11-30,1963,349,292,17,0,40,t,f,83.67,4.87,11.46,0.00,57.02,1965,107,96,0,0,11,t,f,89.72,0.00,10.28,0.00,59.81
MP,H001UbU6,21,2832839,UbU6,2012/13,Gymnasieskolan,Registerkontroll av personal i gymnasieskolan,0,UBU,2013-03-27,2013-04-02,62798385-7080-40A3-9214-97BC30781036,röstning,"""S""",21,utskottet,SAKFRÅGAN,HUVUD,UbU6,2013-03-27,1963,349,202,117,0,30,t,f,57.88,33.52,8.60,0.00,56.16,1964,25,23,0,0,2,t,f,92.00,0.00,8.00,0.00,56.00
V,H001TU7,4,2821073,TU7,2012/13,Trafiksäkerhet,Bashastighet i tätorter,0,TU,2013-03-18,2013-03-19,DC7848CA-12DC-4E7D-8CB0-4C1AAE852103,röstning,"""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,TU7,2013-03-18,1963,349,275,39,0,35,t,f,78.80,11.17,10.03,0.00,56.45,1961,19,0,16,0,3,f,f,0.00,84.21,15.79,0.00,47.37
SD,GZ01FiU32,3,2754679,FiU32,2011/12,Offentlig upphandling,"Mindre företag, närproducerat",0,FIU,2012-03-26,2012-06-28,14D6F7C6-F4E1-4AAB-A8A7-63BCCC38718C,röstning,"""SD""",7,utskottet,SAKFRÅGAN,HUVUD,FiU32,2012-03-26,1963,349,165,18,109,57,t,f,47.28,5.16,16.33,31.23,56.73,1969,19,0,18,0,1,f,f,0.00,94.74,5.26,0.00,84.21
S,GX01NU3,6,2291554,NU3,2009/10,Utgiftsområde 21 Energi,Energieffektivisering,0,NU,2009-12-08,2009-12-08,C7EA1A53-B7D7-4DE4-9489-0F9184E4F3EF,röstning,"""s"",""v"",""mp""",6,utskottet,SAKFRÅGAN,HUVUD,NU3,2009-12-08,1959,349,154,148,0,47,t,f,44.13,42.41,13.47,0.00,53.58,1958,130,0,115,0,15,f,f,0.00,88.46,11.54,0.00,53.08
L,GZ01SfU4,3,2720027,SfU4,2011/12,Förbättringar inom familjepolitiken,Avskaffad jämställdhetsbonus,0,SFU,2011-10-05,2011-10-05,0284C448-B503-4E01-9781-9ABCA8396E9D,röstning,"""MP"",""SD"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,SfU4,2011-10-05,1963,349,253,61,0,35,t,f,72.49,17.48,10.03,0.00,55.01,1959,24,21,0,0,3,t,f,87.50,0.00,12.50,0.00,54.17
V,GT01TU8,13,2222721,TU8,2005/06,Väg- och fordonsfrågor,Chiptrimning och miljökonvertering,0,TU,2006-02-21,2006-02-28,846D6A40-EFC0-4825-A22F-3235F9DAD8E9,röstning,"""m"",""c"",""fp"",""kd""",4,utskottet,SAKFRÅGAN,HUVUD,TU8,2006-02-21,1954,349,154,129,0,66,t,f,44.13,36.96,18.91,0.00,54.15,1953,28,21,0,0,7,t,f,75.00,0.00,25.00,0.00,53.57
KD,H101FöU1,6,2876860,FöU1,2013/14,Utgiftsområde 6 Försvar och samhällets krisberedskap,Kustbevakningens uppdrag,0,FÖU,2013-12-02,2013-12-02,6C81B798-1BC1-42FD-888B-A238A400E2EC,röstning,"""S"",""MP"",""V""",5,utskottet,SAKFRÅGAN,HUVUD,FöU1,2013-12-11,1963,349,176,139,0,34,t,f,50.43,39.83,9.74,0.00,55.87,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,63.16
L,GW01SoU5,1,2222134,SoU5,2008/09,Valfrihetssystem,Avslag på propositionen,0,SOU,2008-11-11,2008-11-11,03B3A239-03B5-4A7D-80BB-9CC71C318A95,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SoU5,2008-11-11,1958,349,149,137,0,63,t,f,42.69,39.26,18.05,0.00,53.30,1960,28,20,0,0,8,t,f,71.43,0.00,28.57,0.00,42.86
C,GS01LU10,9,2228152,LU10,2004/05,Barn och föräldrar m.m.,Juridiskt biträde för barn,0,LU,2005-01-25,2006-03-24,079C5F15-35AD-437F-AE4F-125341CC911E,röstning,"""fp"",""v""",9,utskottet,SAKFRÅGAN,HUVUD,LU10,2005-01-25,1954,349,203,80,0,66,t,f,58.17,22.92,18.91,0.00,53.87,1954,22,17,0,0,5,t,f,77.27,0.00,22.73,0.00,50.00
KD,GW01SfU5,4,2222144,SfU5,2008/09,Sänkta socialavgifter m.m.,Uppföljning m.m.,0,SFU,2008-11-21,2008-11-21,6C6C916C-E61A-48B6-9990-24FC43112241,röstning,"""s"",""v""",5,utskottet,SAKFRÅGAN,HUVUD,SfU5,2008-11-21,1958,349,154,134,16,45,t,f,44.13,38.40,12.89,4.58,53.01,1952,24,21,0,0,3,t,f,87.50,0.00,12.50,0.00,54.17
MP,GQ01UBU18,12,2228817,UBU18,2002/03,Etikprövning av forskning,Överklagande av beslut om etikprövning,0,UBU,2003-05-15,2006-03-15,2D7B2631-81DE-11D7-AED7-0004755048D1,röstning,"""mp""",21,utskottet,SAKFRÅGAN,HUVUD,UBU18,2003-05-15,1954,349,191,14,87,57,t,f,54.73,4.01,16.33,24.93,55.01,1956,17,0,14,0,3,f,f,0.00,82.35,17.65,0.00,41.18
V,H101CU34,3,2902876,CU34,2013/14,Bättre förutsättningar för gode män och förvaltare,Val av god man och förvaltare,0,CU,2014-06-12,2014-06-12,55CF495B-FC1A-472B-9A5C-698C311059F9,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,CU34,2014-06-25,1963,349,284,17,18,30,t,f,81.38,4.87,8.60,5.16,56.45,1961,19,0,17,0,2,f,f,0.00,89.47,10.53,0.00,47.37
M,GV01NU15,2,2280220,NU15,2007/08,Ny förvaltningsstruktur inom näringspolitiken och den regionala tillväxtpolitiken,Myndigheternas verksamhet och lokalisering,0,NU,2008-06-09,2008-06-09,6B9E6A3E-113B-4554-8AA3-DA97DF09369E,röstning,"""s"",""v""",1,utskottet,SAKFRÅGAN,HUVUD,NU15,2008-06-09,1958,349,155,131,16,47,t,f,44.41,37.54,13.47,4.58,53.30,1959,97,86,0,0,11,t,f,88.66,0.00,11.34,0.00,57.73
L,GQ01KU26,28,2289377,KU26,2002/03,Fri- och rättighetsskyddsfrågor,Partibidrag från fackligt anslutna personer,0,KU,2003-02-13,2006-03-15,FDCF7259-4896-11D7-AE2C-000475503867,röstning,"""m"",""c"",""fp"",""kd"",""mp""",20,reservation 20,SAKFRÅGAN,HUVUD,KU26,2003-02-13,1954,349,155,156,0,38,f,f,44.41,44.70,10.89,0.00,53.87,1956,48,0,44,0,4,f,f,0.00,91.67,8.33,0.00,47.92
C,GS01SFU17,13,2225380,SFU17,2004/05,Ny instans- och processordning i utlännings- och medborgarskapsärenden,Lagförslagen i övrigt,0,SFU,2005-08-22,2006-03-15,49FAED7E-6B5F-4454-B5A1-BE05C94A6BBA,röstning,"""v""",14,utskottet,SAKFRÅGAN,HUVUD,SFU17,2005-08-22,1954,349,286,24,0,39,t,f,81.95,6.88,11.17,0.00,54.15,1954,22,20,0,0,2,t,f,90.91,0.00,9.09,0.00,59.09
V,GR01UBU13,2,2290915,UBU13,2003/04,Utveckling av gymnasieskolan,Kvalitetssäkring av skolor,0,UBU,2004-09-09,2006-03-15,ECD51CBA-5391-426F-BBD2-12FD69C0AB83,röstning,"""m""",2,utskottet,SAKFRÅGAN,HUVUD,UBU13,2004-09-09,1954,349,256,42,0,51,t,f,73.35,12.03,14.61,0.00,53.58,1953,30,23,0,0,7,t,f,76.67,0.00,23.33,0.00,50.00
KD,GZ01TU10,1,2767096,TU10,2011/12,Några fordons- och trafikfrågor,Förnybara drivmedel,0,TU,2012-03-22,2012-06-28,919FD490-B91E-4E2E-8F44-1780605463B8,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,TU10,2012-03-22,1963,349,173,137,0,39,t,f,49.57,39.26,11.17,0.00,56.45,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,57.89
C,GS01SFU5,1,2230504,SFU5,2004/05,Drivkrafter för minskad sjukfrånvaro,Avslag på propositionen,0,SFU,2004-11-25,2006-03-15,E521028D-3EE5-11D9-895E-000423231A6B,röstning,"""c""",1,utskottet,SAKFRÅGAN,HUVUD,SFU5,2004-11-25,1954,349,281,21,0,47,t,f,80.52,6.02,13.47,0.00,53.30,1954,22,0,21,0,1,f,f,0.00,95.45,4.55,0.00,54.55
MP,GR01SFU9,8,2293788,SFU9,2003/04,Lokalt utvecklingsarbete i storstäderna m.m.,Svenskt medborgarskap,0,SFU,2004-03-02,2006-03-15,429E74C6-518B-11D8-A30A-00104B565558,röstning,"""kd""",12,utskottet,SAKFRÅGAN,HUVUD,SFU9,2004-03-02,1954,349,190,26,46,87,t,f,54.44,7.45,24.93,13.18,54.73,1957,17,17,0,0,0,t,f,100.00,0.00,0.00,0.00,41.18
V,GR01LU23,2,2229002,LU23,2003/04,"Insolvensrättsliga frågor, m.m.",Preskription,0,LU,2004-04-13,2006-03-15,02C4D703-8DBF-42A4-92EE-BAC0061EFECB,röstning,"""m"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,LU23,2004-04-13,1954,349,175,109,1,64,t,f,50.14,31.23,18.34,0.29,55.01,1953,30,24,1,0,5,t,f,80.00,3.33,16.67,0.00,50.00
KD,GQ01AU6,14,2225200,AU6,2002/03,Statens ansvarsnämnd och arbetsrättsliga frågor,Yttrandefrihet för privatanställda,0,AU,2003-04-29,2006-03-15,5E5977A9-853A-11D7-AE87-0004755046D0,röstning,"""mp""",14,utskottet,SAKFRÅGAN,HUVUD,AU6,2003-04-29,1954,349,228,13,39,69,t,f,65.33,3.72,19.77,11.17,55.30,1951,33,26,0,0,7,t,f,78.79,0.00,21.21,0.00,69.70
V,GR01FIU3,6,2230430,FIU3,2003/04,Utgiftsområde 25 Allmänna bidrag till kommuner,Finansieringsprincipen,0,FIU,2003-12-02,2006-03-15,C0A293ED-5E26-4A54-8CAC-894122480C65,röstning,"""m"",""c"",""fp"",""kd""",7,utskottet,SAKFRÅGAN,HUVUD,FIU3,2003-12-02,1954,349,165,131,1,52,t,f,47.28,37.54,14.90,0.29,54.73,1953,30,25,0,0,5,t,f,83.33,0.00,16.67,0.00,50.00
C,GT01FöU4,4,2222941,FöU4,2005/06,Sjö- och kustövervakningsfrågor,Övervakning av sjötrafiken,0,FÖU,2006-02-07,2006-02-09,0DDCFEC4-98C5-4B85-86B8-F4A837E960F9,röstning,"""kd""",2,utskottet,SAKFRÅGAN,HUVUD,FöU4,2006-02-07,1954,349,264,27,6,52,t,f,75.64,7.74,14.90,1.72,53.87,1954,22,18,0,0,4,t,f,81.82,0.00,18.18,0.00,54.55
V,GR01MJU2,30,2246955,MJU2,2003/04,"Utgiftsområde  23  Jord-  och skogsbruk, fiske medanslutande näringar m.m.",Småskalig livsmedelsproduktion m.m.,0,MJU,2003-11-25,2006-03-15,8D5A8589-B091-44DC-959C-750A970B1345,röstning,"""v"",""mp""",25,utskottet,SAKFRÅGAN,HUVUD,MJU2,2003-11-25,1954,349,277,40,0,32,t,f,79.37,11.46,9.17,0.00,54.73,1953,30,0,25,0,5,f,f,0.00,83.33,16.67,0.00,50.00
MP,GT01BoU1,14,2284078,BoU1,2005/06,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning och byggande",En ny bostadsfinansiering,0,BOU,2005-11-29,2012-06-26,10A94206-89FD-499E-871C-D0DBA06A6272,röstning,"""v""",30,utskottet,SAKFRÅGAN,HUVUD,BoU1,2005-11-29,1954,349,132,25,128,64,t,f,37.82,7.16,18.34,36.68,53.87,1958,17,11,2,1,3,t,f,64.71,11.76,17.65,5.88,52.94
C,GU01UFöU3,4,2227436,UFöU3,2006/07,Fortsatt svenskt deltagande i den internationella säkerhetsstyrkan i Afghanistan,Övriga frågor,0,UFÖU,2007-05-16,2007-05-16,9CDE58F9-F3F8-455E-925C-2930017940A2,röstning,"""v""",6,utskottet,SAKFRÅGAN,HUVUD,UFöU3,2007-05-16,1958,349,228,23,0,98,t,f,65.33,6.59,28.08,0.00,51.58,1957,29,22,0,0,7,t,f,75.86,0.00,24.14,0.00,55.17
V,H101KrU9,14,2903028,KrU9,2013/14,Fokus på unga,Stöd till verksamhetsövergång,0,KRU,2014-06-09,2014-06-10,BD593CE3-7920-4D63-81FA-54FB6B527670,röstning,"""S"",""SD""",14,utskottet,SAKFRÅGAN,HUVUD,KrU9,2014-06-17,1963,349,197,118,0,34,t,f,56.45,33.81,9.74,0.00,56.45,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,47.37
S,GX01MJU19,8,2304230,MJU19,2009/10,Jordbrukspolitik m.m.,Lag om ekologisk produktion m.m.,0,MJU,2010-03-09,2010-03-10,61D86B7D-1963-4F7E-992C-7325940B58F8,röstning,"""s"",""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,MJU19,2010-03-09,1959,349,142,134,0,73,t,f,40.69,38.40,20.92,0.00,53.01,1959,130,1,101,0,28,f,f,0.77,77.69,21.54,0.00,53.08
L,GU01TU12,4,2228920,TU12,2006/07,Järnvägspolitik och andra järnvägspaketet,Banunderhåll,0,TU,2007-05-11,2007-05-11,447C3F64-5283-48AB-8D1E-D39DB5966553,röstning,"""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,TU12,2007-05-11,1958,349,240,36,0,73,t,f,68.77,10.32,20.92,0.00,51.58,1960,28,20,0,0,8,t,f,71.43,0.00,28.57,0.00,46.43
V,GZ01NU13,6,2756433,NU13,2011/12,Handelspolitiska frågor,Handel med sjukvårdstjänster,0,NU,2012-03-13,2012-03-13,9C7EBC23-64FA-406E-B3A9-E6465C859276,röstning,"""SD""",4,utskottet,SAKFRÅGAN,HUVUD,NU13,2012-03-13,1963,349,171,19,117,42,t,f,49.00,5.44,12.03,33.52,55.87,1962,19,0,0,17,2,f,t,0.00,0.00,10.53,89.47,36.84
C,GU01FiU12,2,2290165,FiU12,2006/07,Effektiv statsförvaltning m.m.,Utveckling av förvaltningens tjänster och effektivitet,0,FIU,2007-02-20,2007-02-20,001D1D82-920F-40D4-8C22-38C3DC468903,röstning,"""s"",""v""",1,utskottet,SAKFRÅGAN,HUVUD,FiU12,2007-02-20,1958,349,167,133,1,48,t,f,47.85,38.11,13.75,0.29,52.15,1956,29,23,0,0,6,t,f,79.31,0.00,20.69,0.00,51.72
M,GZ01AU1,9,2721534,AU1,2011/12,Utgiftsområde 13 Integration och jämställdhet,Anslag på utgiftsområde 13 för 2012,0,AU,2011-11-28,2011-11-28,3BC1FFDC-ADA6-493B-8E6D-106C70301337,röstning,"",0,utskottet,SAKFRÅGAN,HUVUD,AU1,2011-11-28,1963,349,141,17,124,67,t,f,40.40,4.87,19.20,35.53,55.01,1964,107,89,0,0,18,t,f,83.18,0.00,16.82,0.00,54.21
V,H001NU11,2,2825505,NU11,2012/13,Näringspolitiska frågor,Socialt företagande,0,NU,2013-04-18,2013-04-18,64E3CD41-5EF0-4D54-B4D1-7B43F22F86F7,röstning,"""S"",""V""",4,utskottet,SAKFRÅGAN,HUVUD,NU11,2013-04-18,1963,349,203,121,0,25,t,f,58.17,34.67,7.16,0.00,56.45,1960,19,0,17,0,2,f,f,0.00,89.47,10.53,0.00,42.11
KD,GV01MJU1,4,2245869,MJU1,2007/08,Utgiftsområde 20 Allmän miljö- och naturvård m.m.,Klimatmärkning,0,MJU,2007-12-10,2007-12-10,C4F64126-7C69-484E-BC5D-C493EC7BD3E0,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,MJU1,2007-12-10,1958,349,143,101,33,72,t,f,40.97,28.94,20.63,9.46,53.01,1952,24,17,0,0,7,t,f,70.83,0.00,29.17,0.00,54.17
