hjid,against_proposal_number,against_proposal_parties,ballot_id,ballot_summary_item,ballot_url_xml,committee_report,decision_type,header,issue_number,proposal,rm,winner,committee_proposal_list_comm_0
234534,0,"","",43705,"",MJU3,acklamation,Effektiv energiteknik,78,"Riksdagen avslår motion 
2003/04:MJ65 av Catharina Elmsäter-Svärd m.fl. (m) yrkande 20.
",2004/05,utskottet,234456
222789,0,"","",41559,"",MJU2,acklamation,Vissa bemyndiganden,2,"Riksdagen bifaller proposition 2002/03:1 Utgiftsområde 23 punkterna 1, 2 och 4-10.
",2002/03,utskottet,222787
608557,0,"","",68642,"",SOU5,acklamation,Nya syntetiska droger,8,"Riksdagen avslår motion 2002/03:So299 yrkande 2.
",2002/03,utskottet,608549
1675617,0,"","",224054,"",KrU8,acklamation,Bolagisering,8,"Riksdagen avslår motion 
2011/12:Kr204 av Yilmaz Kerimo (S).
",2011/12,utskottet,1675602
2774643,0,"","",485425,"",MJU28,acklamation,Flygets beskattning och utsläpp,25,"Riksdagen avslår motionerna 2008/09:MJ18 yrkande 19 i denna del och 2008/09:MJ19 yrkande 18.
",2008/09,utskottet,2774618
2081096,9,"""C"",""V""",bd9c0e44-aff6-4a2d-b7a6-58c5015985d1,330253,http://data.riksdagen.se/votering/BD9C0E44-AFF6-4A2D-B7A6-58C5015985D1,SfU15,röstning,Uppskjuten invandringsprövning,4,"<BR/>Riksdagen avslår motionerna 

2015/16:1378 av Ola Johansson (C) yrkandena 1 och 2, 

2015/16:2192 av Elin Lundgren m.fl. (S), 

2015/16:2317 av Pia Hallström (M), 

2015/16:2431 av Annika Qarlsson m.fl. (C) yrkande 23, 

2015/16:2567 av Roland Utbult m.fl. (KD) yrkande 29 och 

2015/16:3048 av Johanna Jönsson m.fl. (C) yrkande 19.<BR/><BR/>",2015/16,utskottet,2081092
2789386,0,"","",492046,"",KrU4,acklamation,Främjandeförbudet,3,"För mer information om förslagspunkten, se ärendets PDF-dokument",2014/15,utskottet,2789383
1657293,0,"","",218812,"",CU13,acklamation,Vandringsleder och passager för fisk,7,"<BR/>Riksdagen avslår motion 

2022/23:969 av Martin Kinnunen m.fl. (SD) yrkandena 32 och 34.<BR/><BR/>",2022/23,utskottet,1657286
2781289,0,"","",488256,"",AU10,acklamation,11 § jämställdhetslagen,8,"Riksdagen avslår motion 2006/07:A272 yrkande 1.
",2006/07,utskottet,2781281
2786700,0,"","",490785,"",MJU14,acklamation,Energi- och koldioxidskatt,34,"Riksdagen avslår motionerna 2005/06:MJ46 yrkande 28 och 2005/06:MJ48 yrkandena 16 och 23.
",2005/06,utskottet,2786666
596839,1,"""m""","",65645,http://data.riksdagen.se/votering/C2145DD4-78BC-4AAD-A915-F483C5F99462,KRU16,röstning,Vissa övergripande teater- och musikfrågor ,1,"Riksdagen avslår motionerna 2000/01:Kr235 yrkandena 2 och 3 samt 2001/02:Kr205 yrkandena 7 och 9.
",2001/02,utskottet,596838
2135982,0,"","",379830,"",SoU15,acklamation,Motioner som bereds förenklat,20,<BR/>Riksdagen avslår de motionsyrkanden som finns upptagna under denna punkt i utskottets förteckning över avstyrkta motionsyrkanden.<BR/><BR/>,2024/25,utskottet,2135962
235111,0,"","",43823,"",SKU18,acklamation,Företagsbilar ,7,"Riksdagen avslår motion 2001/02:Sk430 yrkandena 1 och 2. 
",2001/02,utskottet,235104
2773595,0,"","",484969,"",UbU1,acklamation,Översyn av finansieringen av skolformerna för hörselskadade elever,11,"Riksdagen avslår motion 2005/06:Ub258 yrkande 1.
",2005/06,utskottet,2773584
234568,0,"","",43721,"",AU4,acklamation,Arbetslöshetsersättning och föräldraledighet,7,"Riksdagen avslår motionerna 2002/03:A221 och 2002/03:A310.
",2002/03,utskottet,234561
1800608,0,"","",241438,"",KrU5,acklamation,Regionalt kulturstöd,1,"Riksdagen avslår motionerna 2008/09:Kr217 och 2008/09:Kr361.
",2008/09,utskottet,1800607
1319318,0,"","",167590,"",JUU16,acklamation,Utbildning inom rättsväsendet,22,"Riksdagen avslår motion 2004/05:Ju25 yrkande 5.
",2004/05,utskottet,1319296
2082390,0,"","",330710,"",SkU17,"","Företagande och investeringar, allmänna frågor",1,"<BR/>Riksdagen avslår motionerna 

2015/16:378 av Ali Esbati m.fl. (V) yrkande 9, 

2015/16:548 av Tina Acketoft (FP), 

2015/16:879 av Penilla Gunther (KD), 

2015/16:894 av Penilla Gunther (KD), 

2015/16:1048 av Jessica Rosencrantz (M) yrkandena 4 och 6, 

2015/16:1562 av Hans Rothenberg m.fl. (M), 

2015/16:1565 av Lars Hjälmered (M), 

2015/16:1984 av Per-Ingvar Johnsson och Solveig Zander (båda C), 

2015/16:2077 av Anders Forsberg m.fl. (SD) yrkande 5, 

2015/16:2300 av Ulrika Karlsson i Uppsala (M) yrkandena 2 och 3, 

2015/16:2844 av Josef Fransson m.fl. (SD), 

2015/16:2855 av Josef Fransson m.fl. (SD) yrkandena 4 och 5, 

2015/16:2995 av Eskil Erlandsson och Anders Åkesson (båda C), 

2015/16:3000 av Anders Åkesson och Göran Lindell (båda C) och 

2015/16:3135 av Per Åsling m.fl. (C).<BR/><BR/>",2015/16,"",2082389
602107,0,"","",67121,"",NU3,acklamation,Förbudet mot kärnteknisk forskning,4,"Riksdagen avslår motionerna 2003/04:N204, 2003/04:N242, 2003/04:N313 yrkande 3, 2003/04:N324 yrkande 6, 2003/04:N342 yrkande 12 och 2003/04:N413 yrkande 20.
",2003/04,utskottet,602103
1324086,0,"","",168940,"",UU8,acklamation,Sverige i FN,17,"Riksdagen avslår motionerna 2002/03:U8 yrkande 2 och 2002/03:U268 yrkande 1.
",2002/03,utskottet,1324069
2786206,0,"","",490544,"",UbU11,acklamation,Kompetensutveckling inom vissa områden,3,"<BR/>Riksdagen avslår motionerna 

2024/25:456 av Per-Arne Håkansson (S), 

2024/25:1289 av Anna-Lena Hedberg (SD), 

2024/25:1726 av Julia Kronlid (SD) yrkande 1 och 

2024/25:3217 av Amanda Lind m.fl. (MP) yrkandena 83 och 85.<BR/><BR/>",2024/25,utskottet,2786203
2080484,0,"","",330108,"",JuU18,acklamation,Straffmätning vid hedersrelaterade brott,29,"<BR/>Riksdagen avslår motion 

2015/16:664 av Robert Hannah m.fl. (FP).<BR/><BR/>",2015/16,utskottet,2080455
1670213,4,"""V""",F10162B3-54F0-4380-AC77-90DACF6FFBF4,222454,http://data.riksdagen.se/votering/F10162B3-54F0-4380-AC77-90DACF6FFBF4,KrU3,röstning,Barnkulturplaner,5,"Riksdagen avslår motion 2011/12:Kr307 yrkande 3.
",2011/12,utskottet,1670208
1318736,2,"""fp"",""kd""",B83E510C-36DD-11D9-AFE1-0004755053C0,167463,http://data.riksdagen.se/votering/B83E510C-36DD-11D9-AFE1-0004755053C0,JUU11,röstning,Ett fristående tillsynsorgan,2,"Riksdagen avslår motion 2004/05:Ju14.
",2004/05,utskottet,1318734
2779472,0,"","",487517,"",CU25,acklamation,"Kompletterande bestämmelser till 2007 års Haagkonvention, m.m.",1,"Riksdagen antar regeringens förslag till
1. lag om ändring i ärvdabalken,
2. lag om ändring i rättshjälpslagen (1996:1619),
3. lag om ändring i offentlighets- och sekretesslagen (2009:400),
4. lag om ändring i lagen (2011:603) med kompletterande bestämmelser till EU:s underhållsförordning.
Därmed bifaller riksdagen proposition 2011/12:110 punkterna 1-4.
",2011/12,utskottet,2779470
2777632,15,"""v""",AFBCA8FD-54DD-46AF-81CC-702A41438C84,486702,http://data.riksdagen.se/votering/AFBCA8FD-54DD-46AF-81CC-702A41438C84,KrU3,röstning,Spelberoende,7,"Riksdagen avslår motionerna 2003/04:Kr278 yrkande 2, 2004/05:Kr332 yrkande 5 och 2004/05:Kr350.
",2005/06,utskottet,2777625
1315465,0,"","",166647,"",SFU1,acklamation,240-dagarsregeln,74,"Riksdagen avslår motionerna 2004/05:Sf263 yrkande 6 och 2004/05:Ub259 yrkande 8.
",2004/05,utskottet,1315391
2786667,0,"","",490752,"",MJU14,acklamation,Strategier för samtliga växthusgaser,1,"Riksdagen avslår motionerna 2004/05:MJ368 yrkande 13 och 2005/06:MJ46 yrkande 26.
",2005/06,utskottet,2786666
1913200,0,"","",259050,"",KU5,acklamation,Riksrevisionens redogörelse,1,"Riksdagen lägger redogörelse 2005/06:RRS29 till handlingarna.
",2006/07,utskottet,1913199
2783914,0,"","",489472,"",TU13,acklamation,Utbyggnad av trådlöst bredband,8,"Riksdagen avslår motion 
2007/08:T548 av Peter Pedersen m.fl. (v) yrkande 12.
",2007/08,utskottet,2783906
2777263,9,"""C""",b5b3e091-1a3f-43ff-b1d7-9e7192387d19,486538,http://data.riksdagen.se/votering/B5B3E091-1A3F-43FF-B1D7-9E7192387D19,MJU19,röstning,Utflyttning av trålgränsen,5,"<BR/>Riksdagen avslår motionerna 

2024/25:928 av Tomas Eneroth och Hanna Westerén (båda S), 

2024/25:2486 av Stina Larsson m.fl. (C) yrkande 14, 

2024/25:2978 av Markus Wiechel m.fl. (SD) yrkande 3 och 

2024/25:3108 av Anna-Caren Sätherberg m.fl. (S) yrkande 56.<BR/><BR/>",2024/25,utskottet,2777258
2795528,1,"""v"",""mp""",D1867312-2F3D-4153-B265-5E247BC39740,494813,http://data.riksdagen.se/votering/D1867312-2F3D-4153-B265-5E247BC39740,SoU19,röstning,Stöd till personer som vårdar eller stödjer närstående,1,"Riksdagen antar regeringens förslag till lag om ändring i socialtjänstlagen (2001:453).
Därmed bifaller riksdagen proposition 2008/09:82 och avslår motionerna 
2008/09:So16 av Eva Olofsson m.fl. (v, mp) yrkandena 1-7, 
2008/09:So214 av Chatrine Pålsson Ahlgren (kd), 
2008/09:So435 av Christina Axelsson m.fl. (s) yrkande 2 och 
2008/09:So554 av Lars Ohly m.fl. (v) yrkande 20.
",2008/09,utskottet,2795527
2772920,0,"","",484641,"",SkU11,acklamation,"Mangårdsbyggnader på lantbruk, m.m.",14,"Riksdagen avslår motionerna 2006/07:Sk202 och 2006/07:Sk250.
",2006/07,utskottet,2772906
2779169,0,"","",487357,"",SoU8,acklamation,"Psykiatriska vårdens organisation, finansiering, arbetsmetoder m.m.",13,"Riksdagen avslår motionerna 2006/07:So264 yrkande 7, 2006/07:So291, 2006/07:So437 yrkandena 2, 6, 11, 14 och 15 samt 2006/07:So464 yrkande 16.
",2006/07,utskottet,2779156
2795183,0,"","",494661,"",JuU16,acklamation,Tillträdesförbud till simhallar och andra anläggningar,43,"Riksdagen ställer sig bakom det som utskottet anför om tillträdesförbud till simhallar och andra anläggningar och tillkännager detta för regeringen.<BR/>Därmed bifaller riksdagen motion 

2016/17:865 av Annie Lööf m.fl. (C) yrkande 15.<BR/><BR/>",2016/17,utskottet,2795140
2274882,16,"""MP""",0b06becf-6611-439b-865f-d40e6a221d3f,470551,http://data.riksdagen.se/votering/0B06BECF-6611-439B-865F-D40E6A221D3F,FöU6,röstning,Civilt försvar och förmåga,10,"<BR/>Riksdagen avslår motionerna 

2023/24:779 av Sven-Olof Sällström m.fl. (SD) yrkandena 1 och 3, 

2023/24:2303 av Ann-Sofie Lifvenhage (M), 

2023/24:2450 av Emma Berginger m.fl. (MP) yrkande 1, 

2023/24:2456 av Mikael Larsson m.fl. (C) yrkandena 30-34 och 

2023/24:2564 av Peter Hultqvist m.fl. (S) yrkandena 43-45.<BR/><BR/>",2023/24,utskottet,2274872
600840,0,"","",66716,"",FIU14,acklamation,Skydd för grönområden i tätortsbebyggelse,12,"Riksdagen avslår motion 2002/03:Fi248 yrkandena 1-3.
",2002/03,utskottet,600828
1800469,0,"","",241374,"",KrU2,acklamation,Textning och syntolkning,12,"Riksdagen avslår motion 2012/13:So314 yrkande 1.
",2012/13,utskottet,1800457
2082323,1,"""C""",b2283ed4-39f9-4734-b45f-9380ec6e2312,330688,http://data.riksdagen.se/votering/B2283ED4-39F9-4734-B45F-9380EC6E2312,FiU34,röstning,Genomförandet och tillämpningen av LOU,1,"<BR/>Riksdagen avslår motionerna 

2017/18:3613 av Said Abdu m.fl. (L) yrkande 5 och 

2017/18:3788 av Helena Lindahl m.fl. (C) yrkandena 12 och 13.<BR/><BR/>",2017/18,utskottet,2082322
238139,0,"","",44521,"",MJU6,acklamation,Foder och vatten,1,"Riksdagen antar regeringens förslag till lag om ändring i lagen (2003:52) om ändring i djurskyddslagen (1988:534) såvitt avser 3 §.
Riksdagen antar regeringens förslag till lag om ändring i lagen (2003:52) om ändring i djurskyddslagen (1988:534) såvitt avser 3 §. 
Därmed bifaller riksdagen proposition 2002/03:149 i denna del och avslår motionerna 2003/04:MJ1 och 2003/04:MJ2.
",2003/04,utskottet,238138
1325745,0,"","",169404,"",UBU19,acklamation,Kompetenshöjning inom konfliktlösning,11,"Riksdagen avslår motion 2002/03:Ub462 yrkande 3.
",2002/03,utskottet,1325734
2784956,2,"""S"",""MP""",354BC17F-F875-45BB-AD04-0CF68F108429,489957,http://data.riksdagen.se/votering/354BC17F-F875-45BB-AD04-0CF68F108429,CU12,röstning,Juridiskt biträde för barn i vårdnadsmål,2,"Riksdagen avslår motionerna 2011/12:C6 yrkande 3, 2011/12:C7, 2011/12:C217, 2011/12:C356 och 2011/12:So658 yrkande 18.
",2011/12,utskottet,2784954
2780442,0,"","",487871,"",NU12,acklamation,Effektivare statlig kapitalförsörjning i hela landet,2,"<BR/>Riksdagen avslår motionerna 

2016/17:3123 av Lars Hjälmered m.fl. (M, C, L, KD) yrkande 4, 

2016/17:3125 av Lars Hjälmered m.fl. (M, C, L, KD) yrkande 2, 

2016/17:3126 av Lars Hjälmered m.fl. (M) yrkande 2 och 

2016/17:3128 av Lars Hjälmered m.fl. (M) yrkande 1.<BR/><BR/>",2016/17,utskottet,2780440
2775501,7,"""SD""",AEC0EE47-9442-4BAC-8E3E-EC4B9FDF05FE,485788,http://data.riksdagen.se/votering/AEC0EE47-9442-4BAC-8E3E-EC4B9FDF05FE,MJU20,röstning,Förnybar energi inom EU:s ramverk,6,"Riksdagen avslår motion 
2013/14:MJ23 av Josef Fransson och Mikael Jansson (båda SD) yrkande 9.
",2013/14,utskottet,2775495
2796765,0,"","",495331,"",JuU8,acklamation,Höjda maximistraff,2,"Riksdagen ställer sig bakom det som utskottet anför om att&nbsp;höja maximistraffen för synnerligen grovt vapenbrott och synnerligen grovt brott mot tillståndsplikten för explosiva varor enligt lagen (2010:1011) om brandfarliga och explosiva varor&nbsp;och tillkännager detta för regeringen.<BR/>Därmed bifaller riksdagen motion 

2017/18:3917 av Tomas Tobé m.fl. (M, C, L, KD) yrkande 1.<BR/><BR/>",2017/18,utskottet,2796763
601151,0,"","",66838,"",LU16,acklamation,Barnhjälmar ,16,"Riksdagen avslår motion 2001/02:L318. 
",2001/02,utskottet,601135
2777648,0,"","",486718,"",KrU3,acklamation,Travsportens utveckling,23,"Riksdagen avslår motionerna 2003/04:Kr349, 2003/04:Kr360 yrkande 1 och 2003/04:Kr383.
",2005/06,utskottet,2777625
1659107,0,"","",219323,"",MJU7,acklamation,Djurhållning i kustnära områden m.m.,4,"Riksdagen avslår motion 2007/08:MJ366 yrkandena 28-30.
",2007/08,utskottet,1659095
2078122,2,"""S"",""MP"",""V""",AD73B77C-7AD8-4D3D-A960-65B60A3B4015,329166,http://data.riksdagen.se/votering/AD73B77C-7AD8-4D3D-A960-65B60A3B4015,FiU22,röstning,Sparbanker och lokal närvaro av banker,2,"Riksdagen avslår motionerna 
2013/14:Fi208 av Jonas Eriksson och Jan Lindholm (båda MP) yrkande 1, 
2013/14:Fi264 av Ann-Kristine Johansson m.fl. (S), 
2013/14:Fi285 av Peter Jeppsson m.fl. (S), 
2013/14:Fi306 av Valter Mutt och Annika Lillemets (båda MP) yrkande 1, 
2013/14:N360 av Kent Persson m.fl. (V) yrkande 8 och 
2013/14:N426 av Jennie Nilsson m.fl. (S) yrkande 14.
",2013/14,utskottet,2078120
1662121,0,"","",220350,"",UU9,acklamation,Asien,52,"Riksdagen avslår motion 2007/08:U359 yrkandena 1, 2, 5-8 och 10-12.
",2007/08,utskottet,1662069
601421,0,"","",66924,"",TU12,acklamation,Hastighetsbegränsning av farleder,4,"Riksdagen avslår motion 2003/04:T232.
",2003/04,utskottet,601417
230284,0,"","",42621,"",SKU21,acklamation,Tonnageskatt,2,"Riksdagen tillkännager för regeringen som sin mening vad utskottet har anfört om att det är angeläget att utreda frågan om en tonnageskatt för svensk del.
Riksdagen tillkännager för regeringen som sin mening vad utskottet har anfört om att det är angeläget att utreda frågan om en tonnageskatt för svensk del.
Därmed bifaller riksdagen delvis motionerna 2003/04:Fi308 yrkande 17, 2003/04:Sk260, 2003/04:Sk409, 2003/04:T441 yrkande 1, 2003/04:T530 yrkande 15, 2003/04:T562 yrkande 18 och 2003/04:T564 yrkande 41.
",2003/04,utskottet,230282
1653053,0,"","",217669,"",FiU32,acklamation,Telefonitjänster,9,"Riksdagen avslår motion 
2012/13:Fi223 av Mikael Jansson (SD).
",2012/13,utskottet,1653043
1910360,0,"","",257769,"",FöU4,acklamation,Röntgenutrustning och radiologisk ledningsfunktion,6,"Riksdagen avslår motion 
2009/10:Fö245 av Sten Bergheden (m).
",2009/10,utskottet,1910354
243293,0,"","",45396,"",UU3,acklamation,Internt avtal om åtgärder och förfaranden för genomförande av partnerskapsavtalet ,3,"Riksdagen godkänner det interna avtalet mellan företrädarna för medlemsstaternas regeringar, församlade i rådet, om åtgärder och förfaranden för genomförande av partnerskapsavtalet. Därmed bifaller riksdagen regeringens proposition 2001/02:6 punkt 3.
",2001/02,utskottet,243286
2776423,1,"""SD""",A0865DB9-5CBC-4DFE-AB73-E5124382B969,486194,http://data.riksdagen.se/votering/A0865DB9-5CBC-4DFE-AB73-E5124382B969,JuU19,röstning,Ljudupptagning vid hemlig kameraövervakning,2,"Riksdagen avslår motion 2011/12:Ju4.
",2011/12,utskottet,2776421
2793755,0,"","",494028,"",UU6,acklamation,Verksamheten inom Europarådet under 2008,1,"Riksdagen avslår motionerna 2008/09:Ju253 yrkande 16, 2008/09:U311, 2008/09:U323 yrkande 30 och 2009/10:A443 yrkande 28.
",2009/10,utskottet,2793754
1661003,1,"""SD""",821621B0-1A18-4281-93FC-77385D9B88CE,219949,http://data.riksdagen.se/votering/821621B0-1A18-4281-93FC-77385D9B88CE,SoU24,röstning,Avslag på propositionen,1,"Riksdagen avslår motionerna 
2012/13:So13 av Per Ramhorn (SD) och 
2012/13:So14 av Tuve Skånberg och Annelie Enochson (båda KD).
",2012/13,utskottet,1661002
2282759,0,"","",472715,"",SoU1,acklamation,Mål för hälso- och sjukvårdspolitiken,1,Riksdagen godkänner det mål för hälso- och sjukvårdspolitiken som regeringen föreslår.<BR/><BR/><BR/>,2015/16,utskottet,2282758
1324756,2,"""v""",946F6373-C513-4C38-968C-7D3C389DB7BB,169125,http://data.riksdagen.se/votering/946F6373-C513-4C38-968C-7D3C389DB7BB,CU6,röstning,Retroaktiva namnbyten,2,"Riksdagen avslår motion 2007/08:So295 yrkande 8.
",2007/08,utskottet,1324754
597609,0,"","",65902,"",KRU19,acklamation,Bevarande av vissa industrihistoriska kulturmiljöer ,29,"Riksdagen avslår motionerna 2001/02:Kr236 och 2001/02:Kr289. 
",2001/02,utskottet,597580
2784532,1,"""SD""",A6E3EDED-254A-4319-990E-8FC682C8BC24,489765,http://data.riksdagen.se/votering/A6E3EDED-254A-4319-990E-8FC682C8BC24,SfU13,röstning,Avslag på propositionen,1,"",2013/14,utskottet,2784531
1673899,0,"","",223586,"",KrU4,acklamation,Skrivelsen,2,"Riksdagen lägger skrivelse 2008/09:220 till handlingarna.
",2009/10,utskottet,1673897
2082436,0,"","",330730,"",SoU30,acklamation,Vård i enskildhet,6,"<BR/>Riksdagen avslår motion 

2017/18:4046 av Maj Karlsson m.fl. (V) yrkande 2.<BR/><BR/>",2017/18,utskottet,2082430
1911256,0,"","",258068,"",JuU1,acklamation,Polisförsörjning,16,"Riksdagen avslår motionerna 2008/09:Ju204, 2008/09:Ju205, 2008/09:Ju214, 2008/09:Ju245 yrkande 2, 2008/09:Ju248, 2008/09:Ju369, 2008/09:Ju429, 2008/09:Ju452, 2008/09:Ju454, 2008/09:Ju457 och 2008/09:Ju459 yrkandena 1 och 2.
",2008/09,utskottet,1911240
2784039,0,"","",489523,"",CU11,acklamation,Revisionsplikt,4,"<BR/>Riksdagen avslår motion 

2024/25:1390 av Mikael Eskilandersson m.fl. (SD) yrkande 3.<BR/><BR/>",2024/25,utskottet,2784035
1811055,8,"""s"",""v"",""mp""",8FDB66AD-8F31-43A1-B899-CC5B495336EF,244021,http://data.riksdagen.se/votering/8FDB66AD-8F31-43A1-B899-CC5B495336EF,CU32,röstning,Behovet av hyreslägenheter,6,"Riksdagen avslår motionerna 2008/09:C257, 2008/09:C279 yrkande 2, 2008/09:C406 yrkande 2 och 2008/09:C439 yrkande 1.
",2008/09,utskottet,1811049
1317992,0,"","",167242,"",UBU9,acklamation,Ändring i skollagen så att en skola uttryckligen ges rätt att hindra obehöriga från att vistas på skolområdet,83,"Riksdagen avslår motion 2004/05:Ub306 yrkande 1.
",2004/05,utskottet,1317906
2075552,0,"","",328287,"",SoU1,acklamation,Ersättning till tvångssteriliserade transsexuella,5,"Riksdagen avslår motionerna 
2013/14:So202 av Marianne Berg m.fl. (V) yrkandena 3 och 4 samt 
2013/14:So555 av Börje Vestlund (S).
",2013/14,utskottet,2075547
1317807,0,"","",167135,"",AU9,acklamation,Allmänt om arbetsmiljöarbetet,1,"Riksdagen avslår motionerna 2009/10:A308, 2009/10:A395, 2009/10:A409 yrkande 6, 2009/10:A410 yrkande 15 och 2009/10:A446.
",2009/10,utskottet,1317806
1311040,0,"","",165358,"",UBU6,acklamation,Fördelning av platser vid riksrekryterande idrottsgymnasier,11,"Riksdagen avslår motion 2002/03:Kr266 yrkande 11.
",2002/03,utskottet,1311029
1307518,0,"","",164687,"",MJU29,"",Licens för fisketurismföretag,3,"",2013/14,"",1307512
2784243,0,"","",489631,"",FiU18,acklamation,Bredda kompetensen inom verksamheter som hanterar stora flöden av pengar,13,"Riksdagen avslår motion 
2009/10:Fi254 av Solveig Hellquist (fp) yrkande 2.
",2009/10,utskottet,2784230
1675504,0,"","",224018,"",KU25,acklamation,Minnesdagar m.m.,6,"<BR/>Riksdagen avslår motionerna 

2021/22:66 av Björn Söder (SD) yrkande 1, 

2021/22:316 av Markus Wiechel och Björn Söder (båda SD) yrkande 1, 

2021/22:475 av Michael Rubbestad (SD), 

2021/22:1684 av Magnus Manhammar (S) och 

2021/22:2346 av Robert Hannah (L).<BR/><BR/>",2021/22,utskottet,1675498
1658543,0,"","",219222,"",SfU18,acklamation,Försörjningskrav för familjemedlemmar,4,"<BR/>Riksdagen avslår motionerna 

2020/21:2553 av Jonas Andersson i Skellefteå m.fl. (SD) yrkande 13, 

2020/21:3525 av Maria Malmer Stenergard m.fl. (M) yrkande 9 och 

2020/21:3663 av Hans Eklind m.fl. (KD) yrkande 44.<BR/><BR/>",2020/21,utskottet,1658539
1311919,0,"","",165652,"",AU8,"",Undantag för privatpersoner,7,"",2013/14,"",1311905
234311,0,"","",43604,"",MJU18,-,Beslutande myndighet för skyddsjakt på varg ,18,"Riksdagen avslår motion 2001/02:MJ227 yrkande 6.
",2001/02,uppgift saknas,234293
1912140,0,"","",258537,"",SoU1,acklamation,Omreglering av apoteksmarknaden,9,"Riksdagen avslår motionerna 
2009/10:So466 av Walburga Habsburg Douglas (m) och 
2009/10:So491 av Lisbeth Grönfeldt Bergman (m).
",2009/10,utskottet,1912131
1322826,2,"""m"",""c"",""fp"",""kd""",52DD50BE-8563-11D7-AE37-000475503116,168734,http://data.riksdagen.se/votering/52DD50BE-8563-11D7-AE37-000475503116,TU5,röstning,Miljö- och säkerhetsfrågor m.m.,2,"Riksdagen avslår motionerna 2002/03:T336, 2002/03:T364, 2002/03:T464 yrkandena 5, 6 och 8, 2002/03:T466 yrkandena 23 och 24, 2002/03:MJ313 yrkandena 4 och 6, 2002/03:MJ315 yrkande 11, 2002/03:MJ491 yrkande 5 och 2002/03:N397 yrkande 7.
",2002/03,utskottet,1322822
1309571,0,"","",165088,"",SFU1,acklamation,Övriga frågor om aktivitets- och sjukersättning,22,"",2002/03,utskottet,1309549
2777969,0,"","",486850,"",KrU11,acklamation,Tidigare behandlade förslag,1,"Riksdagen avslår motionerna 
2009/10:Kr202 av Torbjörn Björlund m.fl. (v) yrkandena 1, 2 och 4, 
2009/10:Kr211 av Hans Backman (fp), 
2009/10:Kr214 av Birgitta Sellén och Jörgen Johansson (båda c) yrkandena 1 och 2, 
2009/10:Kr217 av Magdalena Andersson (m), 
2009/10:Kr223 av Carin Runeson och Olle Thorell (båda s), 
2009/10:Kr233 av Kenneth Johansson och Sven Bergström (båda c), 
2009/10:Kr234 av Tommy Ternemar (s), 
2009/10:Kr235 av Carin Runeson (s) yrkandena 1 och 2, 
2009/10:Kr238 av Agneta Lundberg och Hans Stenberg (båda s), 
2009/10:Kr241 av Helén Pettersson i Umeå och Lars Lilja (båda s), 
2009/10:Kr242 av Chatrine Pålsson Ahlgren (kd), 
2009/10:Kr253 av Kent Olsson (m), 
2009/10:Kr258 av Hans Olsson och Ann-Christin Ahlberg (båda s), 
2009/10:Kr259 av Eva Flyborg (fp), 
2009/10:Kr288 av Else-Marie Lindgren (kd), 
2009/10:Kr290 av Ann-Christin Ahlberg m.fl. (s), 
2009/10:Kr293 av Gunnar Andrén (fp) yrkandena 1 och 2, 
2009/10:Kr294 av Gunnar Andrén (fp), 
2009/10:Kr295 av Gunnar Andrén och Karin Pilsäter (båda fp) yrkandena 1 och 2, 
2009/10:Kr296 av Anita Brodén (fp) yrkande 1, 
2009/10:Kr297 av Anita Brodén m.fl. (fp) yrkandena 1-6, 
2009/10:Kr300 av Karl Sigfrid (m), 
2009/10:Kr301 av Anita Brodén och Agneta Berliner (båda fp), 
2009/10:Kr306 av Agneta Gille (s), 
2009/10:Kr310 av Börje Vestlund m.fl. (s), 
2009/10:Kr322 av Fredrik Olovsson och Michael Hagberg (båda s), 
2009/10:Kr325 av Thomas Strand (s), 
2009/10:Kr328 av Johan Pehrson (fp), 
2009/10:Kr332 av Fredrick Federley och Annie Johansson (båda c) yrkandena 1 och 3, 
2009/10:Kr334 av Ulrika Carlsson i Skövde och Stefan Tornberg (båda c), 
2009/10:Kr335 av Margareta Cederfelt (m), 
2009/10:Kr336 av Gunnar Axén och Betty Malmberg (båda m) yrkandena 1-3, 
2009/10:Kr337 av Gunnar Axén (m) och 
2009/10:Ub337 av Maria Lundqvist-Brömster och Agneta Berliner (båda fp).
",2009/10,utskottet,2777968
2080298,0,"","",330034,"",JuU13,acklamation,Kriminalvårdens brottsförebyggande arbete,1,"<BR/>Riksdagen avslår motionerna 

2022/23:863 av Ulrika Liljeberg m.fl. (C) yrkande 33 och 

2022/23:1437 av Monica Haider och Tomas Eneroth (båda S).<BR/><BR/>",2022/23,utskottet,2080297
1324940,1,"""m"",""fp"",""kd""","",169161,http://data.riksdagen.se/votering/4E00806C-6E7C-43AD-B659-51B460DC3501,TU13,röstning,Avreglering av den allmänna fordonskontrollen m.m. ,1,"Riksdagen avslår motion 2001/02:T69.
",2001/02,utskottet,1324939
600925,1,"""m""","",66764,http://data.riksdagen.se/votering/F78B2B01-4FCA-42E0-9512-3967BBAC5AFC,LU22,röstning,Mönsterskydd för reservdelar m.m. ,2,"Riksdagen avslår motion 2001/02:L16.
",2001/02,utskottet,600923
2777080,0,"","",486463,"",MJU10,acklamation,Långsamväxande slaktkycklingraser,15,"<BR/>Riksdagen avslår motionerna 

2024/25:1750 av Rebecka Le Moine m.fl. (MP) yrkandena 1 och 2 samt 

2024/25:2979 av Markus Wiechel och Victoria Tiblom (båda SD) yrkande 1.<BR/><BR/>",2024/25,utskottet,2777065
